Gene = Aasdhppt
index = 92
Annotated 5SS: [  214   774  6374  6998 10170]
Annotated 3SS: [  547  6251  6835 10097 12627]
SMsplice 5SS: [  176  6998 10170]
SMsplice 3SS: [ 6835 10097 12627]
top_k =  100
Partition function (log Z): -7.26244927025599

Sorted 5' Splice Sites (High to Low Probability):
Position 6998: 1.0000000000000013
Position 10170: 0.6503230537772733
Position 326: 0.5070127775267677
Position 734: 0.33588234308242004
Position 180: 0.2237136387025573
Position 12779: 0.18079335404356356
Position 9980: 0.12304661194656383
Position 774: 0.11016592830322462
Position 740: 0.10403183610086537
Position 214: 0.08154846051980971
Position 5371: 0.07415375800582406
Position 6374: 0.06601966347519347
Position 2988: 0.054595697546686514
Position 301: 0.041784910460393725
Position 10292: 0.025296429972787894
Position 9366: 0.021689738014854378
Position 10271: 0.02093809164582721
Position 367: 0.012767724034395116
Position 10682: 0.009183294636775622
Position 8298: 0.008077552039140186
Position 12806: 0.007485749839644438
Position 54: 0.007156627424542762
Position 9058: 0.005869443549924013
Position 8231: 0.004990247107635366
Position 372: 0.004038689488264416
Position 7948: 0.0037246437343544095
Position 101: 0.0036759086725388977
Position 265: 0.0036374762599053864
Position 343: 0.0028395966407828988
Position 305: 0.001756439646372703
Position 79: 0.0009333240272325201
Position 186: 0.0007850365419866527
Position 420: 0.000339800983616414
Position 116: 0.00020018129819722262
Position 357: 0.00016767026739395282
Position 144: 0.00016488509377587544

Sorted 3' Splice Sites (High to Low Probability):
Position 6835: 1.000000000000001
Position 10097: 0.792816099916321
Position 12627: 0.7516798308341484
Position 547: 0.348675702827232
Position 9861: 0.12304661194656383
Position 13084: 0.09416689594661894
Position 5248: 0.07415375800582406
Position 6251: 0.06601966347519347
Position 619: 0.050630330528899384
Position 13114: 0.0504143182957052
Position 12978: 0.04940772904698837
Position 2875: 0.037512815431057486
Position 13306: 0.03603944329359085
Position 10070: 0.03114763250040852
Position 13159: 0.02836120230422952
Position 567: 0.02748300088971274
Position 11496: 0.01908023058249178
Position 9211: 0.01896724457425418
Position 2896: 0.017082882115629087
Position 10537: 0.013371050784722434
Position 8128: 0.013067799146775529
Position 7795: 0.009798204027725434
Position 8768: 0.007983092892777583
Position 653: 0.007957544953835093
Position 8933: 0.005869443549924013
Position 10325: 0.004327759842152865
Position 581: 0.004048745727717498
Position 9424: 0.003170957795427279
Position 701: 0.003121120152887841
Position 8662: 0.002805372331537949
Position 9169: 0.0027224934406001994
Position 7829: 0.0015673681028540295
Position 7318: 0.0012174314170523147
Position 575: 0.0005939034968326177
Position 7202: 0.00038999773547327793
Position 491: 9.290649792420357e-05
