Gene = Akip1
index = 107
Annotated 5SS: [  87  481 1342 3822 5332]
Annotated 3SS: [ 255 1260 3707 5250 8059]
SMsplice 5SS: [  87 1342 3602 3822 5332]
SMsplice 3SS: [1260 3501 3707 5250 8059]
top_k =  100
Partition function (log Z): -1.490331680294175

Sorted 5' Splice Sites (High to Low Probability):
Position 3822: 0.9855338835521916
Position 87: 0.9495129201018524
Position 5332: 0.9035719325718731
Position 1342: 0.8971836986076506
Position 3602: 0.5881877895501916
Position 481: 0.18828534953401377
Position 1851: 0.074373575539652
Position 6373: 0.02608685293205857
Position 5771: 0.02425704108265844
Position 6565: 0.02168603875318698
Position 5802: 0.014798854035466387
Position 1430: 0.01213019895785382
Position 447: 0.01010575483211685
Position 7362: 0.009398950626324858
Position 7859: 0.008699788641190576
Position 2153: 0.007684915970391061
Position 3417: 0.004542893789960185
Position 7058: 0.004129489800512683
Position 1331: 0.0037986828118872903
Position 1963: 0.003132886582773752
Position 659: 0.0030402369529004773
Position 5030: 0.0018682254454556457
Position 4217: 0.0016711533958822077
Position 49: 0.000866268278016307
Position 64: 0.0006688737353833473
Position 1693: 0.0003558660441780277
Position 106: 0.00018393533344445738
Position 97: 0.00015073122604046318
Position 43: 5.377040975479263e-05
Position 343: 1.424606027566604e-05
Position 136: 8.742292473633417e-06
Position 121: 5.197959283045137e-07
Position 41: 2.3089151964064294e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3707: 0.9756741555812866
Position 5250: 0.8791306054267618
Position 8059: 0.8103659295454398
Position 1260: 0.6310147472677351
Position 3501: 0.2692033475677707
Position 1129: 0.21491545695246164
Position 3322: 0.13210709239752869
Position 255: 0.11982871681987581
Position 3578: 0.07376529000009131
Position 3400: 0.05107104308685139
Position 3283: 0.04257505305339615
Position 1767: 0.041535128090932634
Position 5581: 0.04142904971871627
Position 6266: 0.039837359177195636
Position 5208: 0.035537084989118596
Position 7480: 0.03367562619344991
Position 1719: 0.028401795746848774
Position 3298: 0.02481799663561094
Position 6844: 0.02402969312994041
Position 7525: 0.02160359834978078
Position 1227: 0.02099923919331529
Position 6343: 0.01900905746516383
Position 5612: 0.018638412146676123
Position 1286: 0.014080547851176704
Position 1216: 0.013976101586503625
Position 7432: 0.01173007161466157
Position 7987: 0.01110240841738453
Position 7483: 0.00979001899146345
Position 7324: 0.00939895062632485
Position 1133: 0.00936483541702981
Position 7766: 0.008699788641190576
Position 1213: 0.008383201923147197
Position 426: 0.008295395630183593
Position 318: 0.008044241801846787
Position 2032: 0.007684915970391067
Position 3729: 0.007496450954748139
Position 5408: 0.006273648274197694
Position 388: 0.006097240117881152
Position 8130: 0.0055361600971586085
Position 1723: 0.005166641035361436
Position 6473: 0.004145774499895872
Position 7862: 0.0038654281719841237
Position 6442: 0.003701914237029292
Position 5635: 0.0033260329751507163
Position 5632: 0.003240405705582544
Position 230: 0.0031866996761793303
Position 178: 0.0030240481227754414
Position 4024: 0.0029468193920360523
Position 6903: 0.0027692307561789247
Position 5971: 0.0027237882252010483
Position 3766: 0.0025925605758590955
Position 1738: 0.0024028972492829205
Position 4976: 0.0020520344382710695
Position 438: 0.0008025494709984043
Position 475: 0.0005749448150635616
Position 557: 0.0005357188509196517
Position 5261: 0.0005313098521516665
Position 465: 0.00047311481132598747
Position 536: 0.00043478113309374167
Position 554: 0.0004283675850447256
Position 259: 0.000344424209151492
Position 1571: 0.00022884453135255461
Position 623: 0.00021148520695567831
Position 1153: 0.0001728164851670936
Position 390: 0.00017096204808218665
Position 540: 0.00016921310034571745
Position 184: 0.00015204819428895003
Position 1041: 0.00013953708720020207
Position 1095: 6.591561549602743e-05
Position 1613: 4.777781250302735e-05
Position 1472: 4.195101915287951e-05
Position 5669: 3.970326570374227e-05
Position 1530: 3.729268116956678e-05
Position 338: 2.5442737694756336e-05
Position 298: 2.49849862026014e-05
Position 509: 2.3504261203042882e-05
Position 398: 2.2671531769527897e-05
Position 149: 2.1018817783589403e-05
Position 1389: 1.8099815858231115e-07
Position 343: 5.515055796517784e-09
