Gene = Nfrkb
index = 744
Annotated 5SS: [   79  2858  5973  8639 10306 10946 11602 12453 13138 13856 14512 14812
 15944 16087 16883 17438 19466 23205 23733 24087 24446 25198 28593 32891
 33758]
Annotated 3SS: [ 2684  5770  8510 10130 10843 11527 12367 12956 13746 14384 14745 15863
 16042 16821 17262 19358 23080 23652 23871 24174 24984 27824 32783 33621
 33862]
SMsplice 5SS: [   79  2858  8639 10306 10946 11602 12216 12453 14512 14707 15944 16087
 19243 19466 23205 23733 24087 24446 25198 27907 32891 33758]
SMsplice 3SS: [ 2684  8510 10130 10601 11527 12092 12333 14384 14592 15863 16042 19168
 19358 23080 23652 23871 24174 25090 27824 32783 33621 33862]
top_k =  100
Partition function (log Z): 35.27063577361192

Sorted 5' Splice Sites (High to Low Probability):
Position 27907: 0.9999999999999957
Position 19466: 0.9984254058064199
Position 12453: 0.9979446466239772
Position 14512: 0.9977971413438786
Position 11602: 0.9868416216976719
Position 23733: 0.9848751722205371
Position 32891: 0.9608279876018101
Position 15944: 0.9532464313066189
Position 10306: 0.9228457649702192
Position 23205: 0.9105644323168673
Position 33758: 0.9050216502893393
Position 8639: 0.8912598640091369
Position 2858: 0.884335213182941
Position 24087: 0.8737119961503407
Position 79: 0.8503869433130481
Position 12216: 0.814821657776572
Position 24446: 0.7982553126828433
Position 5973: 0.7180934639301024
Position 25198: 0.6742025188671944
Position 5564: 0.644716582523176
Position 14707: 0.6391418302457146
Position 10946: 0.6380271725559967
Position 16087: 0.6298672047728334
Position 19243: 0.5928347414995435
Position 16883: 0.5360388815651617
Position 13856: 0.49757364124344067
Position 16107: 0.323306964790696
Position 17438: 0.32033502670988895
Position 14812: 0.26409624714497
Position 20137: 0.2463501678375977
Position 26366: 0.24293338059670927
Position 16612: 0.23054856815346758
Position 19292: 0.22121983422534253
Position 24308: 0.1821277294898165
Position 13138: 0.1628282539299558
Position 13215: 0.13952334353284893
Position 55: 0.13564115328447748
Position 1119: 0.1283864714214979
Position 1449: 0.11867856703177394
Position 23567: 0.0966489837030947
Position 2828: 0.08209241847943673
Position 23219: 0.06882906776696751
Position 10710: 0.06835871162260089
Position 22136: 0.06826251195322179
Position 1095: 0.06755243058182608
Position 26398: 0.06360514806138555
Position 28593: 0.060596667631184535
Position 12036: 0.05910066684156175
Position 11848: 0.049889701019886934
Position 21385: 0.04732486881664483
Position 1058: 0.04717360336785274
