Gene = Dkk3
index = 336
Annotated 5SS: [   92   875  8447 10097 37468 38670 39710]
Annotated 3SS: [  638  8308 10012 37374 38524 39552 40626]
SMsplice 5SS: [   92   875  8447 25948 26525 26938 33010 37468 38670 39710]
SMsplice 3SS: [  787  8308 25827 26335 26755 32897 37374 38524 39616 40626]
top_k =  100
Partition function (log Z): -23.795964775348587

Sorted 5' Splice Sites (High to Low Probability):
Position 875: 0.9813786071359392
Position 92: 0.9567121367025497
Position 8447: 0.6922562678515859
Position 4944: 0.09176504006650366
Position 1428: 0.03717155795530453
Position 2757: 0.014166068134494083
Position 108: 0.00828659014071397
Position 436: 0.0032181540802113666
Position 1137: 0.003088156436859153
Position 2535: 0.002990134475852893
Position 99: 0.0027380909533632316
Position 678: 0.0022626970577633385
Position 542: 0.002139705876735475
Position 102: 0.001321920730301531
Position 130: 0.0008402962582816821
Position 140: 0.00046809309253232175
Position 1067: 7.958924017261736e-05
Position 908: 5.433250897921592e-05
Position 879: 8.842327927535622e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 787: 0.8374897923632634
Position 8308: 0.7164502919364285
Position 4807: 0.27304821150217284
Position 11526: 0.1998929083824775
Position 11648: 0.09764131819198749
Position 760: 0.07887731206169239
Position 10982: 0.07206403813712343
Position 11572: 0.06745002235704915
Position 8651: 0.056448181561380095
Position 10012: 0.042655485568047324
Position 9599: 0.03656571210563161
Position 10129: 0.03608638294690147
Position 9826: 0.03471232715051908
Position 10212: 0.03169139223683139
Position 638: 0.021276210117335558
Position 6839: 0.018498950859593726
Position 9175: 0.01704849921363952
Position 2624: 0.014190734622966059
Position 5061: 0.014133052611399256
Position 4777: 0.014113866564708649
Position 1251: 0.013245619809403801
Position 770: 0.011723723304018885
Position 5018: 0.01133075921068068
Position 1326: 0.01026723438430061
Position 790: 0.010121981319921274
Position 1667: 0.009228604085497822
Position 985: 0.008484925513505081
Position 2385: 0.005118353427201535
Position 1013: 0.00398818514305237
Position 1158: 0.0037904284559360374
Position 973: 0.0029481018638660428
Position 1306: 0.00271298266682517
Position 4863: 0.002413950171364062
Position 5103: 0.002341713347802016
Position 4617: 0.0023005779913929164
Position 2894: 0.0021434485402283053
Position 1128: 0.0018832043918496108
Position 2290: 0.0018502051838561742
Position 3558: 0.001740603439256626
Position 1206: 0.0017339813183512767
Position 1235: 0.001597138700349081
Position 1554: 0.001514585396080567
Position 2554: 0.0012982635652161688
Position 1083: 0.0011206988846802152
Position 1970: 0.0010290423024525547
Position 3067: 0.000999534274397827
Position 1332: 0.0008918613041895758
Position 1752: 0.0007683117193269766
Position 1269: 0.0006961499145276204
Position 1877: 0.0005665760703792062
Position 611: 0.00015441025147740477
Position 794: 0.00010836985738552205
Position 621: 0.00010679597759125885
Position 1201: 5.90683045603199e-05
Position 1181: 5.695771886861398e-05
Position 517: 5.485408801823638e-05
Position 1107: 4.7863868336908805e-05
Position 514: 4.4912323577876766e-05
Position 667: 3.072614163212802e-05
Position 567: 2.634668552654696e-05
Position 826: 2.0809257672145038e-05
Position 1161: 1.4685568320203433e-05
Position 1164: 1.294050980870066e-05
Position 820: 1.0884917221694898e-05
Position 861: 4.935003788765278e-06
Position 649: 4.1243880542770254e-06
Position 320: 9.056122596115022e-07
Position 871: 4.5173163023097913e-07
Position 462: 2.794732880132849e-07
Position 442: 2.760703010394008e-07
Position 228: 2.4708569080328026e-07
