Gene = Snapc5
index = 995
Annotated 5SS: [ 147 1315]
Annotated 3SS: [1224 2867]
SMsplice 5SS: [ 147 1315]
SMsplice 3SS: [1224 2867]
top_k =  100
Partition function (log Z): -1.186886726056275

Sorted 5' Splice Sites (High to Low Probability):
Position 147: 0.9234508145829631
Position 1315: 0.8848271430830928
Position 1498: 0.5339088075408923
Position 2016: 0.19545165601747969
Position 902: 0.165739964778187
Position 834: 0.12533461433146179
Position 2281: 0.07432372653349976
Position 2156: 0.05600467865672277
Position 444: 0.046305188865049425
Position 2993: 0.044589342278620936
Position 734: 0.03682504145349526
Position 1096: 0.033775733983115314
Position 541: 0.029411067728478454
Position 2152: 0.025302364641417868
Position 474: 0.02321452995799762
Position 201: 0.022361437720411697
Position 1878: 0.02104573151470322
Position 1506: 0.009883037044160608
Position 718: 0.007182424661082102
Position 502: 0.004639622384882069
Position 1088: 0.0034130575787237375
Position 232: 0.002284927147999794
Position 864: 0.0016851265578836257
Position 824: 0.0008483426021307036
Position 889: 0.0006422805161305405
Position 153: 0.00041965601220269856
Position 512: 0.0002655273983992893
Position 221: 0.00019874500827445318
Position 282: 7.14096289333929e-05
Position 223: 1.7574641889922754e-06
Position 184: 1.3289301257413995e-06
Position 596: 1.2399092831842098e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1224: 0.9991180930554872
Position 2867: 0.8489175503226011
Position 1383: 0.41978891343348657
Position 658: 0.32935671079865425
Position 1907: 0.13818504020562913
Position 1950: 0.1317605985039381
Position 2206: 0.12038990409145844
Position 3068: 0.051925318509522846
Position 2840: 0.029679073658804733
Position 1727: 0.02464079181515399
Position 331: 0.024601381843744042
Position 2883: 0.023442513896551307
Position 950: 0.016665420949490195
Position 977: 0.016218903089966593
Position 1932: 0.014565899844837277
Position 2053: 0.014249049236733188
Position 1413: 0.011522373478123345
Position 344: 0.00973473885608559
Position 419: 0.008688658974966741
Position 1755: 0.0069622708377735645
Position 1867: 0.006297140574295541
Position 624: 0.0050468899043765204
Position 305: 0.002763141931407395
Position 465: 0.002669856673426749
Position 401: 0.002549208884064168
Position 778: 0.0020639648161662784
Position 355: 0.0018435954243894855
Position 821: 0.001547939617460305
Position 1781: 0.0012874363449357899
Position 691: 0.0012810242643798374
Position 1420: 0.0009464922009275636
Position 1484: 0.0008829610760572134
Position 443: 0.0008588444847174443
Position 266: 0.0006742945632174096
Position 726: 0.0005713162301511765
Position 1118: 0.0004282346198074945
Position 367: 0.00028971241144614665
Position 437: 0.0002663549106058098
Position 1703: 0.0002493703877034053
Position 394: 0.00016290232397002272
Position 421: 7.664573287172092e-05
Position 317: 6.592859745203073e-05
Position 1231: 5.547595327269278e-05
Position 1290: 4.1985263489439725e-05
Position 516: 3.4572417938755226e-05
Position 231: 3.334315903195224e-05
Position 709: 8.488341422710905e-06
