Gene = Lce6a
index = 629
Annotated 5SS: [ 66 530]
Annotated 3SS: [ 239 1140]
SMsplice 5SS: [66]
SMsplice 3SS: [1140]
top_k =  100
Partition function (log Z): -6.435464631757352

Sorted 5' Splice Sites (High to Low Probability):
Position 66: 0.7798399308199975
Position 530: 0.5014020162079899
Position 636: 0.09189803925775046
Position 266: 0.033523511843209015
Position 87: 0.028299273906755348
Position 1428: 0.005840061473053457
Position 664: 0.005741277184938204
Position 776: 0.002468389880461079
Position 502: 0.0022802859290659188
Position 843: 0.0016500962120779904
Position 339: 0.001183153920317069
Position 421: 0.0011347932925748134
Position 1370: 0.0009298410313201041
Position 106: 0.00016479010606091146
Position 101: 0.00013504051717119165
Position 50: 9.572491515195414e-05
Position 448: 1.4344450551294512e-05
Position 1244: 1.3853312241037451e-05
Position 80: 1.356965432016174e-05
Position 111: 1.317814667494902e-05
Position 26: 1.0307699805908166e-05
Position 357: 1.0303002662667104e-05
Position 70: 9.804822351390871e-06
Position 1250: 8.501425723284295e-06
Position 150: 1.586875326122043e-07
Position 113: 1.0022993604569421e-07
Position 252: 2.0269760199553632e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1140: 0.8798258376994572
Position 239: 0.1570326477775582
Position 336: 0.15255328510884297
Position 619: 0.1199943341315229
Position 387: 0.04498515427283545
Position 902: 0.0235003950050232
Position 406: 0.020371250409956833
Position 270: 0.014180757516070813
Position 1533: 0.013559154675100667
Position 1154: 0.00772441212311268
Position 1367: 0.005474415683676251
Position 1282: 0.0028745617308890774
Position 529: 0.002591151194824702
Position 1279: 0.00243837329266875
Position 833: 0.0019641345370787914
Position 424: 0.001504504203463545
Position 274: 0.0014287141710890604
Position 346: 0.0013243081515197928
Position 489: 0.001015299487949811
Position 576: 0.0008463351924214118
Position 421: 0.0006410804631097096
Position 500: 0.00032739505986581567
Position 200: 0.0001146397036450511
Position 197: 8.398572803985563e-05
Position 288: 6.276695625890514e-05
Position 156: 5.956972405807133e-05
Position 458: 5.5086769157811994e-05
Position 250: 4.033101557146391e-05
Position 150: 3.6885025017585954e-05
Position 444: 3.0613246183430744e-05
Position 143: 1.7670560512590716e-05
Position 131: 1.525596529814828e-05
Position 128: 2.942965136170014e-06
Position 163: 2.8274399853971707e-06
Position 119: 2.912125519275438e-07
