Gene = Dok7
index = 344
Annotated 5SS: [  127   276  7703  9789 18561 20406]
Annotated 3SS: [  229  7471  9587 18440 20285 22168]
SMsplice 5SS: [  276  1342  9789 18561]
SMsplice 3SS: [ 1188  9587 18440 20285]
top_k =  100
Partition function (log Z): -17.02744125383731

Sorted 5' Splice Sites (High to Low Probability):
Position 276: 0.8168638112266882
Position 1342: 0.6344139903008035
Position 127: 0.48222643753907773
Position 722: 0.3139433355226199
Position 895: 0.10548024417246116
Position 103: 0.07769608060836841
Position 419: 0.03377565703535009
Position 699: 0.027661947245181225
Position 1549: 0.025755633755890624
Position 1807: 0.015883910066901975
Position 924: 0.004971781257803212
Position 363: 0.003876366016989998
Position 167: 0.0006903054024430897
Position 91: 0.0005284266044781076
Position 1448: 0.00037704966193988535
Position 611: 0.00013729726556473555
Position 4: 3.586312684252242e-05
Position 33: 3.2327887377630237e-06
Position 237: 2.5154257648146496e-06
Position 241: 2.8342293973171253e-07
Position 307: 8.835366323901616e-08
Position 248: 4.9521971192613227e-08
Position 314: 3.987468334821676e-08
Position 269: 3.707101052782157e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1188: 0.8097105788040139
Position 229: 0.48354718471275077
Position 1751: 0.1548011151058885
Position 5934: 0.15306090605370015
Position 4279: 0.14833449573531174
Position 619: 0.1463315139825427
Position 4262: 0.142410727778841
Position 2007: 0.10965702356810023
Position 820: 0.06114869411446417
Position 750: 0.05471911653658767
Position 554: 0.05332590714325301
Position 557: 0.04779798897938883
Position 1444: 0.03689453869687044
Position 383: 0.02512164450265216
Position 2547: 0.024094508279914904
Position 698: 0.022126985488497102
Position 4055: 0.015781565502543345
Position 2789: 0.0126765936466654
Position 3169: 0.011359860424328776
Position 595: 0.008888668685486593
Position 521: 0.0084275949454029
Position 1596: 0.007180890079812061
Position 826: 0.0035597347054343613
Position 642: 0.002707713693435274
Position 275: 0.00034824214147994957
Position 362: 0.0001106582158066414
Position 235: 9.538058318616762e-05
Position 481: 6.547313561276386e-05
Position 369: 2.579782119725557e-05
Position 240: 5.936497859439842e-06
Position 186: 3.285736631422008e-06
Position 280: 2.2113402575766314e-06
Position 259: 1.7967414841197254e-06
Position 237: 4.797551679274296e-08
Position 102: 1.9114566550304274e-09
Position 69: 9.620390911552139e-13
Position 85: 8.380392591846071e-13
