Gene = Gpi1
index = 519
Annotated 5SS: [  245  1054  1409  3219  9494  9723 11306 12039 14381 22087 22480 22731
 24531 24769 26308 27522 27700]
Annotated 3SS: [  962  1339  3098  9409  9575 11233 11993 14326 22025 22435 22577 24400
 24691 26178 27445 27632 27786]
SMsplice 5SS: [  245  1054  1231  1409  3219  9494  9723 11306 12039 14381 17688 22087
 22480 22731 24531 24769 26308 27522 27700]
SMsplice 3SS: [  962  1128  1339  3098  9409  9575 11233 11993 14291 17603 22025 22435
 22577 24400 24691 26178 27445 27632 27786]
top_k =  100
Partition function (log Z): 40.4429394670295

Sorted 5' Splice Sites (High to Low Probability):
Position 22731: 1.0000000000000036
Position 9723: 0.9999999999999966
Position 3219: 0.9966318522065891
Position 1409: 0.9935282216413588
Position 9494: 0.9927096137591755
Position 12039: 0.9686515426151731
Position 27522: 0.9677891520895464
Position 22480: 0.9619370904913507
Position 24769: 0.9536604027717751
Position 26308: 0.9355907548247396
Position 27700: 0.8909289525893056
Position 11306: 0.8623697598209805
Position 1054: 0.7970822458063189
Position 245: 0.6811407754690788
Position 14381: 0.6411219433211651
Position 22087: 0.5684871107144702
Position 24531: 0.555698674305139
Position 15680: 0.5462110620846049
Position 1231: 0.5059998811688493
Position 17688: 0.4488162321128781
Position 17659: 0.4446404423123263
Position 24571: 0.42630401792305345
Position 3435: 0.3523702999945978
Position 4469: 0.31303893488345397
Position 19492: 0.28424583758966704
Position 10743: 0.254606149696048
Position 797: 0.2454874753870513
Position 14455: 0.21984167841003943
Position 1030: 0.19930571571387656
Position 19618: 0.17088864859143232
Position 2561: 0.13271652574205342
Position 26605: 0.12197503709604789
Position 567: 0.1164780423305544
Position 14450: 0.10948421826693858
Position 17675: 0.08983798635820336
Position 26609: 0.08952644153034434
Position 10760: 0.054091311373985415
Position 22128: 0.04011235149541609
Position 3425: 0.037688898101245503
Position 1821: 0.03584934561792132
Position 26613: 0.032247184699274664
Position 11339: 0.03085272633577717
Position 13604: 0.025420575777028952
Position 1214: 0.025290031592759093
Position 1254: 0.024898568379895396
Position 11344: 0.02353894346901448
Position 26769: 0.02175406575055945
Position 12947: 0.021301806611989046
Position 11660: 0.019971951933455807
Position 11330: 0.01996046879642308
Position 2629: 0.016540510731047356
Position 39: 0.01652967378964311
Position 563: 0.015355080777299449
Position 899: 0.01495763238038032
Position 14645: 0.014768010113914399
Position 25497: 0.013443514995809024
Position 2616: 0.011991123650158347
Position 2693: 0.010479314829795765
Position 10739: 0.009400877948887339
Position 258: 0.009155525897345765
Position 3603: 0.007371164807066399
Position 1522: 0.005614750694988013
Position 27526: 0.004486020026736041
Position 3180: 0.003368147793403993
Position 3835: 0.0032672142883845316
Position 2208: 0.0027181050172743726
Position 270: 0.002329254372446973
Position 553: 0.0017062675740750974
Position 1045: 0.0010508316746154999
Position 1146: 0.001041965994807333
Position 24610: 0.0009922702030153233
Position 24555: 0.0009427019013888587
Position 643: 0.000894156026191812
Position 27560: 0.0008452943901517359
Position 6788: 0.0008267204577206647
Position 1135: 0.0005172194713019248
Position 789: 0.0005093168706135354
Position 113: 0.0004870916877133803
Position 343: 0.00047692024613413855
Position 682: 0.00045214511995376615
Position 5891: 0.00042517116283245
Position 1059: 0.00022014318300821208
Position 1018: 0.00017860007786856178
Position 90: 7.90656451702103e-05
Position 688: 5.4606432670821065e-05
Position 102: 1.0007676609666349e-06
Position 361: 7.764787843309023e-07
Position 100: 9.318416812498426e-11
Position 149: 7.94343130885634e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 9575: 0.9999999999999956
Position 3098: 0.999626704319791
Position 9409: 0.9927096137591735
Position 22577: 0.9836904670185288
Position 17603: 0.9832946607834094
Position 27632: 0.9828021803632649
Position 27445: 0.9767880828853072
Position 24400: 0.9659535713723775
Position 22435: 0.9619370904913502
Position 24691: 0.9378732935492391
Position 962: 0.9276181867307315
Position 11993: 0.9094687468494341
Position 11233: 0.9091558903959799
Position 1128: 0.8318061915065618
Position 26178: 0.8060904350246569
Position 1339: 0.7167510382652855
Position 27786: 0.7133626614395866
Position 22025: 0.6085994622098863
Position 15595: 0.5462110620846069
Position 14326: 0.5093449490090022
Position 19436: 0.45513448618109764
Position 14291: 0.4164001809507105
Position 4415: 0.31303893488345336
Position 10649: 0.2666370314178195
Position 3318: 0.18965788918897022
Position 28003: 0.1382444864014125
Position 3297: 0.12488841535924589
Position 26431: 0.1025421598119102
Position 26410: 0.09370291837819068
Position 2448: 0.08133803463304708
Position 26205: 0.07729361820728257
Position 3324: 0.07728632925393629
Position 26477: 0.06925765088612525
Position 14267: 0.05947072015234482
Position 898: 0.05831340171106202
Position 11945: 0.056628122045479345
Position 721: 0.0516801001430113
Position 26073: 0.05143949495326327
Position 10530: 0.04089605555500296
Position 2560: 0.038471555800920154
Position 2462: 0.03377632438232688
Position 1750: 0.033157077899502195
Position 442: 0.030617200024135743
Position 11248: 0.027566008026213975
Position 13507: 0.025420575777028952
Position 12807: 0.021301806611989018
Position 24732: 0.01577936291517116
Position 22542: 0.015262121243626137
Position 11601: 0.011922162647922391
Position 28628: 0.011621908180931223
Position 10578: 0.010108457186853558
Position 2432: 0.009850379789000639
Position 28968: 0.00845945835567465
Position 2530: 0.008291180347760139
Position 11422: 0.008049789285533399
Position 28681: 0.0075271333259749485
Position 27793: 0.007421950352465712
Position 27788: 0.0064808168754907055
Position 25441: 0.006383719945715471
Position 24363: 0.005756072921274175
Position 487: 0.005243717961535851
Position 24376: 0.004767213101705709
Position 3424: 0.004610740822190345
Position 943: 0.004606443769626238
Position 1154: 0.004291457688347014
Position 28566: 0.0038247696649415202
Position 25288: 0.0037285616062824496
Position 25366: 0.003331233443811121
Position 28152: 0.0031796560305329003
Position 24171: 0.0031480215606923155
Position 543: 0.003141147365094606
Position 149: 0.002995140511374227
Position 940: 0.002858296628866044
Position 2101: 0.0027181050172743904
Position 606: 0.0027000943760134306
Position 1521: 0.0026726459420322486
Position 801: 0.002614155011284607
Position 1345: 0.002579734578517818
Position 11723: 0.002554673720257195
Position 916: 0.0023512254476213135
Position 27316: 0.0023358322684529772
Position 3676: 0.0023189652284974324
Position 620: 0.0018946768632694348
Position 24304: 0.0018872454650842381
Position 661: 0.00157111052584024
Position 724: 0.0014021983202445775
Position 24221: 0.0013686698490517266
Position 1285: 0.001247562018254036
Position 508: 0.0011364707784356578
Position 24252: 0.0010568700624142542
Position 22583: 0.0010474117378473848
Position 27885: 0.0010351916661072108
Position 3679: 0.0009482490598871033
Position 6692: 0.0008267204577206654
Position 26007: 0.0007672066395375638
Position 448: 0.0007013938556649815
Position 3386: 0.0005285879405920474
Position 807: 0.0005121371167046418
Position 28293: 0.0004975209508463045
Position 28097: 0.00046777033475148733
Position 3299: 0.0004584003379748288
Position 10495: 0.00045679485924433655
Position 5824: 0.00042517116283245
Position 481: 0.0003729944514165336
Position 664: 0.0003398686942028187
Position 460: 0.00030694601745037404
Position 561: 0.00028418798267835084
Position 2954: 0.0002469964193664556
Position 367: 0.00023323104919696684
Position 1164: 0.00019789284216866087
Position 490: 0.00016703495823739404
Position 484: 0.00015558795493511544
Position 3011: 9.195735070085077e-05
Position 903: 8.719814526530108e-05
Position 2928: 3.2549980481287384e-05
Position 627: 1.4737361882985832e-05
Position 1184: 1.4708082333023917e-05
Position 24653: 7.746307365118356e-06
Position 343: 7.420514221967279e-06
Position 1500: 6.822440166738538e-06
Position 1635: 6.1096270894786094e-06
Position 396: 4.7845243311668875e-06
Position 1677: 4.503107067931902e-06
Position 1760: 4.240564557850953e-06
Position 3044: 1.7919296570266475e-06
Position 155: 6.446610741662727e-07
Position 291: 2.2987302028882437e-07
Position 288: 2.211390778839237e-07
Position 197: 1.5137690409691827e-07
Position 158: 7.731204098771138e-09
Position 215: 1.6056270707265477e-10
Position 167: 6.625851504718264e-11
