Gene = Tchh
index = 1063
Annotated 5SS: [138]
Annotated 3SS: [1062]
SMsplice 5SS: [138]
SMsplice 3SS: [1062]
top_k =  100
Partition function (log Z): -7.616034501586741

Sorted 5' Splice Sites (High to Low Probability):
Position 138: 0.9896096220951748
Position 987: 0.3489466822364594
Position 1343: 0.19823404276007536
Position 1481: 0.015241220615518355
Position 689: 0.005083021488778151
Position 364: 0.003045346702854727
Position 492: 0.0024790326501333707
Position 172: 0.0015709333402663737
Position 404: 5.948313030140935e-05
Position 781: 5.4580961746039445e-05
Position 594: 4.5816742005355355e-05
Position 905: 2.9162551722325378e-05
Position 467: 1.993723699315496e-05
Position 569: 1.9552690144690466e-05
Position 64: 4.943066424506273e-07
Position 287: 4.2099983481262843e-07
Position 347: 3.821815874345903e-07
Position 292: 7.355056947767775e-08
Position 301: 6.584055738755947e-08
Position 274: 6.12982249874772e-08
Position 129: 3.025634938774828e-08
Position 312: 2.7570918428170377e-08
Position 174: 6.86665098338565e-09
Position 24: 3.07180145278496e-10
Position 67: 2.5889464555228465e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1062: 0.6718823092178652
Position 5918: 0.35372135791847303
Position 805: 0.21468542211060795
Position 759: 0.06082175633367817
Position 1164: 0.05868405048279646
Position 839: 0.0344840501687578
Position 450: 0.026841996517502128
Position 6196: 0.0247674486266009
Position 2211: 0.018142626080086488
Position 883: 0.014166791621558617
Position 5861: 0.012997895938890665
Position 1262: 0.009215924858751914
Position 5517: 0.00848424395829245
Position 1197: 0.007780153181065076
Position 1204: 0.005412367353950983
Position 659: 0.0050452442753646165
Position 827: 0.004780560776848749
Position 1239: 0.004289179473535709
Position 934: 0.0038369670213249498
Position 1087: 0.0032012050047613436
Position 249: 0.002874117416657544
Position 636: 0.002466201686709436
Position 2864: 0.0023804896745718753
Position 354: 0.0014818045064959168
Position 1099: 0.001383276177195966
Position 1255: 0.0013767226397172782
Position 717: 0.0012541058990831672
Position 1064: 0.0011647842732072419
Position 814: 0.0011588034494580618
Position 1241: 0.0008860690616937864
Position 3222: 0.0008294372505271314
Position 785: 0.0007708828625654107
Position 404: 0.0006786643311502749
Position 504: 0.0005433959526266772
Position 200: 0.0005067951966258138
Position 375: 0.00042228179979692096
Position 560: 0.0003307781049353558
Position 689: 0.00017562044042101027
Position 967: 0.00016039871294781796
Position 729: 9.347234589800919e-05
Position 351: 7.08669151349873e-05
Position 204: 6.735270890792993e-05
Position 408: 3.5344252888466176e-05
Position 1371: 2.099931593748716e-05
Position 538: 1.9812457156732828e-05
Position 557: 1.645986581115615e-05
Position 607: 1.6157741008020143e-05
Position 456: 1.1466961560200314e-05
Position 527: 1.885718178487957e-06
