Gene = Abhd18
index = 93
Annotated 5SS: [  167 58024 58987 63634 69795 69987 72436 76582 83257 84013 86933 88060]
Annotated 3SS: [57915 58901 63532 69715 69901 72407 76442 83166 83910 86553 87896 88371]
SMsplice 5SS: [  167 10987 36906 58987 63634 83257 84013 88060 88553]
SMsplice 3SS: [10885 36738 58901 63532 83166 83910 87923 88371 88881]
top_k =  100
Partition function (log Z): -42.76585884403128

Sorted 5' Splice Sites (High to Low Probability):
Position 10987: 0.9628299902368078
Position 167: 0.8266408848611446
Position 146: 0.1690083551922282
Position 14582: 0.15500013018951703
Position 12302: 0.10158698773677226
Position 2630: 0.0779283182597122
Position 4295: 0.07233999402117444
Position 11006: 0.017637819640326576
Position 315: 0.003684587094604927
Position 427: 0.0010939694486389174
Position 1723: 0.000287354419071039
Position 830: 7.413887159632467e-05
Position 171: 3.6253038179766957e-07
Position 112: 2.740053150780787e-07
Position 91: 2.3473813989404835e-07
Position 650: 1.1891535856658505e-07
Position 134: 6.038756140462659e-08
Position 636: 5.6090159326683656e-08
Position 432: 4.5710247725785647e-08
Position 227: 2.703496232527423e-08
Position 115: 1.9249905948644005e-08
Position 86: 1.9108952257658265e-08
Position 102: 1.844769061882972e-08
Position 148: 1.1315132861300176e-08
Position 68: 5.154374554605041e-09
Position 41: 1.7563890409062804e-09
Position 196: 1.3393100612109187e-09
Position 183: 9.688380288421581e-10
Position 9: 9.447498680097978e-10
Position 220: 9.0754150179732e-11
Position 222: 3.157691135745364e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10885: 0.9872471609437334
Position 16913: 0.4276906267591896
Position 14277: 0.20087056684601004
Position 12201: 0.15509082973206112
Position 15970: 0.09815748974598412
Position 13635: 0.09080731279382029
Position 2470: 0.08307781426917882
Position 4199: 0.07233999402117444
Position 12488: 0.06015104849119951
Position 17060: 0.059061078475303806
Position 16876: 0.05458778288392441
Position 16312: 0.041088182860333916
Position 11060: 0.011884006422258965
Position 13561: 0.009945153414113474
Position 12506: 0.0098051956232322
Position 11500: 0.005822942707348039
Position 11639: 0.005427846941108184
Position 11386: 0.0036337303015354437
Position 712: 0.003136097273998348
Position 11117: 0.0030311338059972777
Position 4392: 0.001796756690964619
Position 7466: 0.0005873412837560904
Position 235: 0.00046155629624156303
Position 670: 0.00045886031256436817
Position 6141: 0.0004497931205972486
Position 3761: 0.0002869573527771748
Position 1570: 0.0002662114569760591
Position 278: 0.00023713339680664027
Position 1544: 0.00017796369800679676
Position 1921: 9.217259524133052e-05
Position 2015: 8.452480340972512e-05
Position 1441: 7.388339427845667e-05
Position 536: 6.884977550277536e-05
Position 1036: 4.377107648142623e-05
Position 998: 4.300608497175296e-05
Position 470: 4.2543331343060576e-05
Position 1639: 3.254544059715921e-05
Position 1575: 2.945903086386841e-05
Position 293: 1.3423132902476171e-05
Position 237: 8.246341407212228e-06
Position 353: 1.5830564901720265e-06
Position 322: 3.5956672492512415e-07
Position 307: 3.12104429557293e-07
Position 355: 3.0148818807211916e-07
Position 301: 2.3864836657119014e-07
