Gene = Eif3b
index = 367
Annotated 5SS: [  499  6127  7229  7513  7818  8240 10856 11001 11690 13807 16993 18080
 19067 20724 21784 22487 22905 23109]
Annotated 3SS: [ 5933  7108  7454  7688  8081 10723 10933 11642 13595 16919 17956 18987
 20584 21657 22408 22795 22991 23545]
SMsplice 5SS: [  499  1388  6017  7229  7566  7818  8240 10856 11001 13807 16993 18080
 19067 20724 21784 22487 22905]
SMsplice 3SS: [ 1288  5933  7108  7454  7688  8081 10723 10933 13595 16919 17956 18987
 20584 21657 22408 22795 22991]
top_k =  100
Partition function (log Z): 34.32543943139353

Sorted 5' Splice Sites (High to Low Probability):
Position 16993: 1.000000000000005
Position 22905: 0.9996911204083297
Position 7229: 0.9991160513642106
Position 499: 0.9801612034934191
Position 7818: 0.9780242561253852
Position 10856: 0.9754448615552685
Position 8240: 0.972759578859664
Position 22487: 0.935381715875485
Position 19067: 0.930809397767948
Position 1388: 0.9179943446520451
Position 18080: 0.8676781955176173
Position 13807: 0.8333782962355065
Position 11001: 0.8319826481717739
Position 21784: 0.8287254264140593
Position 20724: 0.6771926943657913
Position 6017: 0.5914802205024736
Position 23109: 0.5638502740690553
Position 7566: 0.45498593980118185
Position 3453: 0.3726286423605542
Position 7513: 0.326326743070094
Position 6127: 0.30353400246198453
Position 20738: 0.2895713568047961
Position 7575: 0.20169992513126497
Position 11690: 0.19467221434231113
Position 21808: 0.16387675859153425
Position 19488: 0.12896187536299414
Position 2002: 0.09135178161162519
Position 21996: 0.08875999259465638
Position 11405: 0.05656430740708495
Position 1875: 0.05443035171358506
Position 13064: 0.052868209422565704
Position 19422: 0.04995904241992542
Position 19554: 0.04437356561667698
Position 1695: 0.03163303099746136
Position 3301: 0.026616188349027597
Position 2024: 0.021499480720118605
Position 776: 0.020407954741810463
Position 22543: 0.01871097870432073
Position 21952: 0.016737254665716912
Position 9828: 0.015375830999392102
Position 21887: 0.015256766953797954
Position 3653: 0.011102006575475758
Position 19356: 0.010899721863053937
Position 486: 0.010823488528148822
Position 7455: 0.007391630676900934
Position 780: 0.0072631525048957426
Position 844: 0.006504584508863531
Position 619: 0.006379363629991684
Position 19620: 0.0059203320205828865
Position 5990: 0.005355203444161979
Position 1210: 0.005030528297053229
Position 11547: 0.004290328029052274
Position 13: 0.002942759458221686
Position 722: 0.002909405825105847
Position 210: 0.0028132601832690967
Position 10816: 0.002463486248916121
Position 256: 0.0022338432239340316
Position 11173: 0.0021374926034103355
Position 1452: 0.0017011703944868175
Position 1431: 0.0011836696060464173
Position 140: 0.0009705565111843951
Position 533: 0.0009186030703474139
Position 7307: 0.000673137648352583
Position 808: 0.000603556158137158
Position 7557: 0.0005244725232302886
Position 7368: 0.00043463361260126233
Position 1494: 0.0003267909580940675
Position 977: 0.00025406303984347364
Position 293: 0.0001999823589172932
Position 7263: 0.0001942043171140964
Position 149: 0.00015481466021125218
Position 1503: 4.568251235358916e-05
Position 113: 2.5376280180713756e-05
Position 389: 2.1041037439921647e-05
Position 8096: 1.2512258269588853e-05
Position 299: 5.104089462731783e-06
Position 1250: 1.9547569654944923e-06
Position 7285: 4.5086638600469275e-07
Position 511: 1.7901920309542503e-07
Position 586: 1.581835810900286e-07
Position 541: 1.480794924607822e-07
Position 477: 1.4694741449168742e-07
Position 156: 1.1143146956131347e-07
Position 57: 8.215368453094476e-08
Position 281: 8.097730459165637e-08
Position 7822: 1.5106501993521066e-08
Position 7925: 1.1129361184051314e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 16919: 1.0000000000000064
Position 7108: 0.9994658609974173
Position 22795: 0.9935791161879447
Position 22991: 0.9814466338199351
Position 7688: 0.9767650162890177
Position 21657: 0.9625397672665875
Position 10723: 0.9526847487389143
Position 20584: 0.9329811359252941
Position 1288: 0.9007499002584662
Position 5933: 0.9003694264086206
Position 18987: 0.8884608178639223
Position 22408: 0.8740260275606174
Position 17956: 0.8479661459789589
Position 13595: 0.8333782962355041
Position 10933: 0.8319120620880062
Position 8081: 0.7777259279917096
Position 7454: 0.5618350833333425
Position 7421: 0.4081225661826663
Position 3300: 0.3440978384134099
Position 23545: 0.28029964025966464
Position 19338: 0.17796014704758278
Position 11529: 0.1437152788154204
Position 8144: 0.13140150015182092
Position 23565: 0.11625610072535761
Position 21864: 0.11337746999310391
Position 22376: 0.07907204562520806
Position 8117: 0.06358323151897813
Position 11299: 0.05738708209363362
Position 3222: 0.055146992296174036
Position 12835: 0.0528682094225658
Position 11642: 0.05201528145437664
Position 1920: 0.04470030228495666
Position 23825: 0.04404700506430397
Position 1658: 0.043035477487258424
Position 18933: 0.042348579904026074
Position 21691: 0.03537792772054459
Position 1943: 0.03389048275664451
Position 1874: 0.03350632216402826
Position 567: 0.02964603648427592
Position 23667: 0.0268457206924433
Position 23747: 0.02497139568620008
Position 19146: 0.024464964998023454
Position 23313: 0.023425102699864645
Position 19389: 0.02029939054118603
Position 10760: 0.01991860722807038
Position 17855: 0.01971204953865833
Position 20643: 0.01911974252285544
Position 1369: 0.018666406559124757
Position 19263: 0.017390034696441056
Position 23681: 0.01566118913637775
Position 20619: 0.014663172722436016
Position 1567: 0.014189229391128558
Position 1716: 0.0118391640521148
Position 23840: 0.011561923524713635
Position 3529: 0.011102006575475741
Position 23885: 0.01018238837239544
Position 23687: 0.009718500877169895
Position 1746: 0.009350561400297564
Position 23407: 0.009216613558995347
Position 23978: 0.00871269982752921
Position 7306: 0.008590482289692603
Position 7328: 0.008287873749834307
Position 9701: 0.00802191656663351
Position 9753: 0.0073539144327585924
Position 775: 0.0066184151863703964
Position 10657: 0.005794270122069599
Position 1534: 0.004865904482455966
Position 1095: 0.0036065057386345674
Position 1589: 0.0035174993598817614
Position 663: 0.0033927025038749375
Position 7437: 0.002668759140424122
Position 1118: 0.0023513448442842124
Position 21705: 0.0020600675165520542
Position 22766: 0.0018664227494165498
Position 7361: 0.0016112171897844038
Position 11354: 0.0015601463864707897
Position 23999: 0.0015053598241060507
Position 22714: 0.001367631842345167
Position 10595: 0.0013465887526321488
Position 22812: 0.0013363876400609973
Position 722: 0.0012782140480791773
Position 22113: 0.000994621393982118
Position 685: 0.0009494953469434913
Position 22727: 0.0008293898472684924
Position 7713: 0.0007748721915668969
Position 305: 0.0007633684416185299
Position 1305: 0.0007455932459332146
Position 22737: 0.0007121721412974456
Position 11276: 0.0005545602397213854
Position 6980: 0.0005179831986448476
Position 7719: 0.00048439388066338516
Position 416: 0.000440730203369537
Position 383: 0.0004106659483573432
Position 480: 0.00038848987118025207
Position 10910: 0.0003722116496736556
