Gene = Slc35f6
index = 981
Annotated 5SS: [ 166 6888 7734 8168 8925]
Annotated 3SS: [6814 7561 7954 8813 9443]
SMsplice 5SS: [ 166 1480 6888 7734 8168 8925]
SMsplice 3SS: [1397 6814 7561 8017 8813 9443]
top_k =  100
Partition function (log Z): -2.030888897412453

Sorted 5' Splice Sites (High to Low Probability):
Position 6888: 0.9615460876927726
Position 166: 0.8364277008443141
Position 7734: 0.7366788008498192
Position 8168: 0.7152026317942193
Position 8925: 0.6466643682473933
Position 1480: 0.643983072052196
Position 7738: 0.20023774202177236
Position 204: 0.1394321766603081
Position 5048: 0.09620507934330835
Position 5126: 0.09396783184011198
Position 7726: 0.06283173285323174
Position 1798: 0.06180370633424588
Position 310: 0.05341877099762775
Position 1475: 0.037084840707973236
Position 7137: 0.02432161369173748
Position 8814: 0.018548194586060968
Position 952: 0.016096765812073616
Position 974: 0.014560594837388667
Position 8955: 0.009304978419565412
Position 960: 0.008412884965266513
Position 8951: 0.008403534778644972
Position 544: 0.00767462627076715
Position 7857: 0.007419455639607321
Position 7939: 0.0045007356212103874
Position 854: 0.003978608100784075
Position 8912: 0.003733883223686316
Position 442: 0.0036653836877237737
Position 176: 0.0029936451225288214
Position 835: 0.002579710942820095
Position 7730: 0.0002340445264012699
Position 39: 1.3420273806613201e-05
Position 296: 1.0739710381821487e-05
Position 134: 8.21315268847422e-06
Position 103: 7.456261636054347e-06
Position 48: 5.319489206119077e-06
Position 170: 3.7204829197260883e-06
Position 67: 3.3013090768705084e-06
Position 18: 2.3210419880908965e-06
Position 77: 9.475868775687739e-07
Position 79: 9.020993706005923e-07
Position 109: 8.613270506484451e-07
Position 70: 6.091205515905603e-07
Position 112: 9.529295117279165e-08
Position 10: 2.6571093043597907e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7561: 0.9965870785493226
Position 6814: 0.9615460876927728
Position 1397: 0.6798684438041759
Position 9443: 0.6284775150068334
Position 8813: 0.6129738152539501
Position 8017: 0.45235439546097334
Position 4975: 0.19017291118342028
Position 7829: 0.10211134915275248
Position 8780: 0.10210577843902385
Position 8730: 0.07158152188028319
Position 11382: 0.0577560091588126
Position 7954: 0.05696471631708043
Position 9754: 0.05434791877190092
Position 10435: 0.05333117447825941
Position 7927: 0.049047860242916665
Position 8029: 0.04764893973643928
Position 818: 0.04014342411266146
Position 263: 0.03927348534213388
Position 7890: 0.03638028993411055
Position 1572: 0.0293174913494091
Position 11345: 0.026038577240756734
Position 7019: 0.02432161369173748
Position 9055: 0.02290032444143412
Position 9513: 0.020637170483307727
Position 10549: 0.016617859870538158
Position 1703: 0.015340866157308572
Position 1717: 0.009164433946674742
Position 1747: 0.00798091488085345
Position 402: 0.004396751960733895
Position 676: 0.0034696148979149384
Position 7694: 0.0032247194175869702
Position 7986: 0.0021890767919972866
Position 715: 0.002015525647756542
Position 1134: 0.0004993769992326857
Position 1200: 0.00039349691276768816
Position 7938: 0.0003134896490185976
Position 1420: 0.00017055298166141674
Position 7481: 0.00017052228431528252
Position 1175: 0.00013604206233130435
