Gene = Cdv3
index = 242
Annotated 5SS: [ 787 1866 5965 9561]
Annotated 3SS: [ 1788  5821  9400 10526]
SMsplice 5SS: [ 787 1866 5965]
SMsplice 3SS: [1788 5821 6072]
top_k =  100
Partition function (log Z): -10.422437261562637

Sorted 5' Splice Sites (High to Low Probability):
Position 1866: 0.8804011656568794
Position 5965: 0.8466914848640884
Position 787: 0.6994965503742767
Position 4035: 0.44674747263615844
Position 6209: 0.41274172137416876
Position 3342: 0.3134918014225684
Position 224: 0.21436724883119776
Position 5937: 0.10283467871046108
Position 1693: 0.10003798596897477
Position 1378: 0.08556633163445106
Position 2656: 0.07118415214236119
Position 3491: 0.05595435833383722
Position 3507: 0.05099081248045917
Position 5349: 0.04551058777027665
Position 1893: 0.03579445099691307
Position 8944: 0.03500843176649864
Position 4109: 0.034887881970577114
Position 678: 0.03331364443904899
Position 642: 0.02482750991218778
Position 7505: 0.021148302320209394
Position 5914: 0.01118768583777427
Position 738: 0.009194039920804937
Position 987: 0.0037047029773657233
Position 714: 0.0032121512321698605
Position 548: 0.000524034056183574
Position 300: 0.00031943286330574295
Position 1054: 0.0002541851462171736
Position 116: 0.00013895486204004107
Position 635: 3.9223690763655355e-05
Position 284: 1.009349591868846e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5821: 0.9922709704708642
Position 1788: 0.7801166096658648
Position 6072: 0.5505910668169745
Position 3233: 0.38471824926266623
Position 3919: 0.24817666380422831
Position 7331: 0.22456079714878763
Position 10526: 0.20945338245855413
Position 3984: 0.1912478034766695
Position 7877: 0.11899275616180033
Position 1740: 0.10169788144659497
Position 6106: 0.07627782912107496
Position 10277: 0.07609177887322496
Position 1597: 0.07448599324188628
Position 2431: 0.06922441414665025
Position 7089: 0.06383962178924547
Position 1248: 0.0637755940298125
Position 5236: 0.04551058777027668
Position 3867: 0.04387990329896019
Position 6288: 0.03808034338802926
Position 3286: 0.0368368661128465
Position 8059: 0.03671629734901047
Position 8829: 0.035008431766498704
Position 1770: 0.02384091661936428
Position 1450: 0.015883494359178033
Position 677: 0.014767007299089037
Position 2577: 0.004391711841595701
Position 713: 0.0041414266593518476
Position 1227: 0.003500357532162598
Position 1169: 0.003383441745574506
Position 1705: 0.001439775797506877
Position 1053: 0.0013972923302985809
Position 2000: 0.001242963179442654
Position 641: 0.0011294804384799342
Position 1552: 0.0008752835097534638
Position 2075: 0.0007315309984899104
Position 1280: 0.0007196640310440965
Position 2412: 0.0005354023935492808
Position 1119: 3.736284539958525e-05
Position 1087: 1.155358275689822e-08
Position 1330: 1.1544109357929208e-08
Position 386: 7.92381764385206e-09
