Gene = 4930444P10Rik
index = 48
Annotated 5SS: [  352 12496 14758 24526]
Annotated 3SS: [12331 14624 24469 27050]
SMsplice 5SS: [  352 10909 12496 14758 24526]
SMsplice 3SS: [10817 12331 14675 24469 27050]
top_k =  100
Partition function (log Z): -12.044072126787295

Sorted 5' Splice Sites (High to Low Probability):
Position 352: 0.9997824011793434
Position 10909: 0.9356927936921562
Position 12496: 0.662809236331946
Position 1579: 0.2935696373703265
Position 13334: 0.12469321858874594
Position 3878: 0.08781416907346683
Position 811: 0.05574485933034645
Position 13283: 0.03141993297933769
Position 11992: 0.02807364044910419
Position 2745: 0.01885434086305083
Position 655: 0.017664976744049488
Position 10925: 0.011234283837042969
Position 780: 0.005700426357196253
Position 776: 0.00012447301795274405
Position 520: 0.00010964214781355991
Position 750: 0.00010108379291230655
Position 972: 0.00010101988145335169
Position 301: 9.718700940413737e-05
Position 1784: 4.524511889616126e-05
Position 305: 2.9768013780317863e-05
Position 515: 1.4822730551228501e-05
Position 506: 1.1070833363909563e-05
Position 150: 3.3814111721992037e-06
Position 296: 2.356349485479428e-06
Position 356: 1.9460966174328353e-06
Position 335: 1.4071348643871738e-06
Position 229: 6.998998314893651e-07
Position 570: 9.861568489008132e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 16204: 0.7512342993610137
Position 12331: 0.662809236331946
Position 10817: 0.5268030872963484
Position 10814: 0.41345161032295824
Position 13219: 0.16181723187730168
Position 1463: 0.14862818545423578
Position 12830: 0.11344283944408501
Position 3736: 0.08526659248291306
Position 1321: 0.07390457175470942
Position 18119: 0.05664757580305068
Position 1442: 0.05176977214807695
Position 703: 0.029755526593393034
Position 10820: 0.029605972894396912
Position 569: 0.029156134206770216
Position 11883: 0.02807364044910419
Position 10823: 0.028041138090618138
Position 640: 0.020334137172355462
Position 2658: 0.019208855282711625
Position 1555: 0.009988372864770832
Position 1384: 0.009320570124439691
Position 14996: 0.006474124592525933
Position 13029: 0.005212864175739927
Position 3759: 0.0028669275753026666
Position 11301: 0.0026810199598957625
Position 11051: 0.0022786151367104436
Position 12760: 0.002149567169153726
Position 11264: 0.0011020915778055162
Position 1835: 0.0004994396380745202
Position 7275: 0.0003204923387983868
Position 519: 0.00018069343403146203
Position 2825: 0.00010224271396706749
Position 1522: 0.00010055696929984491
Position 427: 6.791144104335374e-05
Position 713: 6.509251962177233e-05
Position 4561: 6.478444889099491e-05
Position 1729: 6.269251212160841e-05
Position 460: 5.282748752141577e-05
Position 841: 4.457970177541053e-05
Position 472: 3.216349270275151e-05
Position 2500: 2.9481102552863443e-05
Position 608: 2.194105630181486e-05
Position 875: 1.072589969440318e-05
Position 449: 1.048284036218318e-05
Position 810: 6.932778122157088e-06
Position 1351: 3.797318866102792e-07
Position 1241: 2.5288712489550328e-08
Position 1357: 2.455796477839403e-08
