Gene = Nosip
index = 760
Annotated 5SS: [   76 11109 11632 12232 13773 13973 14284 14474]
Annotated 3SS: [11033 11525 12149 13612 13853 14095 14364 14855]
SMsplice 5SS: [   76 11109 11632 12232 13773 13973 14284 14474]
SMsplice 3SS: [11033 11525 12149 13612 13853 14095 14364 14855]
top_k =  100
Partition function (log Z): 15.040480901007976

Sorted 5' Splice Sites (High to Low Probability):
Position 76: 0.9965877837940451
Position 14474: 0.9927340330714206
Position 11632: 0.992689603232084
Position 14284: 0.950657903891037
Position 11109: 0.9313361787700193
Position 13973: 0.8863688663156437
Position 13773: 0.8362337930591688
Position 12232: 0.5219963651501058
Position 12226: 0.45957050990899395
Position 12015: 0.3702143951953906
Position 13718: 0.11957476447560766
Position 13386: 0.06824748654964496
Position 11158: 0.0480059051227948
Position 14211: 0.03344417415135646
Position 13685: 0.016319519417935305
Position 15012: 0.011588168024463639
Position 12656: 0.007940104841333293
Position 13354: 0.006729642423634662
Position 11795: 0.006589145107534909
Position 12025: 0.004203472388353651
Position 14980: 0.0035355850010598067
Position 90: 0.003388549827157406
Position 314: 0.003055540801179738
Position 375: 0.002912743422416756
Position 14263: 0.0022670543813841345
Position 11850: 0.0019906204737380156
Position 11662: 0.0017487189851882372
Position 12346: 0.0014333194977049913
Position 14008: 0.0014186938019186903
Position 14222: 0.0009058057327948918
Position 14152: 0.0007683035212146962
Position 11790: 0.0007319281161293855
Position 11736: 0.0007257094179106485
Position 14945: 0.0006846372466720983
Position 14951: 0.000490617439760138
Position 11931: 0.0002246661437888709
Position 11627: 0.00020420710327596718
Position 110: 1.0385696186557325e-05
Position 149: 9.193875282752187e-06
Position 12669: 8.273157028688579e-06
Position 12309: 6.774389380970672e-06
Position 12291: 5.588452703318999e-06
Position 102: 2.3986362759125782e-06
Position 12306: 2.20921474560381e-06
Position 97: 1.186329478397041e-06
Position 14478: 4.5601418073338705e-07
Position 121: 3.240667622873347e-07
Position 28: 1.1227785884558918e-07
Position 159: 5.171183846363132e-08
Position 137: 1.3785115613597332e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 11525: 0.9930465263924277
Position 14855: 0.9819979724915224
Position 12149: 0.9814145052488649
Position 11033: 0.9793420838928174
Position 14364: 0.9747373376113747
Position 14095: 0.9157265715328607
Position 13612: 0.8382351563076339
Position 13853: 0.6949926072619566
Position 11735: 0.18944864341043902
Position 13889: 0.18194382262790604
Position 13596: 0.1419595422682615
Position 11833: 0.10456551752489793
Position 13126: 0.049446503810862755
Position 11874: 0.04378158203070185
Position 14170: 0.041139828348694216
Position 11813: 0.027760634656898285
Position 13194: 0.020814489992738026
Position 14128: 0.02014411110591538
Position 15093: 0.01563737344940469
Position 14787: 0.013161646980532725
Position 14156: 0.009831776049308872
Position 12451: 0.007948377998361985
Position 14386: 0.00728609118775806
Position 14410: 0.007047326721898649
Position 11881: 0.006655804907112819
Position 11841: 0.005434139563221436
Position 210: 0.004292238646406118
Position 13154: 0.003282104134167017
Position 14231: 0.0020367749394941573
Position 11548: 0.0018864094645592948
Position 11795: 0.001812479388456763
Position 13837: 0.0017789323723704797
Position 11741: 0.0017218887209904902
Position 12154: 0.0015887139979166999
Position 11975: 0.0015307182774137377
Position 13945: 0.0014737246346895492
Position 15099: 0.001455671142694488
Position 13027: 0.0014340310355118453
Position 193: 0.0013759107759656049
Position 14470: 0.0010815509060757068
Position 11436: 0.0008727076654421898
Position 15220: 0.0007732255457528556
Position 14983: 0.0006502459934006671
Position 15334: 0.0006394331426355804
Position 14395: 0.0006290183415274726
Position 15657: 0.0006057477309362615
Position 15232: 0.0005953291151196818
Position 11608: 0.0005577007590359608
Position 14697: 0.0005162094917598251
Position 13772: 0.00047432057098489047
Position 14447: 0.000277107468794043
Position 11311: 0.00024835512849879664
Position 236: 0.00021083171699222642
Position 15184: 0.00016392020435503345
Position 275: 8.930308423254078e-05
Position 12112: 5.8829823301246065e-06
Position 12122: 3.5831057088118544e-06
Position 12089: 1.439552112980659e-06
