Gene = Flt3l
index = 414
Annotated 5SS: [  54  415  769 1311 2060 2551 4205 4364]
Annotated 3SS: [ 347  654 1256 1915 2405 4019 4294 5000]
SMsplice 5SS: [  54 1311 2551 4205]
SMsplice 3SS: [1256 2405 4019 4318]
top_k =  100
Partition function (log Z): -3.6557428339838003

Sorted 5' Splice Sites (High to Low Probability):
Position 1311: 0.872505690976622
Position 2551: 0.8190442820728462
Position 4205: 0.799330156425455
Position 4364: 0.5851469892689123
Position 54: 0.34643941765562924
Position 2060: 0.28833034248126455
Position 2838: 0.2615927226784626
Position 531: 0.2492544505963058
Position 4766: 0.21581879755926836
Position 769: 0.1635746601655045
Position 1344: 0.12313377802649496
Position 415: 0.11507782472090206
Position 4410: 0.1062774564505953
Position 4554: 0.08330510621219057
Position 3010: 0.07648334754267956
Position 1148: 0.07199629314968187
Position 1065: 0.06567116783355599
Position 550: 0.06507824767758744
Position 2856: 0.05229589384936781
Position 288: 0.049680726600469884
Position 2535: 0.04391498135632699
Position 280: 0.03335776021002757
Position 129: 0.028824457282729223
Position 2173: 0.016962514448621725
Position 3467: 0.01631636573101978
Position 4596: 0.015237066248549681
Position 101: 0.010545519101268549
Position 4581: 0.010208427154542005
Position 63: 0.00911780041963779
Position 158: 0.00806836135879931
Position 627: 0.0056581621572859234
Position 311: 0.005499622329311011
Position 162: 0.003953191256003254
Position 292: 0.002716070654554686
Position 432: 0.0023047759368534943
Position 2494: 0.0015487088831897646
Position 93: 1.9731277196764038e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 4318: 0.9367921700138208
Position 4019: 0.7844801238471187
Position 1256: 0.7826921158859482
Position 2405: 0.704730174144555
Position 4865: 0.5789944972686099
Position 4451: 0.440383476316649
Position 2705: 0.24023031593103325
Position 1915: 0.21218065427066488
Position 1232: 0.14210003043353436
Position 2776: 0.13745290684339634
Position 971: 0.12448024155074155
Position 2435: 0.09286057603686484
Position 1952: 0.07638118996866679
Position 1188: 0.06660858242373992
Position 654: 0.055878865423964995
Position 3960: 0.04020753201078676
Position 2459: 0.03581021820083209
Position 2415: 0.026728156341288965
Position 2930: 0.019574293553756256
Position 347: 0.01951201171743258
Position 359: 0.01833307059535914
Position 3371: 0.016316365731019782
Position 4294: 0.013640761013702395
Position 4710: 0.013157463797073192
Position 2059: 0.011676193777214626
Position 379: 0.009505259271132917
Position 1050: 0.005861380610784561
Position 2334: 0.005161270382899866
Position 1758: 0.005054818913339847
Position 722: 0.003272968780844905
Position 919: 0.0030621058019389214
Position 1307: 0.0004699336897978929
Position 541: 0.0002915275008124956
Position 381: 0.0002629423202487164
Position 530: 8.068534820849213e-05
Position 175: 3.199343151073763e-05
Position 309: 2.7786118058690084e-05
Position 197: 2.789696851079922e-06
Position 178: 1.897826278995803e-06
Position 118: 1.5209592310783679e-06
