Gene = Qprt
index = 879
Annotated 5SS: [  254 13518 13893]
Annotated 3SS: [12981 13760 13984]
SMsplice 5SS: [  254 13082 13518 13893]
SMsplice 3SS: [12981 13303 13760 13984]
top_k =  100
Partition function (log Z): -10.613763689703045

Sorted 5' Splice Sites (High to Low Probability):
Position 254: 0.9994533141350025
Position 13082: 0.5552427323270407
Position 4074: 0.19976484566368535
Position 5055: 0.1293601228334756
Position 6640: 0.07338676193919069
Position 93: 0.008257095670119676
Position 100: 0.005895286850841176
Position 56: 0.004264370241394205
Position 95: 0.0009084018064367897
Position 3833: 0.0005601234829514028
Position 83: 0.0003382789498044166
Position 1081: 0.0002625862634440463
Position 21: 0.0002442902321717048
Position 3094: 0.00022817875023325605
Position 1222: 0.0001888622823392738
Position 526: 0.00015646559021505874
Position 1095: 0.00010619918758367093
Position 63: 8.103024079117556e-05
Position 7: 7.22533241738832e-05
Position 845: 3.923476216785492e-05
Position 205: 1.4695804578792586e-06
Position 513: 7.600305298338492e-07
Position 2025: 5.659094025833386e-07
Position 1064: 4.542060792866052e-07
Position 1286: 3.655359329198294e-07
Position 235: 6.889361127562582e-08
Position 263: 5.362980343862094e-08
Position 202: 4.438304898232089e-09
Position 849: 4.688385670723004e-10
Position 274: 2.122330299352416e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 13984: 0.8826863410077171
Position 12981: 0.6306916393615543
Position 3908: 0.17725203094303893
Position 6519: 0.0741311346168139
Position 4690: 0.07210226477727556
Position 5015: 0.05954496288643706
Position 3661: 0.03378769978123518
Position 158: 0.012420237535326013
Position 7038: 0.010325059432600127
Position 170: 0.005435775183579674
Position 323: 0.004055634596693818
Position 981: 0.003395783009600361
Position 352: 0.0026258877140732735
Position 176: 0.0016613390701703558
Position 8729: 0.0011461244614245803
Position 2985: 0.0011309454290948464
Position 7672: 0.0008314498182062385
Position 1810: 0.0007791995305690333
Position 4211: 0.0007334063200682629
Position 578: 0.0006005636185848291
Position 6006: 0.000520166736421858
Position 4099: 0.00044423564462726874
Position 5193: 0.00037434025379449656
Position 5394: 0.0003582238552892189
Position 5475: 0.0002656486820369159
Position 618: 0.00021996663536670265
Position 575: 0.00018176740060626766
Position 4287: 0.00017611136232320132
Position 3043: 0.00016354700789311894
Position 1588: 0.00014147672001376394
Position 389: 9.570568040995762e-05
Position 776: 9.299380699868273e-05
Position 2779: 8.961608657053708e-05
Position 690: 8.877525259850131e-05
Position 1752: 7.617560222196972e-05
Position 2042: 5.459921952872517e-05
Position 1847: 5.108473689898758e-05
Position 1599: 5.0204577458662094e-05
Position 517: 3.074056452260056e-05
Position 779: 1.1407922220224638e-06
Position 235: 1.0557035256840779e-07
Position 113: 5.782275052295814e-08
Position 128: 1.067141075504769e-08
Position 117: 3.3087865154727937e-09
Position 77: 1.178144545766582e-10
Position 104: 4.4264336074527706e-11
