Gene = Bag2
index = 167
Annotated 5SS: [ 217 9579]
Annotated 3SS: [ 9468 10778]
SMsplice 5SS: [ 217 1837 9579]
SMsplice 3SS: [ 1748  9468 10778]
top_k =  100
Partition function (log Z): -7.915527843532267

Sorted 5' Splice Sites (High to Low Probability):
Position 217: 0.9807342042796927
Position 1837: 0.9576342204987105
Position 3464: 0.6095777383101257
Position 1224: 0.3168086794373614
Position 9579: 0.28437552449985043
Position 391: 0.2261545697753891
Position 1102: 0.13813625869271962
Position 3778: 0.0669258085373224
Position 427: 0.02683430190794281
Position 936: 0.014790798292336935
Position 1976: 0.014259698373559343
Position 550: 0.011961996101715187
Position 1875: 0.011374341321896608
Position 800: 0.010428640133042115
Position 195: 1.7190376576222275e-05
Position 7: 6.1358966120707925e-06
Position 344: 3.6480070229780888e-06
Position 157: 2.6267744479440323e-06
Position 54: 2.308414086664849e-06
Position 269: 1.1705040026958888e-06
Position 43: 7.977819095564812e-07
Position 309: 4.5240571859527653e-07
Position 16: 1.208462916921025e-07
Position 27: 1.1762704425085483e-07
Position 21: 4.8548903934465533e-08
Position 40: 2.1507002608238477e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1748: 0.9659485855174749
Position 10778: 0.6331349539464083
Position 3378: 0.4320474097116453
Position 9468: 0.28437552449984993
Position 1084: 0.260305854149875
Position 296: 0.22866179390824554
Position 3851: 0.2279507170892187
Position 3301: 0.17719341802106303
Position 918: 0.0847718081199556
Position 3631: 0.0668540134443253
Position 993: 0.052734922593695235
Position 2272: 0.045065790170131466
Position 1913: 0.024997882289328876
Position 866: 0.01852703473599854
Position 841: 0.018499104609168794
Position 3611: 0.01452513761686621
Position 2616: 0.014117109572419325
Position 6802: 0.01394008677660619
Position 1131: 0.012116382588172808
Position 376: 0.011742840977573187
Position 1757: 0.010759660446037487
Position 2716: 0.010471791102645754
Position 943: 0.009457901375737703
Position 4499: 0.008179555958077539
Position 5270: 0.007698340670323232
Position 634: 0.007250605022986833
Position 445: 0.005324194560337928
Position 1006: 0.005319822821278751
Position 1024: 0.004627162764369657
Position 890: 0.003873149866124371
Position 3678: 0.003584509796567729
Position 608: 0.0030575792789007427
Position 3144: 0.0019227106806594982
Position 321: 0.0006492325136521471
Position 1836: 0.0001968012125685091
Position 637: 5.105373355616768e-05
Position 658: 3.584837778682307e-05
Position 710: 2.0457222296527896e-05
Position 804: 1.7482959044516914e-05
Position 457: 1.3853172858541048e-05
Position 670: 6.495697080021169e-06
Position 330: 1.5916790918690526e-06
Position 489: 1.247601281586446e-06
