Gene = Chek1
index = 261
Annotated 5SS: [   96   862  2862  3898  4055  7155  8328 10233 12234 12976 13338 14617]
Annotated 3SS: [  779  2637  3832  3984  6965  8222 10136 12124 12797 13205 14514 16227]
SMsplice 5SS: [   96   862  7155 10233 12234 12976 13338 14617]
SMsplice 3SS: [  779  6965 10136 12124 12797 13205 14514 17409]
top_k =  100
Partition function (log Z): 5.129886297158579

Sorted 5' Splice Sites (High to Low Probability):
Position 13338: 1.000000000000001
Position 10233: 1.0000000000000002
Position 7155: 0.983188213261852
Position 14617: 0.9736957727530566
Position 12234: 0.9557625766914092
Position 12976: 0.8697649372228156
Position 96: 0.8204944988106744
Position 862: 0.72949191256534
Position 8328: 0.3816490825340182
Position 4055: 0.35410530518623134
Position 3898: 0.3320415073748049
Position 7626: 0.20413577955065107
Position 14829: 0.18754119004097566
Position 8366: 0.13833451531215846
Position 12547: 0.13224874272683676
Position 993: 0.13118551099600437
Position 15311: 0.12394455536963393
Position 17516: 0.11869561555964
Position 15273: 0.11439192107504154
Position 2343: 0.10845858264190615
Position 16303: 0.08276940944161625
Position 7680: 0.07051781618301732
Position 8502: 0.07027207955523386
Position 3946: 0.044855702982910445
Position 648: 0.03698795627819873
Position 404: 0.032125016928465075
Position 2862: 0.031448251929296185
Position 276: 0.0197095372091112
Position 665: 0.016594326347502436
Position 3902: 0.014508119070025052
Position 13904: 0.01108886222265227
Position 202: 0.007887757297963743
Position 726: 0.007653069816350102
Position 644: 0.00460733462139731
Position 37: 0.003983779298846571
Position 4: 0.003947922830941255
Position 412: 0.003668962645089396
Position 12956: 0.0023526784971380408
Position 12944: 0.0011332243523001757
Position 849: 0.0010754886872676786
Position 1187: 0.0006045554133095291
Position 289: 0.0003525695147189506
Position 367: 0.0002606892858913418

Sorted 3' Splice Sites (High to Low Probability):
Position 10136: 1.0000000000000002
Position 14514: 0.9869152033410162
Position 13205: 0.9801712788286029
Position 6965: 0.9664811902177278
Position 12124: 0.9557625766914095
Position 12797: 0.8732508400722538
Position 17409: 0.6257356235091128
Position 8222: 0.5902556774014104
Position 779: 0.5620942335892349
Position 3984: 0.31987127275148913
Position 3832: 0.27757602571494816
Position 7485: 0.2746535957336684
Position 15172: 0.26327410747048224
Position 16227: 0.23811702079453975
Position 14703: 0.22246269403275426
Position 18045: 0.17462567165566092
Position 3812: 0.14806333614753445
Position 897: 0.12814174071306195
Position 2207: 0.09749845689424194
Position 12462: 0.08052272347102563
Position 16388: 0.07729512616646776
Position 752: 0.05845941383132244
Position 725: 0.055650933960040824
Position 12449: 0.05172601925581115
Position 2637: 0.03144825192929619
Position 6849: 0.01670702304412386
Position 662: 0.015255572566893924
Position 2234: 0.010960125747664206
Position 14807: 0.010394737553752826
Position 13185: 0.008548586942979454
Position 13779: 0.008408450156007519
Position 13217: 0.008054967347329115
Position 15082: 0.0018573637589024564
Position 13807: 0.0015962690608528857
Position 13038: 0.0015447496877918137
Position 13758: 0.0010841430057918656
Position 13147: 0.000985459084783166
Position 13061: 0.0006949581085139181
Position 614: 0.000375046160510574
Position 700: 0.0003474704525888041
Position 1090: 0.0003064772734188251
Position 14575: 0.00015454206302267678
Position 14304: 0.00010494244454859779
Position 14327: 5.3525393362098645e-05
Position 14286: 4.7906056341952546e-05
