Gene = Cytl1
index = 313
Annotated 5SS: [ 191 1888 2192]
Annotated 3SS: [1842 2062 3692]
SMsplice 5SS: [ 191 2192]
SMsplice 3SS: [2062 3692]
top_k =  100
Partition function (log Z): 1.0211809424993663

Sorted 5' Splice Sites (High to Low Probability):
Position 2192: 0.999992082055494
Position 191: 0.9999594215246091
Position 1906: 0.17665909370554134
Position 3805: 0.11278943873240282
Position 1888: 0.10278983521022919
Position 1910: 0.0656284246838683
Position 600: 0.055023116251721634
Position 1857: 0.044348292564180006
Position 1919: 0.03387150248178938
Position 1197: 0.03184436306496394
Position 749: 0.028954053567024428
Position 3781: 0.02690346239757238
Position 682: 0.021763141904216736
Position 3568: 0.015573605480742235
Position 3857: 0.01130297654663835
Position 624: 0.011163186646841902
Position 3371: 0.007624946251475275
Position 3272: 0.007068322922106494
Position 3428: 0.006594778486426568
Position 2404: 0.005489514096611356
Position 3512: 0.00487381780588539
Position 1914: 0.004735769283040709
Position 2642: 0.0001742210752750061
Position 144: 3.502978047491732e-05
Position 2196: 7.917944507497793e-06
Position 375: 2.3976988928200568e-06
Position 74: 1.7193793915961288e-06
Position 388: 1.4316166340874487e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 3692: 0.8076098615012811
Position 2062: 0.786452507586986
Position 1842: 0.3544286909006797
Position 3949: 0.14029919052854628
Position 2039: 0.11570463103297174
Position 2110: 0.09352532646707655
Position 497: 0.06422583435446079
Position 1654: 0.060417473916989754
Position 4132: 0.0521624699565616
Position 3711: 0.04561722568655259
Position 3325: 0.03662871140264583
Position 4195: 0.025084993123601802
Position 2330: 0.02211057993573705
Position 1095: 0.0198088029149013
Position 3402: 0.018947489049737833
Position 3068: 0.014900646174658784
Position 463: 0.014105517544948399
Position 4266: 0.013262329374081342
Position 522: 0.012336947846550424
Position 562: 0.010931030682947776
Position 1126: 0.010556048047584135
Position 649: 0.009483361871956815
Position 1782: 0.009203969461292006
Position 3586: 0.0055563969360393015
Position 3899: 0.005042947323619193
Position 446: 0.004847079083112586
Position 1732: 0.004725988649311711
Position 3565: 0.003785746179745933
Position 2083: 0.0034297495814114283
Position 3644: 0.002028779045580091
Position 2366: 0.0014982340877595182
Position 3132: 0.0013623013098577508
Position 1053: 0.001300124635103819
Position 3300: 0.001059488440578888
Position 3183: 0.0007576357549960165
Position 2277: 0.0006075790505241478
Position 652: 0.0003462037095752716
Position 575: 0.0001945353548240338
Position 1159: 0.00017938746737468445
Position 1578: 0.00014294693337057213
Position 296: 0.0001420771085463062
Position 694: 0.00014006553378568127
Position 609: 0.00013867868449184256
Position 2545: 7.24789330311115e-05
Position 568: 6.645693147708825e-06
Position 433: 2.7791051662721306e-06
Position 728: 2.7417962907989406e-06
Position 2187: 1.6333985617064918e-06
