Gene = E130311K13Rik
index = 354
Annotated 5SS: [ 216 2209 4139 9272]
Annotated 3SS: [ 2148  3990  9110 13733]
SMsplice 5SS: [ 533 2209 4139 9272]
SMsplice 3SS: [ 2148  3990  9110 13733]
top_k =  100
Partition function (log Z): -8.810191231264035

Sorted 5' Splice Sites (High to Low Probability):
Position 4139: 0.9800972559987828
Position 2209: 0.918174169982194
Position 533: 0.6039197958084652
Position 216: 0.33054485827294844
Position 2223: 0.07713817504541859
Position 1119: 0.039258305796439096
Position 3418: 0.035338000962822406
Position 2544: 0.017494366528371136
Position 3503: 0.012779050781297176
Position 234: 0.01071289329333344
Position 1550: 0.010018509535072348
Position 168: 0.007739299406856898
Position 1074: 0.007703628752097352
Position 165: 0.007178820780751536
Position 562: 0.005300062590373022
Position 3510: 0.004431525668110606
Position 3556: 0.003592713696127711
Position 366: 0.003266531270262718
Position 4954: 0.0027533023321520914
Position 521: 0.0025943345289311578
Position 893: 0.0024442669176021874
Position 3486: 0.002217414573807017
Position 3465: 0.0020661253049086537
Position 1171: 0.0019428573412748594
Position 177: 0.0019392223385718123
Position 1526: 0.0017574330391087341
Position 3460: 0.0016700692482310357
Position 3547: 0.0016599532677915535
Position 1536: 0.0011330485934251955
Position 1966: 0.0009610458017670479
Position 1496: 0.0008291427514718902
Position 979: 0.0007939281827712372
Position 1836: 0.0007101455756457275
Position 1047: 0.0006861375595608009
Position 867: 0.0005256344301833056
Position 861: 0.0003812206216659239
Position 4143: 5.5981103129630986e-05
Position 210: 2.4033238688604555e-05
Position 363: 1.4388095824542357e-05
Position 128: 9.340062168808218e-06
Position 179: 6.354185686585972e-06
Position 434: 4.067222566383257e-06
Position 504: 8.867001524644934e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2148: 0.9646642236002848
Position 3990: 0.8854740921865895
Position 13733: 0.23405563042483832
Position 8045: 0.08070019095261241
Position 5144: 0.06656759896686303
Position 8821: 0.06425932346394583
Position 3927: 0.06224221473989205
Position 3382: 0.05873677900474231
Position 7536: 0.05813888533568334
Position 4870: 0.049324556917703044
Position 4335: 0.04560113747360291
Position 4015: 0.039315939094617544
Position 10971: 0.03470521100240611
Position 9110: 0.033912127961997406
Position 2085: 0.031105549029554758
Position 10616: 0.029767339963657356
Position 4850: 0.0268534126119258
Position 6817: 0.024180565902837254
Position 6579: 0.023174628174001836
Position 4456: 0.020059893395236617
Position 769: 0.01697672163934288
Position 10953: 0.016581503191584784
Position 7012: 0.013895202380562775
Position 9551: 0.01378218882651406
Position 5003: 0.013415614668699321
Position 1425: 0.012595159699340214
Position 9513: 0.012510313439992714
Position 9081: 0.011968831282999184
Position 9220: 0.011361194941429597
Position 7910: 0.011259328257513176
Position 4691: 0.010917756592552192
Position 4359: 0.010562983954936012
Position 8383: 0.008814748206142146
Position 5383: 0.008547366813307509
Position 8109: 0.007456395481837496
Position 5093: 0.007394484658950713
Position 2471: 0.007252545029617823
Position 8054: 0.006941504490391042
Position 3353: 0.006451814715858046
Position 2445: 0.0058813142364400346
Position 7365: 0.004711179576275918
Position 6862: 0.0044463643957904945
Position 4207: 0.004347281865543419
Position 6744: 0.004280243494238466
Position 3956: 0.0041612876452327635
Position 405: 0.0037340824399675447
Position 3125: 0.0035720127654671283
Position 2419: 0.002302475243759478
Position 4068: 0.002079541079560643
Position 2396: 0.002017939667207722
Position 5330: 0.0019197490627535462
Position 5188: 0.0019141655519037128
Position 5264: 0.001805758191792153
Position 5202: 0.0016163307101311726
Position 990: 0.001361651986265327
Position 5459: 0.0013522597257266352
Position 887: 0.0011212130701937417
Position 4556: 0.001106627497197427
Position 1778: 0.0009610458017670477
Position 1022: 0.0007283082472669624
Position 984: 0.0007179125453755388
Position 1662: 0.0007101455756457265
Position 666: 0.0006816476958143231
Position 1387: 0.000661229697226252
Position 285: 0.0005708739441385818
Position 434: 0.000541132025057949
Position 1333: 0.0004817445225117077
Position 455: 0.0003286284242560321
Position 310: 0.00022869537949593677
Position 3745: 4.966482438489877e-07
