Gene = Odaph
index = 778
Annotated 5SS: [84]
Annotated 3SS: [7169]
SMsplice 5SS: [84]
SMsplice 3SS: [7169]
top_k =  100
Partition function (log Z): -8.809324572559806

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.9719405700912463
Position 555: 0.6009872128761349
Position 803: 0.0599753008209297
Position 2180: 0.05258848599709441
Position 61: 0.006101146642858212
Position 68: 0.006005794484367056
Position 3251: 0.005149310374654339
Position 150: 0.0018098821140075355
Position 53: 0.0017216651347000476
Position 289: 0.0009217115846066977
Position 408: 0.0007326022864936911
Position 117: 0.00026752157839482547
Position 109: 0.00020868491316722036
Position 113: 0.00019345348238170433
Position 415: 0.0001271925954880715
Position 278: 0.00010909932655308571
Position 212: 5.559493747169524e-05
Position 46: 2.8222897523152236e-05
Position 396: 1.8801267440062333e-05
Position 90: 1.0847995462970214e-05
Position 38: 3.852001865032501e-08
Position 65: 3.8419296024102676e-08
Position 210: 2.9102293342986168e-08
Position 162: 1.2373831802106538e-08
Position 96: 8.15152054855086e-09
Position 111: 7.675544219617502e-09
Position 188: 3.4167172854089597e-09
Position 179: 2.338768253356644e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7169: 0.5054809498091428
Position 475: 0.28609203560441165
Position 287: 0.2677396149564463
Position 667: 0.15039255374178
Position 1781: 0.08400100095289027
Position 1810: 0.08177965292849211
Position 3367: 0.062081382991512786
Position 7135: 0.0604811128120085
Position 478: 0.05518651117499095
Position 932: 0.03445480429203148
Position 3250: 0.018516295348056547
Position 614: 0.015558561068717934
Position 2972: 0.012981930822250954
Position 449: 0.01215926293619671
Position 206: 0.010696880577603788
Position 2131: 0.010070149293752956
Position 1667: 0.009585475680826575
Position 3319: 0.005909601270634853
Position 1722: 0.005064278370122141
Position 1585: 0.004318290289953414
Position 1704: 0.0032920082813458454
Position 1747: 0.0029923800655450245
Position 377: 0.0025385493702428635
Position 1027: 0.002225477186204071
Position 2374: 0.001701560892273931
Position 874: 0.0016645799002491719
Position 800: 0.0008718186945840586
Position 389: 0.0005344558294983045
Position 1927: 0.000210698544125864
Position 335: 0.00012257873293650788
Position 360: 7.951171377635816e-05
Position 430: 5.505035189196817e-05
Position 490: 3.287246385441714e-05
Position 227: 1.7715337561968922e-05
Position 337: 1.4514139706940752e-05
Position 482: 1.4323382254111209e-05
Position 354: 1.2674937541226973e-05
Position 261: 8.710003593828548e-06
Position 248: 6.846802785649123e-06
Position 267: 6.255636055946825e-06
Position 149: 3.121062238900742e-07
