Gene = Asdurf
index = 144
Annotated 5SS: [  90 1740 2633]
Annotated 3SS: [1685 2556 4060]
SMsplice 5SS: [  90 1740 2633]
SMsplice 3SS: [1685 2556 4060]
top_k =  100
Partition function (log Z): -6.375237688553586

Sorted 5' Splice Sites (High to Low Probability):
Position 2633: 0.8948417217965594
Position 1740: 0.8478106790949347
Position 1037: 0.458058472482087
Position 90: 0.3805252856343631
Position 197: 0.37354976077047025
Position 2240: 0.05898609861883611
Position 116: 0.02839859896103302
Position 3083: 0.01945216289543294
Position 3486: 0.014676194989791983
Position 908: 0.010502565741226634
Position 2698: 0.010359025541082256
Position 705: 0.0071019116530180205
Position 3445: 0.005748793290333557
Position 1841: 0.005396745895447947
Position 232: 0.003282172684154103
Position 699: 0.0024435647334297575
Position 2170: 0.002254248933192237
Position 2303: 0.0022511121571885226
Position 1434: 0.0022042670740394844
Position 2293: 0.002130682019430089
Position 2166: 0.0020456500133951656
Position 2379: 0.0012649528457888595
Position 1130: 0.0011308506087862927
Position 344: 0.001042814819034537
Position 215: 0.0010107603468071703
Position 3618: 0.0009820580948124442
Position 912: 0.0009575826717105999
Position 1765: 0.0008162169916841709
Position 701: 2.3866183639397357e-05
Position 686: 1.809020880841079e-05
Position 74: 4.19447196474959e-06
Position 113: 2.2870399728869786e-06
Position 95: 6.10118264103979e-07
Position 15: 1.7501913466890753e-07
Position 10: 6.449817610340091e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2556: 0.9634864697101131
Position 4060: 0.8654283868602038
Position 1685: 0.7290840135495232
Position 801: 0.11533085449261363
Position 1663: 0.11086481605912968
Position 911: 0.08413915031399233
Position 2084: 0.046089459320787216
Position 823: 0.04016683130557045
Position 772: 0.018718322523438444
Position 3393: 0.016914929309520002
Position 3369: 0.014772697279201906
Position 3009: 0.012859817939451264
Position 2207: 0.012071072101156667
Position 3573: 0.011678067626345816
Position 1512: 0.010756442861337734
Position 2954: 0.008202446337369372
Position 2015: 0.007929428796935093
Position 3269: 0.007426293533220332
Position 2932: 0.006999972654613311
Position 3838: 0.006298394400922921
Position 954: 0.005416919152299911
Position 1532: 0.004759292122824354
Position 3125: 0.004750024326105811
Position 3193: 0.004742411135043289
Position 2790: 0.004693685927161959
Position 3815: 0.003725737472221792
Position 997: 0.003231087262743632
Position 2477: 0.0029708890119332955
Position 2983: 0.001830610983104634
Position 196: 0.0017755593999763343
Position 3052: 0.0015322499027726583
Position 3563: 0.001490788395108617
Position 1282: 0.0014524245547133472
Position 1896: 0.0014340744227755145
Position 2209: 0.0014087099461764948
Position 165: 0.0011808073569437702
Position 2770: 0.0010237446209402773
Position 2966: 0.0009761626751239726
Position 611: 0.0008392430756080792
Position 1278: 0.0007518425193261367
Position 2602: 7.004961132301609e-05
