Gene = Dspp
index = 349
Annotated 5SS: [  57 3372 4271 5367]
Annotated 3SS: [3295 4183 4424 6146]
SMsplice 5SS: [  57 3372 4271 4497]
SMsplice 3SS: [3202 4183 4424 9003]
top_k =  100
Partition function (log Z): -5.901813202206922

Sorted 5' Splice Sites (High to Low Probability):
Position 57: 0.9986023980594578
Position 4271: 0.9421308795675127
Position 3372: 0.8382083772385438
Position 4497: 0.6849259012834022
Position 4698: 0.3328034355103523
Position 3095: 0.2948953455518415
Position 2424: 0.07485981881709987
Position 2939: 0.055798913081212875
Position 8292: 0.03757505454089852
Position 6709: 0.030356734569244353
Position 2551: 0.026763988966678212
Position 2568: 0.008970297178082561
Position 128: 0.0013971283077405744
Position 2624: 5.8466546006937944e-05
Position 627: 4.9540379487404374e-05
Position 159: 2.263105829698227e-07
Position 90: 8.108997453804948e-08
Position 272: 6.760829787927467e-08
Position 97: 6.665035149350549e-08
Position 279: 3.197359996953877e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4183: 0.8654583758501161
Position 9003: 0.6850509788073441
Position 3202: 0.5443960442070913
Position 4424: 0.5352352903206109
Position 4367: 0.36749193493176097
Position 3295: 0.17889451162406916
Position 3090: 0.15662006361020298
Position 2856: 0.15551057191495044
Position 6146: 0.14599724799137181
Position 2980: 0.1255527447249624
Position 4587: 0.0992670486691199
Position 6597: 0.0810558856367119
Position 4032: 0.0745112523843934
Position 4577: 0.05864282363408495
Position 8151: 0.03757505454089852
Position 2451: 0.034334760833595365
Position 2708: 0.027928699790321997
Position 2295: 0.023315519257749096
Position 5596: 0.022868238113302086
Position 2389: 0.018854229009152547
Position 2277: 0.014973731979632199
Position 4444: 0.012065728791449685
Position 9044: 0.011524307708461787
Position 8575: 0.011321807522588842
Position 2352: 0.00750096879090932
Position 4390: 0.007269997984758742
Position 4598: 0.006150094907187732
Position 3972: 0.004750979009694494
Position 2211: 0.0027464249768628097
Position 2375: 0.0026478183596741
Position 2401: 0.002036063502761761
Position 2177: 0.0019381329005340698
Position 2501: 0.0014477594519912297
Position 3460: 0.0007984017642600322
Position 2131: 0.0006619524449440393
Position 4316: 0.0005695866825903735
Position 411: 0.0002056692537283002
Position 2002: 0.0001849775948799161
Position 531: 2.3810419871182795e-05
Position 2468: 1.0232405181099787e-05
Position 527: 3.86282618019474e-06
Position 457: 3.168100412175228e-06
