Gene = Prap1
index = 848
Annotated 5SS: [  74 1704 2808 3386]
Annotated 3SS: [1636 2754 3278 3486]
SMsplice 5SS: [  74 2808 3386]
SMsplice 3SS: [2754 3278 3486]
top_k =  100
Partition function (log Z): -5.288923827984285

Sorted 5' Splice Sites (High to Low Probability):
Position 74: 0.8411318126731321
Position 3386: 0.8354719108681782
Position 2808: 0.655381066561861
Position 615: 0.48619450349832266
Position 1704: 0.36657946424816823
Position 3145: 0.13368817676532194
Position 1942: 0.07466405026720975
Position 322: 0.04840386153799344
Position 2010: 0.021178892733181038
Position 1592: 0.016460889765152892
Position 1853: 0.014955543580631513
Position 143: 0.014782446437425104
Position 1985: 0.013065673740360197
Position 2099: 0.012220705845943348
Position 2680: 0.00502833753152007
Position 3150: 0.003954098040269924
Position 3053: 0.0033586506168683727
Position 926: 0.0013431087460294589
Position 1421: 0.001135473220307815
Position 510: 0.0005149219835710757
Position 82: 0.0002937886494161939
Position 1491: 0.00028547972473555943
Position 63: 0.00013109867118143181
Position 166: 0.0001304743022339038
Position 176: 0.00010891161041153341
Position 160: 7.608309426926614e-05
Position 256: 4.0445679758555505e-05
Position 182: 2.398338436252276e-05
Position 155: 4.560378403270083e-09
Position 157: 2.7364440335486277e-09
Position 217: 2.456703986842414e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3486: 0.9620225397363288
Position 3278: 0.7961032542152064
Position 2754: 0.5908161185648763
Position 465: 0.36651126149066154
Position 1636: 0.30887541877976044
Position 1490: 0.14586117664910553
Position 2908: 0.12110706784291494
Position 2612: 0.07287241444928837
Position 1805: 0.05741077939696633
Position 3354: 0.04076387486813367
Position 2963: 0.020085884477620775
Position 470: 0.018732936899904844
Position 2796: 0.013361900624691031
Position 1966: 0.012763087577801873
Position 484: 0.006963830708074971
Position 2009: 0.004431490049393236
Position 3641: 0.004223505702368076
Position 3545: 0.0021305778641811813
Position 3599: 0.0018085580369987192
Position 3535: 0.0008214377079215388
Position 1356: 0.000776429659946868
Position 1308: 0.0007153500917735257
Position 547: 0.0002647087895442672
Position 892: 0.00024242251996239164
Position 187: 0.00023380941759332228
Position 1420: 0.00020259582014293552
Position 249: 0.00016676190017728354
Position 749: 0.00011614536875527876
Position 505: 0.0001026072387809968
Position 728: 3.9417352667733205e-05
Position 536: 2.8557974663194948e-05
Position 427: 2.269895503094333e-05
Position 207: 1.2675057559531751e-05
Position 201: 1.2560395080503204e-05
Position 569: 5.136432770252501e-09
