Gene = Cops8
index = 287
Annotated 5SS: [ 647 1465 2532 3689 7220 8057 8607]
Annotated 3SS: [1393 2482 3555 7111 7993 8558 9192]
SMsplice 5SS: [ 647 1465 3689 7220 8057]
SMsplice 3SS: [1393 3555 7111 7993 9192]
top_k =  100
Partition function (log Z): -7.011479162009726

Sorted 5' Splice Sites (High to Low Probability):
Position 3689: 0.951818458353475
Position 7220: 0.8006643610838056
Position 1465: 0.7715250197004161
Position 647: 0.7389097918739443
Position 8057: 0.7165067901084706
Position 9356: 0.36920310588084376
Position 350: 0.30638731635444894
Position 2224: 0.14905451023144425
Position 1645: 0.13665916416976262
Position 8490: 0.10455237315583181
Position 8184: 0.09830444303477653
Position 2742: 0.042781867442698976
Position 2532: 0.030788188901065036
Position 691: 0.02355561855232079
Position 8607: 0.01797216268780824
Position 139: 0.017299433016252842
Position 1169: 0.014698453821475312
Position 673: 0.011250731330462721
Position 1256: 0.01068073654476197
Position 67: 0.010021521452840472
Position 159: 0.009605716061463798
Position 466: 0.007802624396870589
Position 581: 0.007694009522663176
Position 848: 0.007123829596817928
Position 3328: 0.00700231739984577
Position 2927: 0.006671237351304413
Position 660: 0.006005647663418921
Position 1534: 0.005887985634275961
Position 2937: 0.005354467808922335
Position 216: 0.005353098101639061
Position 1428: 0.004267607505680752
Position 444: 0.00381957758326725
Position 625: 0.00377615669891191
Position 1546: 0.0035347247845169826
Position 224: 0.0032553618676768492
Position 812: 0.002890387102477114
Position 57: 0.002438488652601105
Position 105: 0.0012722524015337702
Position 371: 0.001232460813644957
Position 542: 0.0010683336606785163
Position 287: 0.000971911754713134
Position 190: 0.0009266936943587632
Position 1047: 0.0008806397632878587
Position 668: 0.000546558353060537
Position 603: 0.0003931902928168424
Position 252: 0.0003463059959138113
Position 265: 0.00033700360429104933
Position 185: 0.0003164039120983469
Position 63: 2.5691298828026017e-06
Position 48: 1.315553159393678e-06
Position 42: 9.497005853518777e-07
Position 8: 5.803544611782301e-07
Position 10: 5.35403244252685e-07
Position 6: 5.255449437745915e-07
Position 4: 4.94190570093953e-07
Position 12: 4.816506482148193e-07
Position 14: 4.116494157677528e-07
Position 16: 3.2536090283935114e-07
Position 18: 2.5987192454881864e-07
Position 61: 2.5216648722237593e-07
Position 20: 2.352215588854557e-07
Position 36: 2.316625947539216e-07
Position 22: 2.1696036392383308e-07
Position 24: 1.9668792587882502e-07
Position 86: 1.833813237447508e-07
Position 26: 1.67194165563009e-07
Position 210: 9.456902892363043e-08
Position 232: 3.1698418683347084e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3555: 0.9330605791361741
Position 1393: 0.9028538355062844
Position 9192: 0.8382774893701971
Position 7993: 0.8157788625110475
Position 7111: 0.7323032452231841
Position 9708: 0.1839734019543518
Position 539: 0.17103380868284396
Position 2067: 0.10317981036764587
Position 9431: 0.09067625201824582
Position 7150: 0.06049750634344117
Position 10327: 0.05613679362556935
Position 8269: 0.05507419829102845
Position 8558: 0.054768545626373594
Position 9456: 0.05323544674253702
Position 2123: 0.045874699863798295
Position 9795: 0.041509356677272305
Position 2482: 0.03700834750944109
Position 8209: 0.03448818713558462
Position 8286: 0.02990342183142647
Position 2566: 0.025508382316762133
Position 3521: 0.02145511685172796
Position 541: 0.01776860666621564
Position 8373: 0.017125660971203157
Position 1350: 0.017125646761043493
Position 2832: 0.012025705160226732
Position 7776: 0.011939901231203216
Position 2628: 0.011053326517560781
Position 1153: 0.009963403942702984
Position 7015: 0.007901962746162988
Position 3198: 0.007002317399845775
Position 7171: 0.005735651623222219
Position 8183: 0.005218176093303356
Position 8671: 0.00477568072569593
Position 3586: 0.0030201005780542732
Position 1586: 0.0017357313958332604
Position 5044: 0.0016032987834106345
Position 519: 0.0013966820789184267
Position 1358: 0.00048764692115045767
Position 513: 0.0004630080544306117
Position 768: 0.00017759091691421766
Position 329: 0.00016966383749613678
Position 174: 7.857640861151367e-05
Position 3499: 3.360270315053087e-05
Position 268: 1.0390491900112421e-05
Position 609: 3.7365749953805414e-06
Position 444: 3.6564255792643916e-06
Position 215: 1.4302211913891335e-06
Position 1222: 6.548123019069231e-07
