Gene = C2cd6
index = 196
Annotated 5SS: [  403 17018 18230 19904 25184 26218 27124 28751 32505 34329 36245 42405]
Annotated 3SS: [16930 18177 19757 25057 26172 27054 28670 32369 34222 36180 42366 43614]
SMsplice 5SS: [  403 17018 19904 28751 32505]
SMsplice 3SS: [16930 19757 28670 32369 43742]
top_k =  100
Partition function (log Z): -27.500853161093872

Sorted 5' Splice Sites (High to Low Probability):
Position 403: 0.913251607133817
Position 4: 0.08298445859675045
Position 374: 0.0679714654165477
Position 903: 0.0321155880443102
Position 481: 0.014656019869748167
Position 898: 0.0059356688459729955
Position 106: 0.0025583349774068185
Position 266: 0.0016231196434400193
Position 70: 0.0008689379197068189
Position 126: 0.0005545592005472477
Position 723: 0.00022286988520183902
Position 45: 0.0001921523340031814
Position 216: 0.00013925803072674153
Position 687: 0.00012066484474455092
Position 138: 5.522506364511155e-05
Position 423: 5.374396736724985e-05
Position 8: 4.234306796464019e-06
Position 461: 1.2122948705717155e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1535: 0.18125693413111124
Position 564: 0.11931343625917187
Position 2715: 0.0971715933918688
Position 1508: 0.08255644971592457
Position 265: 0.06268822208074837
Position 4355: 0.061017727022066315
Position 6029: 0.04435674785891519
Position 1422: 0.037469173567580276
Position 791: 0.02821564874789181
Position 6151: 0.027765739407009334
Position 4673: 0.02594477946603088
Position 519: 0.025255585070753983
Position 4358: 0.024071396229502544
Position 6359: 0.02295812328081047
Position 2368: 0.021984906256492492
Position 5327: 0.021942075167934436
Position 4651: 0.018478319978634413
Position 4182: 0.016868541478296185
Position 6519: 0.01682438753244931
Position 2305: 0.016302595142698287
Position 5417: 0.015463158975550962
Position 2848: 0.014669135441438105
Position 4217: 0.01390106346915578
Position 817: 0.013770052951851013
Position 2693: 0.013386607123317903
Position 179: 0.012115935763602745
Position 5217: 0.01188463279725748
Position 4756: 0.010107329445374083
Position 301: 0.008121544072600819
Position 4593: 0.007250021081105581
Position 1643: 0.007105522585334069
Position 3036: 0.007045225123591101
Position 3383: 0.00546779468966296
Position 1558: 0.005065508738869613
Position 636: 0.004591353459154304
Position 582: 0.004315103650556907
Position 3320: 0.003906854825035055
Position 276: 0.0038210444031101564
Position 3337: 0.0037601694174113857
Position 1043: 0.0017092255827132064
Position 667: 0.001673916834802876
Position 822: 0.0011503095089350093
Position 138: 0.00029608237976620294
Position 243: 8.440926971736553e-05
Position 246: 5.2384172395355795e-05
Position 159: 4.25052341880498e-05
Position 203: 2.838308917500915e-05
Position 147: 2.6161189146089442e-05
Position 121: 2.5873521588779218e-05
Position 322: 5.963164021150215e-06
Position 348: 5.452755703437244e-06
Position 319: 5.425214978036927e-06
Position 342: 3.950482670753214e-06
Position 208: 2.733343578569209e-06
Position 104: 2.3099314168820037e-06
Position 278: 2.237074098217601e-06
Position 91: 1.546724922365981e-07
Position 194: 1.1208895906645196e-07
