Gene = Cfap300
index = 256
Annotated 5SS: [  154   415  5364 15723 16862 18924]
Annotated 3SS: [  332  5287 15555 16688 18856 20278]
SMsplice 5SS: [  195   415  5364 15723 16862]
SMsplice 3SS: [  332  5287 15555 16688 20278]
top_k =  100
Partition function (log Z): -13.512743975790654

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.7842471219263893
Position 415: 0.7712194530630875
Position 5364: 0.514715680224674
Position 154: 0.16483057616817393
Position 2422: 0.15163981911272584
Position 419: 0.13810542191539418
Position 4614: 0.04915102198555924
Position 199: 0.0409087743481398
Position 9356: 0.023581584877309224
Position 7424: 0.018228507317096312
Position 1438: 0.013244300903111864
Position 1135: 0.010882569927819885
Position 1131: 0.0036862935106026624
Position 694: 0.0035820354984921797
Position 174: 0.0006155528348773776
Position 259: 0.0005498505577596283
Position 247: 0.0003906916186026155
Position 253: 0.00035888680055969687
Position 226: 8.556059839846659e-05
Position 112: 6.517392099772884e-05
Position 228: 4.8917518647286325e-05
Position 151: 4.790711080508743e-05
Position 236: 4.0026333343011505e-05
Position 257: 3.155981943870864e-05
Position 32: 1.547317066101471e-05
Position 263: 1.3011246614131282e-05
Position 251: 1.9100237698535086e-06
Position 212: 7.802655377057987e-07
Position 409: 3.514294297794203e-07
Position 458: 1.1191779001522572e-07
Position 363: 8.181727581393806e-08
Position 381: 7.031503734818117e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 332: 0.8836169513167255
Position 5287: 0.7515835447971726
Position 543: 0.1674651197363098
Position 9529: 0.16714225732629912
Position 2286: 0.1527660278952988
Position 10171: 0.15156318919903505
Position 4450: 0.05332339580776783
Position 9240: 0.052360762196400984
Position 8795: 0.0485718693250924
Position 304: 0.028243080523322632
Position 8941: 0.02640364336202733
Position 7341: 0.02020925179421344
Position 7323: 0.016371719812560727
Position 1237: 0.016314117757765437
Position 3157: 0.015503585249881555
Position 988: 0.015318904304617855
Position 8415: 0.013465185052020151
Position 7288: 0.013162254054119017
Position 7083: 0.011411840200285765
Position 3049: 0.010624800222705257
Position 6873: 0.009792432420648674
Position 6807: 0.009427743792481798
Position 4136: 0.007898174930914345
Position 6227: 0.007225308355720282
Position 3520: 0.00683420373031957
Position 3200: 0.005464565112182561
Position 6546: 0.0050816147127259745
Position 5953: 0.004336700815449412
Position 4765: 0.0037884337832515247
Position 1492: 0.002359827964481683
Position 3421: 0.002158275330651392
Position 1819: 0.001662683500275796
Position 1769: 0.0011995403367394768
Position 1324: 0.0011701158967647412
Position 1024: 0.0010668172457340913
Position 558: 0.0009988269968159722
Position 779: 0.0008178853456114889
Position 1131: 0.0007768743221061512
Position 1716: 0.0007200559695184905
Position 1407: 0.000714288691233422
Position 575: 0.0006817523314271735
Position 753: 0.0005601916843141156
Position 354: 7.815909503578955e-05
Position 347: 4.520180372856243e-05
Position 399: 3.6539912892646433e-06
Position 387: 1.5681874192635988e-06
Position 360: 1.384288393842719e-06
Position 368: 1.2975092647219292e-06
