Gene = Pgghg
index = 814
Annotated 5SS: [  63  985 1616 2132 3184 3502 3769 3947 4182 4433 4622 4848 5133]
Annotated 3SS: [ 703 1404 1695 3063 3369 3656 3873 4044 4298 4525 4749 4920 5207]
SMsplice 5SS: [  63 1616 3184 3502 3769 3947 4182 4433 4848 5133]
SMsplice 3SS: [1404 3063 3369 3656 3873 4044 4298 4749 5032 5207]
top_k =  100
Partition function (log Z): 13.229394651606514

Sorted 5' Splice Sites (High to Low Probability):
Position 3184: 0.9939917659950896
Position 1616: 0.9900269750480558
Position 63: 0.9871977106559243
Position 4182: 0.9431087741094227
Position 5133: 0.9246031705881412
Position 4848: 0.9159084416827508
Position 3502: 0.8989682007991924
Position 3769: 0.8168891809715062
Position 4433: 0.6932233502382391
Position 3947: 0.6045061940415541
Position 985: 0.333260898036537
Position 4622: 0.26292998572982434
Position 823: 0.18770635167086372
Position 5401: 0.11118932095451818
Position 4687: 0.08888705258537061
Position 4935: 0.07976169126464737
Position 2859: 0.07780885981580873
Position 2132: 0.07670300849646373
Position 859: 0.07590469805202403
Position 3517: 0.06925233669481753
Position 4488: 0.06202756251805318
Position 804: 0.04445509023420084
Position 486: 0.04045034103683562
Position 829: 0.021911608121160737
Position 2280: 0.012368818101074227
Position 479: 0.010729970863193041
Position 5406: 0.010313564887670474
Position 1350: 0.010240082548711943
Position 2091: 0.009259103812906826
Position 5700: 0.006536487146338733
Position 3412: 0.005708347950450765
Position 4189: 0.005050880393484299
Position 1632: 0.0044766067494738295
Position 781: 0.003927886256194071
Position 300: 0.002994288912319718
Position 649: 0.0022889379610395127
Position 1093: 0.0008863794045946347
Position 3202: 0.0005337279923320976
Position 3137: 0.0004753995354950103
Position 256: 0.0004739235306018921
Position 3230: 0.00046417556664432905
Position 355: 0.0002907359763624206
Position 372: 0.0002387551772245409
Position 240: 0.00018158866294009707
Position 280: 0.0001628732218008092
Position 283: 4.0108406035108174e-05
Position 3308: 3.605308479883206e-05
Position 490: 2.070475890660595e-05
Position 581: 1.9730471338842206e-05
Position 121: 1.0665904645929131e-06
Position 3133: 8.93249055720174e-07
Position 67: 4.870688163512611e-07
Position 48: 1.5646474833588118e-07
Position 156: 2.4577726041221535e-08
Position 140: 7.1011022065787805e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4749: 0.9837180752360781
Position 3063: 0.8824751986979463
Position 5207: 0.8612594920064668
Position 3656: 0.8472749514651268
Position 3369: 0.8342131215153998
Position 4044: 0.7223922833460886
Position 4298: 0.7220369894566256
Position 703: 0.5878853589649129
Position 1404: 0.5710386951216815
Position 3873: 0.5637102146847007
Position 5032: 0.5007574167703654
Position 1521: 0.36038449267015743
Position 4525: 0.3431419926536371
Position 4961: 0.33666876542041385
Position 5554: 0.18126867952126977
Position 4072: 0.11153127062337245
Position 2679: 0.07780885981580875
Position 3103: 0.07051979302858821
Position 1495: 0.06308039400569038
Position 3333: 0.06224862819521157
Position 5234: 0.06195503839867292
Position 3294: 0.0583073435509658
Position 3981: 0.053635965747392836
Position 4099: 0.04765271759952114
Position 2019: 0.044973634135299034
Position 3106: 0.04247097061208396
Position 4920: 0.03521575717169854
Position 156: 0.03233073811800966
Position 4974: 0.03110495887756493
Position 923: 0.02998948387336519
Position 822: 0.024735298096091967
Position 4343: 0.02435021835590873
Position 1987: 0.024122727039745214
Position 5011: 0.017652529334538307
Position 4709: 0.015205051758572972
Position 4374: 0.01376574384349433
Position 3480: 0.012263830058497701
Position 5212: 0.010682605356108089
Position 3565: 0.010450753995348476
Position 898: 0.010119413648237796
Position 3311: 0.009269411732715763
Position 2131: 0.008689042176205898
Position 1922: 0.008582533944435266
Position 5821: 0.006536487146338733
Position 1073: 0.006127838801446848
Position 1695: 0.005269527392471504
Position 3876: 0.0046715079186020305
Position 256: 0.004396073413140539
Position 1196: 0.004112243747265093
Position 240: 0.004063417986747596
Position 929: 0.003978290885963142
Position 2160: 0.003679775924868329
Position 781: 0.0032462092997985192
Position 939: 0.0030485852599201773
Position 5295: 0.002971125525283753
Position 579: 0.0029335529399586975
Position 4414: 0.002771193127991268
Position 5087: 0.002435641173572523
Position 3903: 0.0021579158404332346
Position 1946: 0.0020873923483029286
Position 4304: 0.0018828664609515692
Position 400: 0.001752927060782092
Position 4147: 0.0015986837481748346
Position 433: 0.0013893145856161792
Position 3941: 0.0012021116436837414
Position 722: 0.0009751205829194644
Position 1781: 0.0009177290800906581
Position 984: 0.000886379404594635
Position 790: 0.0008523630780465531
Position 436: 0.000372286413286126
Position 3557: 0.000336431920983609
Position 3373: 0.00033620520882059386
Position 3339: 0.0002666192501878897
Position 393: 0.00016984784472772797
Position 448: 1.9661756835102758e-05
Position 1885: 8.568369025976738e-06
