Gene = Mrap2
index = 693
Annotated 5SS: [   92   852 25353 31588]
Annotated 3SS: [  670 25218 31487 38134]
SMsplice 5SS: [   72   852  1094  4386 10530 16165 31588]
SMsplice 3SS: [  670   979  4328 10406 16075 31487 38134]
top_k =  100
Partition function (log Z): -21.415283343631494

Sorted 5' Splice Sites (High to Low Probability):
Position 1094: 0.9350594342981129
Position 852: 0.7595557282679921
Position 4386: 0.5310799712324076
Position 92: 0.4434107589102497
Position 72: 0.4371117727835293
Position 370: 0.31721104676427825
Position 5347: 0.275883833780296
Position 1969: 0.11751216719926336
Position 771: 0.11072990588737557
Position 28: 0.0606227645465807
Position 500: 0.009609503981164811
Position 879: 0.0064273227499256035
Position 529: 0.004886858510539124
Position 1005: 0.003647994941967094
Position 60: 0.003636123736401882
Position 110: 0.0035072537990734386
Position 116: 0.0028159272177361444
Position 464: 0.0004906025318115485
Position 427: 0.00039941446589686184
Position 154: 0.00016131665213989937
Position 150: 0.00014582027407222958
Position 169: 2.4747089639738566e-05
Position 138: 7.915143581477352e-06
Position 126: 7.821737518010317e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 979: 0.8435934834841214
Position 670: 0.8391528253174081
Position 10406: 0.4646057498931681
Position 5183: 0.33976121008751736
Position 4084: 0.2816108233453814
Position 8770: 0.26206427752783606
Position 4142: 0.2522970966438046
Position 224: 0.24234191872256258
Position 1781: 0.12996186824169367
Position 6662: 0.06515847940160141
Position 983: 0.05352120318908986
Position 930: 0.044432131112928513
Position 7789: 0.031345403889892584
Position 5793: 0.02730488382815554
Position 6592: 0.02719399989334611
Position 678: 0.02599391982632738
Position 278: 0.02173714402287589
Position 729: 0.02158817775694464
Position 1814: 0.014961577184278806
Position 369: 0.006876595232975541
Position 195: 0.006370815856784007
Position 1650: 0.0037482481232511814
Position 1604: 0.0030855849331903407
Position 395: 0.0028757096176593275
Position 1787: 0.002251192143208151
Position 201: 0.002163307942459895
Position 1568: 0.001612635759816254
Position 1580: 0.001383506188706561
Position 234: 0.0010390558344817828
Position 258: 0.0008403641136260448
Position 281: 0.0008139490261289839
Position 5157: 0.0007242390674310691
Position 556: 0.0004591706703198148
Position 446: 0.00035838928314187277
Position 241: 0.0002233105104635197
Position 301: 0.0002159763110545351
Position 480: 0.00019729870294801907
Position 336: 8.01916801300554e-05
Position 126: 8.87005929023011e-08
Position 206: 8.00376275848132e-08
Position 150: 5.396200374347989e-08
Position 285: 2.5529913240846536e-08
Position 159: 2.2223357263333528e-08
Position 315: 2.1681348441505242e-08
