Gene = Thyn1
index = 1080
Annotated 5SS: [ 337 4059 5495 5930 6728 7232]
Annotated 3SS: [3876 5425 5836 6631 7080 7437]
SMsplice 5SS: [  46  369 4059 5495 5930 6728 7232]
SMsplice 3SS: [ 230 3876 5425 5836 6631 7080 7437]
top_k =  100
Partition function (log Z): 4.555183705547049

Sorted 5' Splice Sites (High to Low Probability):
Position 6728: 0.9618961587652172
Position 5495: 0.9399918856281875
Position 5930: 0.9141285826869614
Position 369: 0.6650247944765013
Position 7232: 0.6139367196640954
Position 4059: 0.48576698957973385
Position 4045: 0.4703341324844247
Position 46: 0.46962320016552783
Position 337: 0.3349648071427942
Position 108: 0.20379283188705652
Position 69: 0.14578207805216176
Position 65: 0.08887686312436882
Position 5088: 0.06785086969053353
Position 6515: 0.02505540538961412
Position 4326: 0.024032484207835388
Position 4089: 0.015583056090141732
Position 5537: 0.0147361118408167
Position 617: 0.011669835075381952
Position 3075: 0.00874803320779349
Position 1457: 0.00845746543477021
Position 2309: 0.007618509796949683
Position 4793: 0.006083734048059534
Position 1753: 0.005628656555424609
Position 4098: 0.005136795174477751
Position 6028: 0.0048410952227761084
Position 1709: 0.004740260734793538
Position 3118: 0.004660918984253774
Position 4579: 0.004565386955727372
Position 2357: 0.003735516899036246
Position 1784: 0.0031037442473278976
Position 6032: 0.0027208618848635516
Position 3077: 0.002708933993553264
Position 2231: 0.0025780645704061053
Position 6786: 0.0016347511787060441
Position 6400: 0.0012589751788428308
Position 62: 0.0012149406867149478
Position 1740: 0.001162024454431179
Position 100: 0.000600577287273937
Position 43: 0.0005099796985646473
Position 197: 0.00041269710946456253
Position 160: 7.201476192737726e-05
Position 25: 3.8321300075467446e-05
Position 37: 1.9503572992182215e-05
Position 50: 1.1903395003784745e-05
Position 386: 6.187342036124407e-06
Position 378: 3.2509071046434566e-06
Position 266: 4.0819774672509016e-07
Position 381: 3.22686259283143e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 6631: 0.9892090584357773
Position 3876: 0.9725392435494421
Position 5425: 0.8937128464435115
Position 5836: 0.8925372236652421
Position 230: 0.8656739903740936
Position 7080: 0.68254633781942
Position 7437: 0.5243512580913878
Position 7320: 0.14365483269682106
Position 7346: 0.0536331694045988
Position 7034: 0.046427048481332375
Position 5365: 0.045290172498417366
Position 7203: 0.04160188194562803
Position 270: 0.03554388234100524
Position 5798: 0.030592302171257742
Position 7363: 0.027533347669822242
Position 4965: 0.02420609920167148
Position 5025: 0.02391157625371038
Position 7440: 0.023108311123182505
Position 5430: 0.015724978527075394
Position 1581: 0.014634685991977217
Position 6392: 0.014019748837260607
Position 2124: 0.013932091266392034
Position 4877: 0.013094394818677451
Position 4256: 0.012482764653540663
Position 2936: 0.011399622984515394
Position 6289: 0.010843222658905218
Position 473: 0.010796474642713952
Position 7110: 0.010500851206950245
Position 4480: 0.00884070936384886
Position 1372: 0.00845746543477021
Position 7128: 0.008413145297927076
Position 7131: 0.008347662349943342
Position 4154: 0.006745162476083475
Position 4948: 0.006638799416474234
Position 185: 0.0059668105380398665
Position 6853: 0.004937662499702145
Position 2982: 0.0047182632010851384
Position 7459: 0.004319228750401042
Position 276: 0.0036379999825984144
Position 4127: 0.003502338398690832
Position 3839: 0.002695370790461082
Position 4515: 0.0018084116399380457
Position 6395: 0.001661087812403371
Position 7150: 0.0016528170057771383
Position 3880: 0.0015863589888744467
Position 7092: 0.0015331876207310415
Position 4282: 0.0013022186795204095
Position 5853: 0.0011823478268741688
Position 488: 0.000873360432668003
Position 6699: 0.0006577009777057172
Position 7181: 0.0004793627016832319
Position 6640: 0.0004780562528988191
Position 6664: 0.000445601252365275
Position 6915: 0.00039529255113189066
Position 7205: 0.00030570110000063637
Position 237: 7.638057436922408e-05
Position 7218: 5.6713120742753134e-05
Position 286: 5.029799693791585e-05
Position 6893: 3.2208843841641684e-05
Position 5892: 1.2439332124557573e-05
Position 5628: 3.7404672383062773e-06
Position 240: 2.2081634246189246e-06
Position 191: 1.948121876224673e-06
Position 336: 7.701903394308257e-07
Position 290: 1.885981142099843e-07
Position 155: 5.4406199917801886e-08
Position 313: 5.0865823663862496e-08
Position 311: 4.050178323927142e-08
Position 317: 3.647695094987198e-08
Position 361: 2.2662016522749705e-08
