Gene = Alg14
index = 109
Annotated 5SS: [  211  6986 28439]
Annotated 3SS: [ 6830 28306 69782]
SMsplice 5SS: [  211  6986 13828 14404 28439 56665 59837 63220 65564 66599]
SMsplice 3SS: [ 6830 13745 14305 28306 56545 59670 63106 65457 66435 69782]
top_k =  100
Partition function (log Z): -36.28358134934242

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.9999756247388554
Position 6986: 0.6418544505836697
Position 13828: 0.38514323821981034
Position 691: 0.005080325935916209
Position 3272: 0.0032682984800602474
Position 2536: 0.0017113638931567248
Position 415: 0.0008493162580563045
Position 215: 7.99284843158751e-06
Position 377: 2.567666824656514e-06
Position 49: 7.384584835704889e-07
Position 117: 1.2088438163535982e-08
Position 179: 9.172401586850445e-09
Position 19: 6.988660300931081e-09
Position 198: 6.914830397835899e-09
Position 147: 4.743199082863332e-09
Position 236: 2.0761704168880953e-09
Position 243: 1.050411461183038e-09
Position 165: 1.0392628209017023e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 6830: 0.6644677826632159
Position 13745: 0.4775599498144301
Position 15956: 0.3851432382198076
Position 13210: 0.23627719659669344
Position 1080: 0.02482106012752359
Position 3183: 0.022500109501899748
Position 551: 0.022043136987926842
Position 6408: 0.02023998205179974
Position 5404: 0.01986917786081163
Position 7217: 0.01563004248079499
Position 7601: 0.015332341270782746
Position 2215: 0.01477851273027365
Position 8894: 0.010402927822104804
Position 3691: 0.007598685803173638
Position 4143: 0.00701179281364676
Position 7403: 0.006688216725031597
Position 6042: 0.006212224217786837
Position 740: 0.005918909498186493
Position 5865: 0.005533740288536242
Position 2833: 0.005482859402492242
Position 3226: 0.00485873146041248
Position 294: 0.0048541433043113045
Position 4812: 0.004494770161195394
Position 3776: 0.00396020466948841
Position 6211: 0.003866763124422547
Position 3901: 0.0033369607872466363
Position 5885: 0.0033192288766688183
Position 2392: 0.002875220794575024
Position 3071: 0.0028293017538640205
Position 1893: 0.0028241848219398417
Position 5257: 0.0025618424913941176
Position 1100: 0.0022604160086596567
Position 3153: 0.0022566813734021204
Position 1275: 0.0022386826937273356
Position 4071: 0.001896466464195907
Position 795: 0.0018486621274177123
Position 2463: 0.0017393980053737113
Position 4439: 0.0017128993897510038
Position 856: 0.001605708298484084
Position 1120: 0.0015772796762498975
Position 886: 0.00129506093172733
Position 1977: 0.001290176561604347
Position 1339: 0.0012615031280134744
Position 3632: 0.001181109311179922
Position 602: 0.0008165744083301367
Position 2625: 0.0007530631360439559
Position 451: 0.0003040950072340092
Position 477: 0.00026453885864090326
Position 2356: 9.955032993471306e-05
Position 2467: 8.346759765243833e-05
Position 565: 2.8732984864000173e-05
Position 571: 2.7134456297196667e-05
Position 303: 1.925789825520153e-05
Position 328: 1.5853275265095154e-05
Position 599: 1.2464701810437982e-05
Position 629: 8.553792577134902e-06
Position 360: 1.7763175283098867e-06
Position 604: 7.402733022209357e-07
Position 440: 5.816205366149745e-07
Position 364: 1.9322760207914078e-07
Position 410: 1.0017853870129532e-07
