Gene = Lad1
index = 616
Annotated 5SS: [  419  7295  9449 10222 11135 12375 12623 13014 13351]
Annotated 3SS: [ 7156  8565 10116 11090 12301 12484 12926 13275 13713]
SMsplice 5SS: [  419  7295  8684 10222 12375 12623 13014 13351]
SMsplice 3SS: [ 7156  8565 10116 12301 12484 12926 13177 13713]
top_k =  100
Partition function (log Z): 12.014953855562773

Sorted 5' Splice Sites (High to Low Probability):
Position 10222: 0.9950874068399848
Position 12375: 0.9831386953754687
Position 419: 0.9621966946616471
Position 13351: 0.9589634799641868
Position 7295: 0.9523241374546539
Position 12623: 0.8871508409008098
Position 13014: 0.7328211948574268
Position 8684: 0.7053301329049485
Position 13946: 0.3788000615549077
Position 11135: 0.3526580365049401
Position 5734: 0.260244372545386
Position 2358: 0.253314950802945
Position 13045: 0.24027236620306194
Position 2450: 0.171637985142821
Position 11308: 0.15446222028517076
Position 5237: 0.14555403940104972
Position 13632: 0.14091957917996456
Position 13843: 0.135313914215685
Position 959: 0.12957857799973602
Position 8687: 0.08250538918850735
Position 12688: 0.06787087752795878
Position 7538: 0.06252604506697626
Position 13592: 0.04101428152920518
Position 1219: 0.03907590847419422
Position 329: 0.03426055778761404
Position 13556: 0.021789923280386935
Position 13953: 0.02136803275786926
Position 9449: 0.020052201041920893
Position 13114: 0.01903602352420629
Position 7667: 0.01887083649499954
Position 13914: 0.012115158206764409
Position 5150: 0.01140247470859524
Position 12404: 0.010926072980735654
Position 2454: 0.009768314133048104
Position 656: 0.007212054248180408
Position 13279: 0.005733743369037238
Position 1665: 0.005232415795122951
Position 1353: 0.005095013146438169
Position 11570: 0.0034160157641360224
Position 10610: 0.0017250580878018778
Position 546: 0.0008111659475980992
Position 13585: 0.000637680201291421
Position 141: 0.0005812524333751221
Position 387: 0.0004369180613320351
Position 519: 0.0004161464161171341
Position 404: 8.291277943023972e-05
Position 383: 5.0014031566973745e-05
Position 187: 8.894781078243842e-07
Position 70: 3.0965838482710464e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 10116: 0.9923510648551837
Position 12301: 0.9660902787525029
Position 7156: 0.9519773791118693
Position 13713: 0.937930026671864
Position 12484: 0.8534557996717125
Position 8565: 0.787835522093456
Position 12926: 0.7729840072079146
Position 13177: 0.610503616182494
Position 14404: 0.5357630372114651
Position 11090: 0.4264698887317201
Position 13275: 0.35228089251564193
Position 2195: 0.2822449895409383
Position 5518: 0.2602443725453861
Position 12860: 0.21621951390535
Position 13504: 0.20979222315581447
Position 2321: 0.13243126349881623
Position 5113: 0.09891935949163988
Position 634: 0.08180440652296055
Position 7465: 0.0605121590244511
Position 5005: 0.05803715461800507
Position 11213: 0.04929655978109573
Position 12456: 0.04231333112578336
Position 1141: 0.033781218473649344
Position 13945: 0.0318175990287229
Position 11134: 0.03135380827729457
Position 12551: 0.031117106067968726
Position 12170: 0.022591439155327103
Position 9389: 0.02005220104192088
Position 2220: 0.019707894044718927
Position 7477: 0.01674056085876618
Position 14024: 0.012608438328828167
Position 906: 0.011948984920374193
Position 618: 0.01181623151318251
Position 777: 0.008848722125227871
Position 13791: 0.008716196684363473
Position 12486: 0.008652279917078764
Position 13809: 0.008566825801417845
Position 796: 0.007736504136801489
Position 12580: 0.007561158093349096
Position 1262: 0.005981744420783017
Position 12251: 0.005396669434582257
Position 14427: 0.0045520470464022345
Position 12577: 0.004428122646851506
Position 7402: 0.004144161678758511
Position 12907: 0.003851506503878796
Position 12461: 0.0032976839964195225
Position 494: 0.0029779844954429813
Position 1144: 0.0029057194714520785
Position 851: 0.0028459433302704495
Position 9989: 0.0027363419848014446
Position 829: 0.002684859278842573
Position 12109: 0.00242504806831891
Position 13451: 0.0022122369971968262
Position 1484: 0.0019137624265250894
Position 11359: 0.001834790206294451
Position 583: 0.0018028539277608815
Position 12527: 0.0017575698550778714
Position 11461: 0.0015812255578415725
Position 1123: 0.0014290049121127482
Position 1541: 0.0014289854233562286
Position 870: 0.0010384515899699211
Position 10501: 0.001006235270016748
Position 1497: 0.00100293667089678
Position 1048: 0.000959965616980076
Position 722: 0.0009396059806451215
Position 12945: 0.0008539058511192294
Position 798: 0.0006487624956472104
Position 10554: 0.0005720438100159543
Position 500: 0.0005341831859628952
Position 7026: 0.00034675834278443584
Position 2268: 0.00033710299434079925
Position 10589: 0.00014677900776917545
Position 12979: 0.00013336575152143269
