Gene = Ufm1
index = 1162
Annotated 5SS: [  82  217 2616 3597 4589]
Annotated 3SS: [ 159 2557 3556 4555 5834]
SMsplice 5SS: [  82  217 2616 3632 9903]
SMsplice 3SS: [  159  2557  3556  9814 10250]
top_k =  100
Partition function (log Z): -5.777808329451059

Sorted 5' Splice Sites (High to Low Probability):
Position 2616: 0.9697391251115953
Position 82: 0.7993769103767108
Position 217: 0.6903853926004879
Position 3632: 0.6903218920200318
Position 9903: 0.3878013611029756
Position 58: 0.15802582331165088
Position 350: 0.12633215883676835
Position 4589: 0.10711567891081379
Position 3597: 0.08761049493970344
Position 334: 0.052237739765062775
Position 280: 0.04728432115436883
Position 2138: 0.022309677294113463
Position 326: 0.021030547282764094
Position 3889: 0.016747575912073702
Position 387: 0.013851047726421938
Position 452: 0.012347749242609831
Position 4297: 0.010303627484576243
Position 86: 0.009124824406512015
Position 4415: 0.0057058345178674945
Position 2747: 0.004183459204652426
Position 3133: 0.003620262354912761
Position 416: 0.0034684127666717805
Position 2575: 0.0025285393768345633
Position 2622: 0.00207161942584472
Position 3474: 0.0011690540778694853
Position 60: 0.0007119937735512136
Position 523: 0.0006376831432827333
Position 72: 0.0005271516798474989
Position 64: 7.987839791129916e-05
Position 167: 3.754970860875723e-05
Position 92: 2.4840431799444697e-05
Position 62: 2.1838648601202125e-05
Position 160: 1.5074340447506165e-05
Position 215: 9.372670276959393e-06
Position 221: 2.5197493900361764e-06
Position 98: 5.357492103207356e-10
Position 100: 1.5569037946781024e-10
Position 133: 1.251737275096617e-11
Position 124: 5.8361723796666524e-12
Position 117: 1.2235692204146488e-13
Position 146: 4.7606813874964964e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2557: 0.9459079210042087
Position 159: 0.9295899501770121
Position 3556: 0.6917400610159471
Position 9814: 0.5659429809352886
Position 10250: 0.4368872995528493
Position 4555: 0.2014915287203477
Position 3507: 0.1463900962525901
Position 10182: 0.07775363913417606
Position 5834: 0.03596912138496748
Position 2436: 0.03282655240855607
Position 4129: 0.024922638813909184
Position 4484: 0.01895027263126821
Position 4521: 0.015592444211150955
Position 8300: 0.013275505318849334
Position 2016: 0.012401149987391946
Position 4194: 0.010509177280812696
Position 2041: 0.009908527306721515
Position 6967: 0.009898513840931947
Position 7949: 0.009852427924172794
Position 3761: 0.006419706841411213
Position 3344: 0.006373852993989445
Position 3728: 0.006140936343763504
Position 386: 0.005690623765959116
Position 3026: 0.005196818933873248
Position 5800: 0.004328927884108279
Position 5221: 0.004045423564217676
Position 5519: 0.0036263126728894846
Position 3888: 0.002847574389100789
Position 4945: 0.0025781113645193116
Position 5404: 0.0022309673701105003
Position 3943: 0.0017794564734061671
Position 2401: 0.001762842130269019
Position 3921: 0.0014394384179711379
Position 333: 0.0009871570386890125
Position 4263: 0.000802359855653023
Position 3701: 0.0005680247020003076
Position 3832: 5.079784123890415e-05
Position 3829: 3.9606970233524985e-05
Position 3384: 3.846795868888969e-05
Position 166: 3.8124494164246344e-06
Position 215: 4.594910007693509e-09
