Gene = Ube2cbp
index = 1157
Annotated 5SS: [  210 13137 16188 24365 29667 37583 39689 42110 92610]
Annotated 3SS: [ 12939  16096  24195  29596  37512  39579  41945  92470 157073]
SMsplice 5SS: [   210   1445  13137  16188  17252  17405  19380  24365  24537  29667
  39689  42110  50440  73003  92610 129514 144662 150719]
SMsplice 3SS: [  1368  12939  16096  17101  17322  19257  24195  24453  29596  39579
  41945  50296  72944  92470 129429 144570 150629 157073]
top_k =  100
Partition function (log Z): -74.5321195561313

Sorted 5' Splice Sites (High to Low Probability):
Position 210: 0.9119682018891351
Position 1445: 0.8309563656594934
Position 1452: 0.14350422527246212
Position 6547: 0.09666283814036472
Position 2083: 0.05146670457276291
Position 228: 0.038132642374230905
Position 2077: 0.018403521062500188
Position 2821: 0.0156573183008632
Position 191: 0.015190392367813855
Position 481: 0.008805902203729864
Position 4346: 0.004946652656215459
Position 3222: 0.004159333205654104
Position 365: 0.0029091497656588017
Position 172: 0.0028111316505145434
Position 359: 0.0027950708608761136
Position 114: 0.002699686208911269
Position 274: 0.0025864090769069058
Position 345: 0.0025509009579170595
Position 2839: 0.002238106957815775
Position 92: 0.0016276967212682215
Position 505: 0.0014907472419536075
Position 86: 0.0014607807226616107
Position 80: 0.001062376705567536
Position 282: 0.0010425178360465967
Position 883: 0.0008007391704707656
Position 521: 0.0007348348981186279
Position 107: 0.0006664496484350866
Position 67: 0.0006643696998075754
Position 1532: 0.00027677932503161805
Position 1476: 1.3866230301863221e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 1368: 0.9615409171897314
Position 6425: 0.19946774010816506
Position 6787: 0.17677296560383166
Position 3287: 0.1493373351381338
Position 4465: 0.12176862988268813
Position 1866: 0.08653403743927092
Position 7522: 0.05457665573986924
Position 4980: 0.048603920674207046
Position 7366: 0.03497762449142215
Position 2726: 0.028890156862325704
Position 3800: 0.028761528308505112
Position 1904: 0.026777206462787726
Position 7854: 0.024909564096806888
Position 3336: 0.0244088419076996
Position 5374: 0.01973912187858492
Position 1718: 0.01837756176854929
Position 2019: 0.016789833890671662
Position 3070: 0.012534777132929099
Position 4212: 0.012314810560375889
Position 4098: 0.012252920968664177
Position 1371: 0.01177130983064268
Position 2265: 0.01016113641864208
Position 6476: 0.008221885829512419
Position 5863: 0.008181373736099347
Position 5068: 0.008117067336494895
Position 1690: 0.007233227130289258
Position 2218: 0.0069315910701817605
Position 5179: 0.005418803361606665
Position 3089: 0.00515248304955637
Position 4542: 0.005092131979897009
Position 4791: 0.00490571731296165
Position 3221: 0.004504089346367891
Position 4118: 0.004142482156619573
Position 3462: 0.002877742402968039
Position 1312: 0.002396086312899878
Position 3361: 0.0019783751361356836
Position 1621: 0.001763119335486736
Position 1625: 0.001607685850241735
Position 2368: 0.0015791105386640896
Position 2111: 0.0012915309430260665
Position 1389: 0.001195977178376236
Position 627: 0.0011170207838384378
Position 1283: 0.0010345006555872221
Position 1163: 0.0009597681191471405
Position 2747: 0.00047229016745954785
Position 1192: 0.0003126369417041218
Position 1294: 0.00021589574679169106
Position 1013: 0.0001349145573351633
Position 1199: 0.0001010177502071136
Position 1403: 7.776437734358811e-05
Position 1444: 8.259221654741693e-07
