Gene = Pid1
index = 815
Annotated 5SS: [   305 125414]
Annotated 3SS: [125266 246137]
SMsplice 5SS: [   305  10607  96859 104802 125414 140421 173088 205034 235776 237583]
SMsplice 3SS: [ 10470  96758 104669 125266 140278 173009 204951 235571 237481 243882]
top_k =  100
Partition function (log Z): -114.6067270912325

Sorted 5' Splice Sites (High to Low Probability):
Position 305: 0.9930803285613358
Position 1831: 0.3410172178887917
Position 799: 0.10113678460137926
Position 586: 0.09477606705975268
Position 574: 0.04020195670061419
Position 5183: 0.027129975262403988
Position 1697: 0.0167606789075151
Position 895: 0.009397067362273847
Position 349: 0.003521738467179231
Position 371: 0.003103614620670943
Position 1881: 0.0021548612618026526
Position 1102: 0.0014203248453542156
Position 594: 0.00013258338628130916
Position 576: 0.0001074838863594868
Position 582: 8.899018039462723e-05
Position 108: 7.526256076934078e-05
Position 565: 6.285607524119382e-05
Position 513: 5.87639857898369e-05
Position 580: 3.3932118375039784e-05
Position 362: 3.357412308418769e-05
Position 83: 1.418610357612409e-05
Position 449: 6.786946583753979e-06
Position 479: 6.467902366665453e-06
Position 233: 3.609512808302629e-06
Position 244: 2.684303052724203e-06
Position 185: 2.4388571770057293e-07
Position 356: 1.0282345369685089e-07
Position 40: 8.036145394301748e-09
Position 277: 1.5528696557406682e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1766: 0.3599628230042754
Position 5619: 0.3178993309126549
Position 715: 0.25025155507167346
Position 2708: 0.19432205119975413
Position 393: 0.12441029064360885
Position 427: 0.07141530151824853
Position 4983: 0.059744403561842116
Position 1919: 0.03594174436120513
Position 4880: 0.03184928654786158
Position 3398: 0.03159832151920851
Position 4918: 0.02137544359840429
Position 4569: 0.013812035784705318
Position 1651: 0.01246914431282211
Position 2130: 0.011551161712236397
Position 1968: 0.01006965120885701
Position 488: 0.009087926615647038
Position 1540: 0.008604141899086705
Position 5795: 0.007998586066035823
Position 5528: 0.007686101350923727
Position 3008: 0.0071934270143541945
Position 1571: 0.006297291450897438
Position 3084: 0.005980594628029296
Position 573: 0.00505800098214312
Position 1784: 0.004617859163450306
Position 4452: 0.004522167342704627
Position 2159: 0.0035162477488436027
Position 1169: 0.0030865810127709936
Position 3580: 0.002831484060590392
Position 973: 0.0025564887049881373
Position 3421: 0.0025499272741429067
Position 3280: 0.0024461277400832145
Position 3139: 0.00226736077024959
Position 1604: 0.0006284432942604102
Position 493: 0.0003678196943132045
Position 511: 0.00021488501380358528
Position 495: 5.743996622094885e-05
Position 231: 3.5991058438110635e-05
Position 202: 2.017007508562198e-05
Position 537: 1.43913299865972e-05
Position 182: 7.341204174210859e-06
Position 519: 5.085037334450321e-06
Position 673: 1.9569828266960208e-06
Position 191: 1.7690856337943077e-06
