Gene = Trmt13
index = 1143
Annotated 5SS: [  829 19949 22124 22395 24358 24854 25097 26116 28833 29392 32094]
Annotated 3SS: [18993 22076 22327 24294 24783 24989 25947 28759 29316 31663 32976]
SMsplice 5SS: [  557 11267 25097 32094]
SMsplice 3SS: [11131 24989 31862 32976]
top_k =  100
Partition function (log Z): -19.50167520182526

Sorted 5' Splice Sites (High to Low Probability):
Position 557: 0.9784469896750335
Position 4335: 0.961882801437954
Position 11267: 0.952066814693737
Position 829: 0.5350979677021824
Position 127: 0.14245489707772804
Position 834: 0.10565387424846655
Position 210: 0.05777684133059533
Position 844: 0.043030203622641865
Position 48: 0.030742240848881046
Position 43: 0.028286386424928072
Position 229: 0.02268294851331333
Position 154: 0.018582628810041094
Position 270: 0.018373538562285754
Position 166: 0.0013797082071370474
Position 535: 0.0010059825897302736
Position 367: 0.0006090743344629208
Position 151: 0.0005835776522044026
Position 101: 0.0004557033392091509
Position 302: 0.0003840101969189155
Position 3061: 0.00030880570961898965
Position 2554: 0.0002703711698490782
Position 2976: 0.0002603737806365797
Position 143: 0.00021628437140810476
Position 108: 0.000187776800796336
Position 73: 0.0001581986600095877
Position 105: 0.00015541753517110874
Position 55: 0.0001444309020880312
Position 99: 0.00011447131840195306
Position 87: 9.072105049542512e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 11131: 0.952066814693737
Position 4226: 0.9278684476165373
Position 690: 0.6202611005588903
Position 18993: 0.6186161882538049
Position 367: 0.3015124585125866
Position 11966: 0.18699022190408202
Position 4210: 0.04378685391868143
Position 636: 0.04079711012256064
Position 12518: 0.03937832129088462
Position 12187: 0.03330783515310775
Position 11774: 0.027943188031673536
Position 13515: 0.02209559128236506
Position 9329: 0.018286576035801496
Position 695: 0.015840178042140635
Position 11981: 0.013644942957448116
Position 3608: 0.01363788425992772
Position 11355: 0.01009052582036771
Position 794: 0.006222139058115954
Position 328: 0.0031330744480725452
Position 4605: 0.0019135682892936399
Position 2619: 0.0014952014352783817
Position 2426: 0.00146360148117973
Position 1112: 0.00047103093024228494
Position 2961: 0.0003002022208551651
Position 2792: 0.00017498919708010269
Position 3003: 4.2286069902601036e-05
Position 384: 2.1106147484435683e-05
Position 434: 7.731834935467093e-06
Position 503: 6.5153967550647045e-06
Position 692: 4.787969125223689e-06
Position 714: 4.044040954144182e-06
Position 182: 2.9015587406326376e-06
Position 472: 2.718762008947993e-06
Position 371: 2.3786338705371093e-06
Position 712: 2.0926526281181852e-06
Position 390: 1.4899206584939857e-06
Position 475: 1.4096211588261586e-06
Position 603: 1.1290288485817066e-06
Position 708: 1.1097484837360968e-06
Position 302: 1.0779271025307779e-06
Position 717: 9.214349092539651e-07
Position 519: 3.7740147707698644e-07
Position 797: 3.0230447886448563e-07
Position 811: 2.5702911518497716e-07
Position 241: 2.3572042182471425e-07
Position 800: 6.244002350757257e-08
Position 627: 5.940811958265519e-08
