Gene = Endod1
index = 379
Annotated 5SS: [572]
Annotated 3SS: [23354]
SMsplice 5SS: [ 572 7335]
SMsplice 3SS: [ 7192 23354]
top_k =  100
Partition function (log Z): -14.888701782136799

Sorted 5' Splice Sites (High to Low Probability):
Position 572: 0.9999609517527622
Position 7335: 0.9874434764181231
Position 954: 0.0028156743839834438
Position 1240: 0.00022375054827834296
Position 1472: 3.107104554143001e-05
Position 428: 2.8936992079464043e-05
Position 963: 5.405059778872478e-06
Position 118: 4.457432763296015e-06
Position 101: 4.089783645223692e-06
Position 6: 2.4354568681655573e-06
Position 874: 1.761434622819262e-06
Position 750: 1.1767591683499534e-06
Position 279: 2.879104090387752e-07
Position 122: 3.807511127473146e-08
Position 108: 3.275510769122749e-08
Position 168: 1.4402634095765807e-08
Position 103: 3.5080772453729275e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 23354: 0.9368992878436457
Position 7192: 0.5423277153604186
Position 7157: 0.4456061851118991
Position 10736: 0.011191046434119493
Position 14079: 0.009860951675081317
Position 11726: 0.0073913450006489086
Position 13307: 0.006955167137715943
Position 9726: 0.00333392886530831
Position 10103: 0.0031218696701240905
Position 8282: 0.002378889833951024
Position 6440: 0.0022547718605796085
Position 10707: 0.0020804887943566717
Position 9337: 0.0019481925815896027
Position 7850: 0.0019102870731064856
Position 899: 0.0018474947914522571
Position 9064: 0.001842046139049287
Position 3963: 0.0013008469685592673
Position 6635: 0.0011006598057933849
Position 1347: 0.0010966596276237508
Position 1106: 0.0009015724371184494
Position 1277: 0.0007641858716336178
Position 733: 0.0007301619389478911
Position 860: 0.0006919530823682239
Position 5320: 0.0006022418299108977
Position 7415: 0.0004230662804317178
Position 1230: 0.00032096539160987223
Position 3312: 0.00027796680918625504
Position 1562: 0.00018325809032744008
Position 1164: 0.00015475816362835442
Position 1393: 0.0001453806938157419
Position 1006: 0.0001145912116189121
Position 1300: 0.00011171290295421965
Position 3817: 9.382849214997866e-05
Position 805: 9.076142246716748e-05
Position 2769: 8.917947914939611e-05
Position 766: 8.25702224057015e-05
Position 2715: 6.020405662784871e-05
Position 646: 5.1881179819133386e-05
Position 1142: 4.5693050935000864e-05
Position 790: 3.76534937468402e-05
Position 1285: 3.5113719704866295e-05
Position 769: 3.223457480897926e-05
Position 882: 1.3038063524147022e-05
Position 685: 4.673551989403358e-06
Position 814: 4.525762556156682e-06
Position 743: 3.166987908742379e-06
Position 352: 2.1967502865001956e-06
Position 903: 1.9859008070299883e-06
Position 391: 1.5236926970532995e-06
Position 480: 7.490266001250727e-07
Position 832: 6.894149139924698e-07
Position 540: 5.669432367647954e-07
Position 906: 4.812579455007652e-07
Position 826: 4.6645409535532437e-07
Position 679: 4.328922954648692e-07
Position 320: 1.2468235317591883e-07
Position 356: 5.769829179448767e-08
Position 245: 4.60062476922135e-08
Position 550: 4.005609016991238e-08
Position 331: 2.9606724357893565e-08
