Gene = Lrif1
index = 643
Annotated 5SS: [  171 11207 12704]
Annotated 3SS: [ 9726 12421 13468]
SMsplice 5SS: [  171 12704]
SMsplice 3SS: [12421 12793]
top_k =  100
Partition function (log Z): -12.656615712068389

Sorted 5' Splice Sites (High to Low Probability):
Position 171: 0.9879109463399843
Position 12704: 0.48025591970204884
Position 781: 0.12993761172921947
Position 692: 0.08067450026712943
Position 1034: 0.03889284903920112
Position 42: 0.0017791361367217738
Position 575: 0.0011687946629632669
Position 565: 0.001106293509048841
Position 597: 0.0004917310054108088
Position 1019: 0.0004241912780418981
Position 74: 0.00039681028293025376
Position 463: 0.0003812958825562276
Position 223: 0.00021480309917885129
Position 479: 0.0001116981090952435
Position 547: 0.0001098355049637987
Position 266: 0.000109353788227748
Position 776: 7.981445146871789e-06
Position 374: 3.949300361221968e-07
Position 156: 3.2632563097214783e-07
Position 175: 2.390747281362111e-07
Position 65: 2.3170048384459992e-07
Position 237: 3.827507175431974e-08
Position 247: 3.105695131484892e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 12421: 0.8330607177982909
Position 12793: 0.4075439567098368
Position 691: 0.14667410140880321
Position 13468: 0.07271196299221241
Position 6542: 0.0492972711563969
Position 453: 0.041856147696354574
Position 421: 0.03276768857185712
Position 920: 0.031542940975410584
Position 11400: 0.021930238589172035
Position 2682: 0.013535728784203343
Position 6591: 0.012967534101922572
Position 985: 0.012058116608290969
Position 618: 0.005354488868615494
Position 7016: 0.004431210250736302
Position 5065: 0.0034952842408260435
Position 7124: 0.0034623133011996896
Position 7415: 0.0033635950773500583
Position 1283: 0.003290464320125997
Position 4807: 0.0028966973848487177
Position 543: 0.0028198155053826717
Position 2854: 0.0024567068463935394
Position 5107: 0.0019317758524456379
Position 5489: 0.0018399488586185511
Position 1120: 0.001224326011396804
Position 3259: 0.0012018349842637856
Position 2254: 0.0011155473925843
Position 2517: 0.0010777312932497788
Position 2727: 0.0010316026256160186
Position 4604: 0.001004927787897848
Position 3567: 0.0009674902906692214
Position 3230: 0.0007987210749791944
Position 2825: 0.0006680467419869134
Position 3634: 0.000606417633580698
Position 2099: 0.0005699617088211863
Position 2086: 0.0003527205776220752
Position 1661: 0.00033081310623763317
Position 400: 0.00028569354334415857
Position 1701: 0.0002762264481051933
Position 382: 0.0002548831877458594
Position 379: 0.00020026966291956683
Position 360: 0.00019538819949547294
Position 339: 0.00017691675620328507
Position 604: 0.00017478372514419225
Position 272: 0.00016808162099529514
Position 957: 2.8698514003630304e-06
Position 505: 1.0530212186855008e-06
