Gene = Sprn
index = 1018
Annotated 5SS: [329]
Annotated 3SS: [1204]
SMsplice 5SS: [329]
SMsplice 3SS: [1204]
top_k =  100
Partition function (log Z): -8.886378925017995

Sorted 5' Splice Sites (High to Low Probability):
Position 329: 0.9952083045614245
Position 1367: 0.18900348860434588
Position 1591: 0.057468671696410754
Position 2022: 0.04606048928531036
Position 1086: 0.04437770547140998
Position 1331: 0.02294909036427277
Position 3819: 0.02293678641492364
Position 1361: 0.01621029820751788
Position 1341: 0.00793929725712987
Position 144: 0.0018045343078173192
Position 232: 0.001011507614199368
Position 523: 0.0007103240028788705
Position 342: 0.0006058930326848697
Position 1100: 0.0006034048790488159
Position 732: 0.0005765167169814964
Position 286: 0.0005311992543547868
Position 70: 0.00035433595433133894
Position 333: 0.00033055109789024056
Position 125: 0.0003291953701172292
Position 1440: 0.0002728115767348759
Position 119: 0.00015811514478321687
Position 536: 6.3935636103399e-05
Position 75: 4.43995169128182e-05
Position 1090: 4.312980424215809e-05
Position 457: 2.434829745254491e-05
Position 77: 2.154288308972362e-05
Position 82: 7.831011092764138e-06
Position 32: 5.20313644256518e-06
Position 322: 2.588942775409734e-07
Position 161: 5.325508622629243e-08
Position 255: 1.4358490352562947e-08
Position 355: 1.2192831580321583e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1204: 0.4458455512812722
Position 1933: 0.21644901605417172
Position 2971: 0.18542200116536572
Position 3636: 0.1656039866100296
Position 3962: 0.07962827185221626
Position 834: 0.041487461911782195
Position 1860: 0.03512883931286663
Position 1281: 0.026487609080398763
Position 2829: 0.024032162585742152
Position 3059: 0.02290894588231256
Position 3023: 0.019797827001351985
Position 1415: 0.017107094398051612
Position 624: 0.016500245611900843
Position 963: 0.01318208922479805
Position 1884: 0.012632206700414728
Position 1172: 0.01027154795012533
Position 433: 0.008687977806892207
Position 3872: 0.008389458312759479
Position 1479: 0.007039832090647673
Position 1040: 0.00568190785948005
Position 1476: 0.005002324372763059
Position 2182: 0.004709518468863991
Position 1487: 0.004648192623328264
Position 790: 0.004435826346623155
Position 569: 0.0036941396194099477
Position 470: 0.0034713129723072714
Position 966: 0.0031956202677561616
Position 1744: 0.0030275786370686847
Position 920: 0.0028026124204102
Position 1779: 0.002790294195759394
Position 206: 0.002709575410457495
Position 3728: 0.002290030463278405
Position 901: 0.0018480680447643908
Position 585: 0.0014438164333490542
Position 1024: 0.0003612486074395691
Position 1218: 0.00034365609520397336
Position 852: 0.00028955468385806276
Position 1003: 0.00026178304425446947
Position 404: 2.495524404048331e-05
Position 418: 1.9109157073493985e-05
