Gene = Ndufs2
index = 741
Annotated 5SS: [  129  1032  6176  7849  8413  8608  8836  9178  9983 10517 10766 11850]
Annotated 3SS: [  924  5984  7727  8224  8529  8749  9057  9852 10420 10681 11791 12034]
SMsplice 5SS: [  129  1032  5202  6176  7849  8413  8836  9178  9983 10517 10766]
SMsplice 3SS: [  924  5092  5984  7727  8224  8749  9057  9852 10420 10681 12034]
top_k =  100
Partition function (log Z): 18.91207533945392

Sorted 5' Splice Sites (High to Low Probability):
Position 9178: 0.996858288297671
Position 129: 0.9950615498037719
Position 8413: 0.9949455661800006
Position 7849: 0.9912310556092845
Position 1032: 0.9577309055562544
Position 10766: 0.9238214142840304
Position 9983: 0.9055844395546742
Position 10517: 0.8781751603114596
Position 5202: 0.8040693349178385
Position 6176: 0.7456368734314542
Position 8836: 0.5758032710588804
Position 2753: 0.3468304713208862
Position 7631: 0.31862282333053416
Position 8608: 0.3049662251690699
Position 8684: 0.28964730265383226
Position 5911: 0.24368239410839193
Position 4629: 0.2112274146820652
Position 6184: 0.19449070874714622
Position 11850: 0.19213813654881715
Position 8890: 0.1685047410798321
Position 5890: 0.11532376155753511
Position 2765: 0.10463032628261718
Position 8854: 0.08307545065007765
Position 6098: 0.059872417821407654
Position 4599: 0.05176675920203188
Position 9938: 0.045001384477146744
Position 2691: 0.02282856650119939
Position 10171: 0.016980438464665275
Position 9606: 0.016386725257655842
Position 6647: 0.015523719825336629
Position 9773: 0.01227072604750987
Position 8659: 0.010750833859460894
Position 3833: 0.00971008639382874
Position 1858: 0.00911054834195505
Position 6570: 0.00878603460593875
Position 5127: 0.008677908102871765
Position 2769: 0.00861232601812827
Position 9527: 0.00729833498382323
Position 9653: 0.006701001760428453
Position 5303: 0.006638609810314784
Position 6593: 0.004041069022168557
Position 6687: 0.0038608932501843413
Position 9701: 0.003702031232497801
Position 11726: 0.0033227105115329093
Position 5459: 0.0030238913847980215
Position 8086: 0.0023072302809908057
Position 28: 0.0017920285424722565
Position 116: 0.0013851662799182038
Position 2364: 0.0012897019664289508
Position 8417: 0.0008870121366504398
Position 96: 0.0008555521702153464
Position 2063: 0.0007414143619480932
Position 1252: 0.0006313647187230233
Position 82: 0.00039462529287597056
Position 1895: 0.00020622417707269784
Position 722: 0.00015651046409298746
Position 9131: 6.047769729574245e-05
Position 706: 5.795067552178391e-05
Position 592: 4.399768557527345e-05
Position 690: 3.6048499669207016e-05
Position 1058: 2.065324054521564e-07
Position 237: 1.7413097041034398e-08
Position 280: 1.714150311434407e-08
Position 143: 5.638876777100512e-09
Position 272: 4.655424221489923e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7727: 0.9895046089246514
Position 9057: 0.9784784510036362
Position 9852: 0.94331578483144
Position 5984: 0.9110345477590445
Position 12034: 0.8643988712657649
Position 924: 0.8254694511169568
Position 10420: 0.8227543004522244
Position 10681: 0.8063423512038197
Position 8749: 0.8041364939486936
Position 5092: 0.6632520461243826
Position 8224: 0.6226286441956376
Position 8529: 0.5905868242510274
Position 2594: 0.4462516500411585
Position 7538: 0.318623754248198
Position 4502: 0.2629941738840966
Position 11791: 0.22778990624575757
Position 8169: 0.21862005117994376
Position 5746: 0.18189155477267474
Position 5788: 0.17711460089325232
Position 5108: 0.15915769809144037
Position 8326: 0.14853020570708403
Position 10599: 0.10910433935824052
Position 903: 0.08900991311391707
Position 6043: 0.08896545224096522
Position 10345: 0.04809582561525127
Position 10909: 0.030831487137382596
Position 9587: 0.0296743769136101
Position 6425: 0.02043588517804704
Position 2623: 0.018975743117854167
Position 11606: 0.017824703078224622
Position 8509: 0.0175116324089232
Position 11184: 0.014532692868944212
Position 11939: 0.013419343694527904
Position 9433: 0.013351229485558525
Position 926: 0.01297367399390473
Position 997: 0.012612912298413718
Position 11754: 0.012227538097246655
Position 6570: 0.01177583152558124
Position 9130: 0.01121247324713326
Position 8495: 0.011069658391101736
Position 1736: 0.00983316627207493
Position 8650: 0.008768979188086074
Position 3728: 0.007994791629500415
Position 9874: 0.00748619500528723
Position 2543: 0.0073880831465368176
Position 2711: 0.0071777774482307075
Position 10716: 0.0064651160289114565
Position 937: 0.00565921165199023
Position 10359: 0.005063863027399277
Position 10086: 0.004674673542651679
Position 9904: 0.004097287302865033
Position 9834: 0.0040121504893624845
Position 8189: 0.00397343244178617
Position 9080: 0.0038498275412318555
Position 11434: 0.003739599558617442
Position 855: 0.003710653680458749
Position 10249: 0.0035050394288713756
Position 9028: 0.003375761806920533
Position 9409: 0.00333321288274657
Position 10865: 0.003284443462204998
Position 2515: 0.003108436369051298
Position 10297: 0.003066625137346153
Position 9772: 0.002642954216905522
Position 10685: 0.002497538451485989
Position 7920: 0.002497427743211704
Position 943: 0.002309368214192428
Position 7781: 0.0017255157669716862
Position 3629: 0.0017152947643283255
Position 10719: 0.0016389971612340197
Position 8141: 0.0016210066557625475
Position 852: 0.001579987785916917
Position 9871: 0.0013372171079769493
Position 602: 0.0011937404212081547
Position 10253: 0.0008748403823873068
Position 2278: 0.0007553325936706382
Position 8807: 0.000676488679370228
Position 568: 0.0005960608917876115
Position 1152: 0.0005068655571076325
Position 868: 0.00044719549456975175
Position 768: 0.00035963335744759696
Position 962: 0.0003538083854057635
Position 871: 0.0003537121713062246
Position 967: 0.0003383163608115599
Position 947: 0.0002072697118131522
Position 8060: 0.00019724630012099884
Position 2196: 0.00019097608673814383
Position 651: 0.0001624015576720384
Position 2187: 0.00014586198000294008
Position 1995: 0.00014296134489932952
Position 1004: 0.00012699330150513195
Position 2310: 0.00012678918957145476
Position 1123: 0.0001244991616153912
Position 1749: 8.20592640015872e-05
Position 8092: 7.179437409476512e-05
Position 2041: 7.07421164457738e-05
Position 381: 1.6546048267324345e-05
Position 527: 1.1412530769236583e-05
Position 344: 8.621086345737825e-06
Position 449: 7.990139728873945e-06
Position 518: 3.6707447852210633e-06
Position 743: 1.1717132547031184e-06
Position 773: 8.252007984419491e-07
Position 587: 2.5762153924310723e-08
Position 631: 1.7736081074092047e-08
Position 638: 1.880206486658989e-09
