Gene = E030018B13Rik
index = 352
Annotated 5SS: [ 239 2572]
Annotated 3SS: [2382 3095]
SMsplice 5SS: [239]
SMsplice 3SS: [2264]
top_k =  100
Partition function (log Z): -8.733850067586916

Sorted 5' Splice Sites (High to Low Probability):
Position 239: 0.893638606313805
Position 500: 0.5712620533256458
Position 1714: 0.5555387875399408
Position 1260: 0.20901600716937102
Position 316: 0.010789918555336547
Position 1868: 0.009375878361299802
Position 504: 0.008146428768959182
Position 243: 0.005385947494831639
Position 84: 0.003214138323473565
Position 285: 0.0026153202702333773
Position 158: 0.0004538550035895798
Position 342: 0.0003022845631754815
Position 108: 0.0002725692805581492
Position 147: 0.0001794899628543507
Position 190: 0.00016487078743492237
Position 354: 0.0001365187930201755
Position 263: 0.0001149395490134872
Position 248: 0.00010007417940302724
Position 369: 7.941415706468246e-05
Position 179: 4.657036988902011e-05
Position 227: 3.612395653936105e-05
Position 278: 2.500017836675161e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 2264: 0.44766763415411415
Position 406: 0.39653464454028625
Position 1593: 0.17766186756064867
Position 1806: 0.1502648350362056
Position 1093: 0.13064655706689957
Position 1659: 0.10079462380605399
Position 1622: 0.09789961211729653
Position 434: 0.09680499409584056
Position 1638: 0.09334438448752075
Position 2115: 0.08968109803711875
Position 2714: 0.08547127767768609
Position 1062: 0.07411123601765815
Position 1929: 0.05942969390286018
Position 3176: 0.05637551086029162
Position 1756: 0.05467255251781772
Position 1563: 0.05329875552881978
Position 1641: 0.021281231529549027
Position 1212: 0.020634523809447743
Position 1460: 0.018208428652586685
Position 536: 0.007726253027960678
Position 1149: 0.007342199464640698
Position 373: 0.006807427077375718
Position 333: 0.004717044378994638
Position 566: 0.004594876845367876
Position 353: 0.0043763564957875764
Position 1180: 0.002812428158406503
Position 994: 0.0022332858997258895
Position 1219: 0.0016693670499390296
Position 413: 0.0012595692928024696
Position 379: 0.0008605855026098524
Position 363: 0.0008324431084861106
Position 474: 0.0007473859416909241
Position 313: 8.244575665302511e-05
Position 383: 4.6573567158188635e-05
Position 257: 8.842532469398931e-07
Position 381: 8.29905902146528e-07
Position 315: 5.712443864789751e-07
Position 306: 4.5821429758947055e-07
Position 278: 3.5031966746055054e-07
