Gene = Sbspon
index = 947
Annotated 5SS: [  284  9077 32462 33834]
Annotated 3SS: [ 8881 32370 33656 36859]
SMsplice 5SS: [  284  4418 25831 33834]
SMsplice 3SS: [ 4316 25729 33656 36859]
top_k =  100
Partition function (log Z): -23.01010977816729

Sorted 5' Splice Sites (High to Low Probability):
Position 284: 0.9951911384317863
Position 4418: 0.5868806086878684
Position 1707: 0.2473351261703191
Position 7863: 0.20371065922388365
Position 1185: 0.07354445789215033
Position 5911: 0.07095059989212868
Position 1764: 0.04254585540737169
Position 1345: 0.01553851593816805
Position 1051: 0.0023404826367330956
Position 38: 0.0005075917420709571
Position 927: 0.00023120641073704745
Position 559: 0.00021424903053612754
Position 979: 5.6806181315708905e-05
Position 88: 5.6700915177304635e-05
Position 93: 4.352745324790134e-05
Position 703: 4.2952028980185207e-05
Position 540: 4.09076999769796e-05
Position 276: 1.336523325983576e-06
Position 752: 1.1964751436340578e-06
Position 334: 1.3928772820508255e-07
Position 288: 5.730053754892947e-08
Position 375: 4.646994103546511e-08
Position 205: 4.011016831629942e-08
Position 224: 2.8676386115872726e-08
Position 155: 2.3555760551857922e-08
Position 239: 2.0848764942662426e-08
Position 52: 9.125299529032786e-09
Position 134: 7.2919425611093706e-09
Position 50: 1.034002808183019e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4316: 0.6484102634609844
Position 8881: 0.4632259563974154
Position 1536: 0.31193045703695316
Position 7628: 0.27800654289038546
Position 8242: 0.119806937457423
Position 5766: 0.09160349664818529
Position 7485: 0.06661984188272073
Position 908: 0.05975764297176983
Position 5157: 0.042777662390849513
Position 1607: 0.025654692764697628
Position 1797: 0.014943142375321947
Position 1021: 0.013930532512854374
Position 1685: 0.013365304445211178
Position 4658: 0.012561064894564995
Position 2426: 0.01138273076767637
Position 411: 0.008593888929375256
Position 2906: 0.0070378288710283236
Position 2072: 0.00642778358898343
Position 1049: 0.005648975664749007
Position 926: 0.005434185098521356
Position 1164: 0.0030607300162621277
Position 1180: 0.0030466607940524163
Position 3795: 0.002919075068956346
Position 1073: 0.0027778066018049503
Position 1266: 0.0025946800688306285
Position 3124: 0.002437157346442204
Position 1184: 0.0023022859114799153
Position 3014: 0.0021485720565235554
Position 2565: 0.0019724007837389926
Position 2366: 0.0018671152782538927
Position 2786: 0.0013867847097482208
Position 2394: 0.0013386342571179298
Position 2379: 0.001232036423720439
Position 836: 0.0007983699707898743
Position 1304: 0.0004061282651500655
Position 1067: 0.0003075550582693118
Position 892: 0.00029247798707832855
Position 1237: 0.00027524251933713117
Position 965: 0.000240790160043556
Position 869: 0.00018214658924855883
Position 1311: 0.00015243944371822884
Position 1116: 9.956000631557934e-05
Position 932: 9.084181680241643e-05
Position 1290: 7.361468757981405e-05
Position 1098: 6.621754274396432e-05
Position 1587: 2.9257708905164345e-05
Position 788: 1.6780318868061094e-05
