Gene = H2afz
index = 531
Annotated 5SS: [ 210  724 1147 1654]
Annotated 3SS: [ 645 1032 1523 1898]
SMsplice 5SS: [ 210 1147 1654]
SMsplice 3SS: [1070 1523 1898]
top_k =  100
Partition function (log Z): 0.041652745547565595

Sorted 5' Splice Sites (High to Low Probability):
Position 1654: 0.9757842445327554
Position 1147: 0.9126696874465482
Position 210: 0.4874685570827377
Position 724: 0.4836727887102638
Position 200: 0.11246334454567361
Position 1474: 0.028775672265526596
Position 653: 0.015878760287763905
Position 117: 0.007517570777100802
Position 1157: 0.005952254993034983
Position 748: 0.005869127215103827
Position 1563: 0.00556360385655241
Position 215: 0.004866576700872359
Position 1524: 0.0036864393172054287
Position 1648: 0.0014733070851410714
Position 728: 0.0011335306867085568
Position 348: 0.0009112266439357567
Position 2022: 0.0008107345984282921
Position 154: 0.0006836583801064508
Position 387: 0.00046677516655801174
Position 1412: 0.00040659579490179846
Position 1651: 0.00017583869684241048
Position 1739: 0.0001570603870507391
Position 2038: 9.643915578384037e-05
Position 168: 5.41553179707796e-05
Position 271: 5.383676483580084e-05
Position 2190: 4.902812081835155e-05
Position 183: 4.339878647108725e-05
Position 26: 1.387955340958769e-06
Position 222: 1.3131273558908523e-06
Position 459: 1.3085909490008891e-06
Position 314: 1.2898575404328506e-06
Position 1435: 1.0602554046337577e-06
Position 130: 8.549211407507276e-07
Position 1165: 7.906204883265045e-07
Position 1131: 5.645053253808323e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1898: 0.9878670596917541
Position 1070: 0.795778771301476
Position 1523: 0.7273435882092021
Position 1592: 0.24907375354305014
Position 1032: 0.091982521521156
Position 556: 0.0764005088350811
Position 645: 0.05814615878695448
Position 1411: 0.03703570883134354
Position 1867: 0.005723750515574145
Position 817: 0.005641171115883847
Position 1115: 0.0037816215959860186
Position 1079: 0.0035074554666108303
Position 855: 0.002676638344256021
Position 1562: 0.0026512178897253897
Position 1870: 0.0011749494635519275
Position 1238: 0.000980260098988957
Position 2285: 0.0009659189077705396
Position 1720: 0.000856555450375846
Position 708: 0.0006664708450981446
Position 1539: 0.0005808915662459582
Position 1987: 0.0005697843881444085
Position 1497: 0.0005559237970701635
Position 2008: 0.0005364048523469219
Position 657: 0.00046776782646799984
Position 2252: 0.0003027458363976443
Position 1769: 0.00027551089095711475
Position 373: 0.00023242606741613887
Position 436: 0.0002038422953955611
Position 2418: 0.0001934004781053128
Position 1258: 0.00012183016730314343
Position 1120: 0.00010456233413993053
Position 576: 8.077911408870537e-05
Position 456: 7.746493216089704e-05
Position 678: 5.394370132435797e-05
Position 2373: 4.0071248723828313e-05
Position 666: 3.424259052899455e-05
Position 289: 2.4307605909681587e-06
Position 1144: 2.0717085765008834e-06
Position 1415: 1.2310135924793596e-06
Position 712: 2.179922405220576e-07
Position 684: 1.9456723952182573e-07
Position 287: 1.7403943346734008e-07
Position 491: 1.6810392499730816e-07
Position 342: 1.5779568899362523e-07
Position 690: 1.365063562679421e-07
Position 380: 9.498045503029391e-08
Position 347: 9.05280938291359e-08
Position 417: 7.903198441992419e-08
Position 306: 6.36214029391258e-08
