Gene = Mns1
index = 686
Annotated 5SS: [  145   927  6436  7775 10224 10833 11025 14304 18369]
Annotated 3SS: [  704  6307  7671  9993 10615 10916 14045 18242 19777]
SMsplice 5SS: [  145   927  6422  7775  8297  9328 10833 11025 17443 18369]
SMsplice 3SS: [  704  6307  7671  8160  9159 10615 10916 17325 18242 22564]
top_k =  100
Partition function (log Z): 10.713230356023045

Sorted 5' Splice Sites (High to Low Probability):
Position 11025: 1.0000000000000004
Position 927: 0.9999961373270607
Position 7775: 0.9966738898376221
Position 145: 0.9735908800941082
Position 18369: 0.9735495683235393
Position 9328: 0.8781999217802432
Position 6422: 0.8105053493099288
Position 10833: 0.7541584316014269
Position 8297: 0.597445692171707
Position 17443: 0.5527866702832922
Position 10224: 0.4391391784204271
Position 5396: 0.35240777382043326
Position 14304: 0.25638688870656595
Position 3948: 0.10735863238228859
Position 12635: 0.09606765679191974
Position 6436: 0.0956486397242523
Position 10708: 0.06783064232107795
Position 5908: 0.04941774479267415
Position 8602: 0.040885193781065324
Position 4125: 0.04025685743462302
Position 9422: 0.034757292219135136
Position 4095: 0.02751360293372426
Position 15185: 0.021335526070075706
Position 8091: 0.015354352403269994
Position 3688: 0.014536367466690975
Position 10822: 0.014068378999528414
Position 10265: 0.013540691782472322
Position 10815: 0.012770992693601256
Position 10222: 0.01229065268332058
Position 172: 0.011395951316195481
Position 18996: 0.01026689877499128
Position 9028: 0.007028353144143728
Position 414: 0.006458882450050749
Position 176: 0.006218596620491885
Position 10284: 0.0058147662709112265
Position 525: 0.00458928279445772
Position 7762: 0.0033261101623795696
Position 49: 0.0032798779299223436
Position 250: 0.003262382712777318
Position 15069: 0.003260998773272741
Position 125: 0.001301880681530919
Position 388: 0.000755916578266635
Position 234: 0.00034724903704545963
Position 1479: 0.0003214625756762333
Position 1609: 0.00031166090781940673
Position 511: 0.00029435577402728194
Position 283: 0.00020812840922657314
Position 532: 0.00014703488175726702
Position 384: 0.00012807400116558257
Position 254: 0.00010105447463884335
Position 459: 9.944968539741916e-05
Position 514: 5.297147244973719e-05
Position 411: 4.8184770827966775e-05
Position 969: 1.2433566850196147e-06
Position 866: 1.028786884073301e-06
