Gene = Spata3
index = 1007
Annotated 5SS: [ 404 2556 4612]
Annotated 3SS: [2383 4467 7632]
SMsplice 5SS: [ 404 4612]
SMsplice 3SS: [4467 7265]
top_k =  100
Partition function (log Z): -8.54878165188918

Sorted 5' Splice Sites (High to Low Probability):
Position 4612: 0.9522806207502668
Position 404: 0.8829103776928331
Position 4350: 0.1954272424420393
Position 471: 0.09348015799817119
Position 2556: 0.07067268412200318
Position 1869: 0.05098986282886032
Position 7534: 0.045026247154163604
Position 7170: 0.04433492376028484
Position 361: 0.00979940942653182
Position 1586: 0.008381590255740857
Position 1473: 0.007968310889068873
Position 1676: 0.007307161106027179
Position 976: 0.006676619980151139
Position 989: 0.006645062946245093
Position 6102: 0.005123185385916222
Position 2508: 0.004901261744279323
Position 5511: 0.0043698504213801415
Position 1745: 0.004306488662958784
Position 6332: 0.00020495814219221532
Position 112: 0.00014681401654509092
Position 280: 0.00011836545249996821
Position 839: 6.987883060418855e-05
Position 847: 6.524575389313592e-05
Position 768: 6.446279991043931e-05
Position 843: 1.2347192679797975e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 4467: 0.965064942649985
Position 7265: 0.6937800371141181
Position 4183: 0.1954272424420393
Position 4723: 0.06752380528088746
Position 7632: 0.060175420737029126
Position 1625: 0.05841809909440979
Position 6223: 0.052836559272252816
Position 6837: 0.04623928991777454
Position 2383: 0.03328371697066321
Position 2380: 0.029147716415637764
Position 7978: 0.021796944270117417
Position 5006: 0.019445624161773287
Position 4417: 0.01582713110175351
Position 2425: 0.013064389974702826
Position 6840: 0.01305089803572462
Position 5367: 0.013046731226939258
Position 6606: 0.011736266666155286
Position 1375: 0.01105742653024392
Position 5916: 0.010703349162794366
Position 1784: 0.007682302016614641
Position 6593: 0.007480304940485284
Position 6187: 0.005703653499945641
Position 5742: 0.005313859326384265
Position 5044: 0.00506472920510867
Position 4816: 0.004348065170352335
Position 4905: 0.00397793666859853
Position 4515: 0.0039013104197030087
Position 5839: 0.003847599991026577
Position 2474: 0.0038313440721134237
Position 1502: 0.0035260227381032102
Position 6781: 0.002980579301318005
Position 1225: 0.0025483301496217175
Position 4926: 0.0024419637980988037
Position 6142: 0.0019155787858567998
Position 5542: 0.0012623561547842428
Position 5197: 0.001150340234030865
Position 5247: 0.0010558777598156707
Position 564: 0.0008454010806682651
Position 2555: 0.0007062233332012932
Position 1579: 7.376008441611494e-05
