Gene = 1700031L13Rik
index = 17
Annotated 5SS: [105]
Annotated 3SS: [1595]
SMsplice 5SS: [407]
SMsplice 3SS: [622]
top_k =  100
Partition function (log Z): -9.742069425214778

Sorted 5' Splice Sites (High to Low Probability):
Position 407: 0.9882269575851618
Position 1419: 0.04341690434449208
Position 115: 0.03187497907401202
Position 1322: 0.030213586769623935
Position 1233: 0.02411745224569363
Position 1500: 0.005276860337011876
Position 203: 0.000761875329428397
Position 146: 0.0004964741013105795
Position 44: 0.0003265593914696193
Position 95: 0.0002027008998127409
Position 89: 0.00013467970278834145
Position 4: 0.0001241017756722115
Position 105: 5.5880947776212574e-05
Position 48: 1.8036928696662326e-05
Position 16: 1.2266452980329162e-05
Position 260: 1.0918433983344271e-05
Position 314: 2.290154746711091e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 622: 0.235334352686438
Position 1850: 0.21618346544878078
Position 1153: 0.09529944324654167
Position 1595: 0.08548159912750689
Position 472: 0.07078091950324772
Position 2104: 0.06329502274142637
Position 1461: 0.053181969788152775
Position 1085: 0.04877415356248904
Position 1694: 0.04026009529772566
Position 635: 0.030257100640077094
Position 1206: 0.028886765624772076
Position 328: 0.021438438596724188
Position 833: 0.0194091112865916
Position 2085: 0.012782464945696946
Position 519: 0.01064779517342391
Position 680: 0.00940864344088195
Position 2156: 0.00930797299712601
Position 596: 0.008972039325701847
Position 1296: 0.008359812488609663
Position 1641: 0.006681512120305889
Position 1369: 0.006414488821051594
Position 649: 0.005936713997936387
Position 486: 0.00522535016843233
Position 1114: 0.00473954404495387
Position 1040: 0.003652230987462608
Position 943: 0.0031472928865804903
Position 2176: 0.0030317671196781197
Position 1122: 0.0029064287752458904
Position 2288: 0.0025012209589659285
Position 1540: 0.001957463116226789
Position 1223: 0.0018327422605076487
Position 2236: 0.0018214669908029185
Position 260: 0.0017325423599089563
Position 1006: 0.001519209199371098
Position 305: 0.0010970623603358172
Position 1183: 0.0009540601983791164
Position 1157: 0.0005989188589832382
Position 217: 0.00033039197488808636
Position 240: 0.0003207366373922104
Position 396: 0.00018334090820304718
Position 192: 0.00014856385123536073
Position 135: 0.00014611382282535949
Position 286: 0.00010818101396429642
Position 1216: 9.56357461732115e-05
Position 307: 7.599746173895111e-05
Position 143: 4.513580488287187e-05
Position 373: 5.011168248281944e-06
Position 168: 1.1020958513433103e-07
Position 173: 6.358920841713158e-08
