Gene = Rrm1
index = 936
Annotated 5SS: [  349  1381  5033  6207  7560  8381  9369 12943 14860 15619 15945 17896
 18746 19157 19989 22087 24119 25372]
Annotated 3SS: [ 1291  4854  6105  7499  8340  9205 12800 14775 15456 15864 17693 18595
 18934 19911 21950 24022 25182 26599]
SMsplice 5SS: [  160  1381  5033  6207  8381 12943 14860 15619 15945 17896 18746 22087
 24119 25372]
SMsplice 3SS: [ 1291  4854  6105  8340 12800 14775 15456 15864 17693 18595 21950 24022
 25182 26599]
top_k =  100
Partition function (log Z): 18.196657515286287

Sorted 5' Splice Sites (High to Low Probability):
Position 1381: 1.0
Position 22087: 0.9999999999999991
Position 14860: 0.9999999999999964
Position 6207: 0.9992210080630459
Position 5033: 0.9740779806687347
Position 24119: 0.9514663548409106
Position 15619: 0.8997038758888217
Position 17896: 0.7786239085000299
Position 18746: 0.7477118939653574
Position 8381: 0.7458839476103815
Position 12943: 0.7063989824465564
Position 160: 0.5814785369885815
Position 15945: 0.5498474477625206
Position 25372: 0.508462929213416
Position 19989: 0.47656992188367575
Position 349: 0.4337435277360787
Position 735: 0.33338247939325605
Position 15952: 0.29185512906972433
Position 21458: 0.26336342557013914
Position 9373: 0.2103931712043823
Position 12904: 0.20312725302456705
Position 174: 0.17603368699357272
Position 25277: 0.16347599368361695
Position 7560: 0.14911967576331728
Position 3766: 0.14273394500854958
Position 23517: 0.12530874330478828
Position 17777: 0.11629417501559801
Position 22299: 0.09405070966139595
Position 740: 0.07555951590413351
Position 14139: 0.07106480433848551
Position 5980: 0.07010619347119924
Position 26741: 0.0661662176813427
Position 16081: 0.06433555017384182
Position 24385: 0.06017972420702097
Position 101: 0.05464410839678688
Position 3962: 0.04760506581122806
Position 645: 0.04168025682787889
Position 22600: 0.03543759525760281
Position 24974: 0.026744971611294577
Position 5219: 0.019329842625961678
Position 24970: 0.018689657164495402
Position 4339: 0.014217897369423287
Position 21413: 0.01363389201824706
Position 152: 0.011989930863525781
Position 25346: 0.011629428030375456
Position 148: 0.011354522288380813
Position 22481: 0.010049545024128418
Position 356: 0.008716788074184629
Position 129: 0.007649019637112367
Position 5215: 0.007086126378214943
Position 5042: 0.007018219485618678
Position 25361: 0.006516091799447116
Position 921: 0.005110090891947613
Position 22284: 0.004825508501328123
Position 731: 0.004336219038881893
Position 105: 0.0030345350322258475
Position 8375: 0.002858517168743139
Position 6812: 0.0020344810652474436
Position 3522: 0.001845719870323811
Position 728: 0.001316108468315786
Position 6331: 0.0007789919369513146
Position 294: 0.000670129492933267
Position 214: 0.0003562360334066582
Position 122: 0.0003198248009760068
Position 110: 0.0002543478929936152
Position 493: 0.00019822177271766175
Position 336: 0.00013011362193193147
Position 46: 5.567907145623419e-05
Position 183: 2.756409386318392e-05
Position 87: 2.3709487393293876e-05
Position 78: 2.1567681779774853e-05
Position 489: 1.2620313535905092e-05
Position 34: 6.688292516252335e-09
Position 23: 5.06346327826059e-09
Position 25: 4.70133095109567e-09
Position 30: 2.5070604328170685e-09
Position 164: 1.419052281962909e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 21950: 0.9999999999999986
Position 14775: 0.9999999999999979
Position 1291: 0.9993848561341242
Position 6105: 0.9938062684645227
Position 4854: 0.9764062410268822
Position 26599: 0.9721255481608643
Position 12800: 0.9095262354711231
Position 24022: 0.8691197623727577
Position 15456: 0.7529747665667733
Position 18595: 0.7477118939653575
Position 8340: 0.7235993322701043
Position 25182: 0.7067245951859057
Position 15864: 0.5864096879844742
Position 17693: 0.5851590267812967
Position 580: 0.4166221559850875
Position 19911: 0.34729303314461496
Position 17655: 0.30975905673433124
Position 21306: 0.276997317588386
Position 9205: 0.21039317120438217
Position 15689: 0.19116513811933278
Position 223: 0.16314121182823224
Position 7499: 0.14292792242490454
Position 3624: 0.1331059857854041
Position 19948: 0.12927688873906013
Position 23425: 0.12530874330478828
Position 15803: 0.11796401027193042
Position 22201: 0.09549729696100942
Position 255: 0.09387892536583409
Position 5818: 0.07010619347119924
Position 23944: 0.06984397460156536
Position 15486: 0.06047506099574929
Position 24859: 0.04543462877578999
Position 15499: 0.03761996514813344
Position 13993: 0.03669465933250183
Position 13997: 0.03437014500598368
Position 642: 0.03237616437020027
Position 27782: 0.029441856728518567
Position 5129: 0.025618652894450398
Position 8018: 0.025143132509019752
Position 15586: 0.023591940768653903
Position 200: 0.022913176940459117
Position 15404: 0.022132882843435925
Position 3803: 0.021662209106650655
Position 24233: 0.021641660371889852
Position 24267: 0.02035328705146548
Position 27718: 0.01973363496772583
Position 22416: 0.018349728559190526
Position 3657: 0.01794457890017314
Position 3858: 0.01762623702754966
Position 4220: 0.014217897369423284
Position 24310: 0.01336445988334784
Position 23970: 0.013162895348250837
Position 22519: 0.013010479664197803
Position 309: 0.010647292182113861
Position 27389: 0.010419432885129386
Position 16074: 0.009418669424597481
Position 22440: 0.008726963184547607
Position 22207: 0.008590187124393587
Position 25836: 0.008079107375912015
Position 283: 0.0063605278711874194
Position 6063: 0.006192574924700534
Position 7174: 0.006191753338412759
Position 24189: 0.004820316900317796
Position 4788: 0.004689959127472862
Position 27455: 0.003956161617171614
Position 15358: 0.0029092595660756763
Position 28025: 0.002615131482797315
Position 25534: 0.002494914522509658
Position 810: 0.0024631716248079416
Position 672: 0.00228869562668016
Position 3301: 0.0018457198703238137
Position 6757: 0.0013265617014322146
Position 15777: 0.0010496760188706581
Position 602: 0.0008043684793746788
Position 5184: 0.0007973161097262102
Position 6590: 0.000707919363815229
Position 1095: 0.0003606961090309367
Position 1211: 0.00025444775684425696
Position 220: 0.0002345993077372714
Position 317: 0.00021727466180041346
Position 22228: 0.00014530350953283091
Position 183: 0.00010923116180841645
Position 22171: 4.339944158352189e-05
Position 15665: 3.094518688124295e-05
Position 324: 2.8027465737476818e-05
Position 344: 1.4538305988539554e-05
Position 6008: 1.1566107732798134e-06
