Gene = Aste1
index = 146
Annotated 5SS: [ 274 2467 6295 8200]
Annotated 3SS: [1152 6083 8003 9606]
SMsplice 5SS: [ 274 1314 1564 2467 6295]
SMsplice 3SS: [1152 1405 2232 6203 7325]
top_k =  100
Partition function (log Z): -3.4031801316221713

Sorted 5' Splice Sites (High to Low Probability):
Position 1314: 0.9984303206135277
Position 2467: 0.9277043744801184
Position 6295: 0.7967225352359775
Position 274: 0.6436141008965873
Position 1564: 0.5767555118717127
Position 463: 0.342692258547904
Position 3534: 0.28008407694079784
Position 7385: 0.1416940084490501
Position 3658: 0.13484293684602883
Position 4193: 0.13128318948412737
Position 1888: 0.11289124995113314
Position 7476: 0.11014862978707365
Position 5408: 0.09364114525891855
Position 1496: 0.09362467198210883
Position 8200: 0.04791522259523297
Position 268: 0.03903308405440544
Position 490: 0.02439752958805425
Position 1502: 0.024343122634755267
Position 216: 0.009067958577632247
Position 373: 0.008882799160877908
Position 1047: 0.0065536659786071825
Position 577: 0.0022785990898390846
Position 452: 0.0021590688376823554
Position 172: 0.0013949153540513397
Position 211: 0.0007778767318749543
Position 2994: 0.0001146283394075834
Position 1510: 8.165057941731649e-05
Position 227: 2.2303988739235166e-05
Position 286: 3.8703427545053525e-08
Position 289: 3.462791179304881e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1152: 0.9924409595497427
Position 6203: 0.7722856149555405
Position 7325: 0.7278532930887802
Position 2232: 0.7088403416623922
Position 1405: 0.5870662628594463
Position 9606: 0.4420802027762173
Position 3371: 0.3939403858308866
Position 2358: 0.2163236327588013
Position 1426: 0.10918418820516129
Position 5361: 0.09510672397363537
Position 3978: 0.07476870245776368
Position 8003: 0.07099947761969047
Position 3992: 0.05830477502032351
Position 353: 0.050650369103833956
Position 1700: 0.03436955856666823
Position 1760: 0.031120574575928428
Position 4481: 0.031063332543005685
Position 3339: 0.02217730744335527
Position 6083: 0.01814395629343993
Position 8657: 0.01612814592202324
Position 1732: 0.015547144523755739
Position 1763: 0.01525933403331887
Position 373: 0.012785437110141103
Position 6066: 0.00921863428233427
Position 1578: 0.006692593397188891
Position 359: 0.0056446332402155
Position 1449: 0.005162631482039491
Position 1411: 0.0038083056089144632
Position 339: 0.0030966148108924206
Position 941: 0.0030074011291199845
Position 907: 0.00283866787443192
Position 1079: 0.002355711716941879
Position 384: 0.0021252430195208647
Position 2010: 0.0017223563402434465
Position 3386: 0.001434267772230298
Position 1676: 0.0009554470668246269
Position 1679: 0.000938817172682775
Position 1057: 0.0009275243181282602
Position 2013: 0.0008180437186815642
Position 1211: 0.0007802159554579132
Position 1204: 0.0006682204347453536
Position 912: 0.00046035503869528815
Position 3453: 0.0004182741451787753
Position 790: 0.00041464401871326323
Position 408: 0.00039757209914342617
Position 1045: 0.00018137567389578643
Position 1029: 0.00016658783243871014
Position 990: 0.00015258487457098534
Position 422: 0.00010751516962518792
Position 366: 0.00010289513465998
Position 2872: 5.09069879042574e-05
Position 2902: 4.4196903032092335e-05
Position 2697: 1.9524448471233753e-05
Position 377: 2.3206662249823737e-08
Position 439: 3.4395444642605177e-09
