Gene = Kcne4
index = 604
Annotated 5SS: [239]
Annotated 3SS: [852]
SMsplice 5SS: [239 970]
SMsplice 3SS: [ 852 1295]
top_k =  100
Partition function (log Z): -3.2349900233085784

Sorted 5' Splice Sites (High to Low Probability):
Position 239: 0.9953070921642365
Position 970: 0.8870789301270617
Position 1412: 0.34292380320437665
Position 1402: 0.32552718086796506
Position 1808: 0.2890539296057432
Position 1420: 0.2182555715781655
Position 1926: 0.20164072916811698
Position 2023: 0.04403962684782595
Position 1160: 0.03733807258949098
Position 1170: 0.0193188601333496
Position 958: 0.011688705772125826
Position 944: 0.008805030497323866
Position 2118: 0.008611600853334598
Position 951: 0.004595759789159235
Position 1633: 0.002020175936668304
Position 701: 0.0016070303884718193
Position 326: 0.001212187372051215
Position 864: 0.0005924195138882265
Position 1091: 0.0005147641860224723
Position 228: 0.00045277169365383183
Position 999: 0.00037831601879375736
Position 612: 0.0003730615226152444
Position 1094: 0.00029362621566012703
Position 1148: 0.0002708736377101989
Position 1002: 0.00023609828512411563
Position 243: 0.00023482762246541998
Position 1076: 0.0002241990337100633
Position 80: 0.0002181346599812706
Position 464: 0.00017202438362335558
Position 207: 0.00012159216293727901
Position 967: 0.00010900208308127894
Position 77: 8.516819023835665e-05
Position 102: 7.763612255258212e-05
Position 370: 6.229390937088851e-05
Position 448: 2.9985265825514346e-05
Position 150: 2.6998926667860987e-05
Position 497: 2.0673480601233788e-05
Position 375: 1.3338826011945007e-05
Position 16: 1.332930428712222e-05
Position 45: 3.302255635160344e-07
Position 67: 1.4363735153913762e-10
Position 199: 1.0667635777201927e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 852: 0.9681608567712121
Position 1295: 0.9567371846215873
Position 2607: 0.45006697376132404
Position 1721: 0.29381009131389224
Position 2974: 0.12744366651027397
Position 2500: 0.08750255477532345
Position 1684: 0.08296547420563102
Position 1795: 0.08217620571222656
Position 1779: 0.05533652526788507
Position 2022: 0.05268956818462843
Position 1704: 0.04914319795825145
Position 2241: 0.0334380179763923
Position 2452: 0.032432450542272465
Position 2045: 0.023391875822738457
Position 2112: 0.020415193971547056
Position 2014: 0.01609103348934
Position 820: 0.015294849184974512
Position 1845: 0.014256291708954877
Position 1301: 0.010601065879608858
Position 1951: 0.009821566892355619
Position 1870: 0.005631609746150244
Position 1648: 0.005234154083413212
Position 754: 0.0038974602484955407
Position 1196: 0.0028902550513766156
Position 1298: 0.002248500463708329
Position 2000: 0.0009372757264750747
Position 1738: 0.00031423110206290874
Position 1242: 0.0002990233714541206
Position 827: 0.00014667211573887872
Position 1249: 6.869895492409206e-05
Position 1498: 5.882681982625748e-05
Position 330: 4.4373354737736815e-05
Position 1159: 8.114434893253615e-09
Position 1354: 5.994570804302797e-09
Position 1351: 5.76719781919579e-09
Position 1322: 3.582069487862875e-09
Position 1101: 3.3681546905243347e-09
Position 672: 5.434132027731171e-13
Position 784: 4.115694876931215e-13
