Gene = Elp6
index = 374
Annotated 5SS: [  177  5001  7467  8922 10780 14544]
Annotated 3SS: [ 4921  7395  8802 10577 14396 15641]
SMsplice 5SS: [  177  5001  8922 10780 14544]
SMsplice 3SS: [ 4921  8802 10577 14396 15641]
top_k =  100
Partition function (log Z): -0.45360890278798816

Sorted 5' Splice Sites (High to Low Probability):
Position 10780: 0.9999161017929413
Position 177: 0.9899968566832152
Position 8922: 0.8842911799823526
Position 14544: 0.8436441219337015
Position 5001: 0.8418243132350716
Position 9060: 0.3456107844064113
Position 14159: 0.3379042211891263
Position 5900: 0.32756341164095876
Position 15141: 0.2889558802367077
Position 7467: 0.23529462270876467
Position 9119: 0.2031615622352865
Position 9950: 0.18089850163292057
Position 5074: 0.1581756867649273
Position 3096: 0.15055698713084048
Position 5834: 0.1498943565192734
Position 4030: 0.11104216088331086
Position 1415: 0.10231109741426363
Position 4811: 0.0713372424323542
Position 4815: 0.056569458020173415
Position 15804: 0.05502242298723631
Position 4790: 0.04748512554712009
Position 3102: 0.04365181271628095
Position 3261: 0.03311772874205913
Position 3711: 0.026333033791184454
Position 10274: 0.017226831126956468
Position 14351: 0.012220272365913313
Position 15729: 0.010796592066265837
Position 208: 0.009713894004303539
Position 4056: 0.008158317129247611
Position 1833: 0.007375292473993701
Position 2422: 0.007143712241434873
Position 15791: 0.004645509864982963
Position 15752: 0.0014113771815063784
Position 11298: 0.0003387963235658666
Position 61: 0.000184048647602937
Position 268: 0.00010493100906343718
Position 10762: 8.389820705873363e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 4921: 0.9999309094660951
Position 8802: 0.9476509940057509
Position 15641: 0.9360482899458246
Position 10577: 0.8417094649130621
Position 14396: 0.7450822400944209
Position 9028: 0.48541253261829914
Position 5711: 0.38473838643821523
Position 14043: 0.3379042211891263
Position 15115: 0.3200630543638694
Position 7395: 0.2352946227087647
Position 4611: 0.17545867844485707
Position 3017: 0.16347689626696357
Position 10623: 0.15829053508693802
Position 9807: 0.12156104242225264
Position 14260: 0.110782154205194
Position 3981: 0.0955248846587025
Position 15902: 0.09506105290746744
Position 1199: 0.08386988641323483
Position 9747: 0.0593374592106679
Position 5833: 0.050589789811007396
Position 5678: 0.038491483578210424
Position 3593: 0.026333033791184457
Position 3763: 0.02367559335385598
Position 10122: 0.017226831126956457
Position 2885: 0.015166332665860306
Position 2930: 0.014638021787602668
Position 3118: 0.011984085137467314
Position 2975: 0.007470094628617164
Position 1702: 0.007375292473993701
Position 3124: 0.007092104179483346
Position 3044: 0.007073205196584607
Position 2283: 0.007034162581930371
Position 1242: 0.006648644066398079
Position 1252: 0.0061448685131172825
Position 14729: 0.005208056698751418
Position 1287: 0.005020697386769999
Position 5514: 0.0036381083327990693
Position 10868: 0.003515849950466392
Position 12360: 0.0009354784703202697
Position 1136: 0.0004474169870228444
Position 3167: 0.0004257887266014963
Position 11150: 0.0003387963235658666
Position 1311: 0.00011769416263035695
Position 2033: 0.00010954965950450171
Position 1125: 6.16202292758509e-05
Position 5000: 2.2380886944562844e-06
