Gene = Sdhaf4
index = 957
Annotated 5SS: [ 111 2500]
Annotated 3SS: [2349 9295]
SMsplice 5SS: [ 111 2500]
SMsplice 3SS: [2349 9295]
top_k =  100
Partition function (log Z): -8.32493349258738

Sorted 5' Splice Sites (High to Low Probability):
Position 111: 0.9755710125732256
Position 2500: 0.6991446678096909
Position 2510: 0.22886038333230388
Position 4626: 0.10788232060552658
Position 7208: 0.09200088798137501
Position 7191: 0.07092819483081894
Position 4726: 0.06733142008775397
Position 5791: 0.06046005410639024
Position 7956: 0.05561269080163248
Position 4560: 0.046692939610301985
Position 1540: 0.04067266131213946
Position 7245: 0.038715361104426825
Position 410: 0.016211154858170686
Position 1763: 0.015514718486370054
Position 2621: 0.0137314203673227
Position 4682: 0.013109113691496775
Position 1113: 0.011732990233376584
Position 1028: 0.01155714344410093
Position 1250: 0.008958474978465537
Position 226: 0.007320149425323113
Position 2568: 0.004151208250431191
Position 2008: 0.0026890963043428055
Position 1570: 0.0024379443828003956
Position 235: 0.002314843107198738
Position 312: 0.0018554532401231065
Position 1844: 0.0016687852849548782
Position 1380: 0.001583115561203504
Position 1938: 0.0012017043754721484
Position 2055: 0.0007233584021587038
Position 3632: 0.0006009066415070894
Position 1663: 0.0004997888071932428
Position 661: 0.0004956794366606837
Position 22: 4.7093326087730905e-05
Position 240: 3.3282074866868476e-06
Position 205: 2.3299143112812953e-06
Position 59: 1.8782206265975328e-06
Position 130: 1.4397235816029494e-06
Position 28: 1.3203377161640272e-06
Position 164: 7.282091214261172e-07
Position 77: 2.730706170933556e-07
Position 152: 2.2040699192325817e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2349: 0.9610511001381465
Position 9295: 0.6630825795277241
Position 7065: 0.3708071544078405
Position 4555: 0.2771339742783243
Position 7788: 0.06952661135847524
Position 5690: 0.04656895178216255
Position 4713: 0.032088504894981947
Position 1297: 0.02409376574997434
Position 1427: 0.02367380111971345
Position 5208: 0.019455425582908553
Position 943: 0.01929452865281635
Position 1695: 0.012076482248080507
Position 5593: 0.011797419140286819
Position 5557: 0.011169792088466336
Position 4331: 0.006196997912213647
Position 311: 0.0050700406975551
Position 1820: 0.0046141590819736645
Position 5488: 0.004495442838009885
Position 1050: 0.004175563755076486
Position 3264: 0.003951463461418527
Position 1403: 0.0036222534065893995
Position 4267: 0.0033962687347448305
Position 3385: 0.00321772580918531
Position 5454: 0.0030351671602215444
Position 997: 0.0025589279026852906
Position 2201: 0.0022714848187695186
Position 4770: 0.0021854564019552127
Position 1096: 0.0019087539142654112
Position 1612: 0.0014420948669136306
Position 3562: 0.0011342604688364742
Position 516: 0.0008617807635524102
Position 898: 0.0008341516761619351
Position 3345: 0.0007702066712482971
Position 2678: 0.0007651408421299869
Position 1188: 0.0006709864892941147
Position 2263: 0.0005881249216715936
Position 214: 0.0005453886431706636
Position 797: 0.0005408961927083158
Position 2377: 0.00043306642544036514
Position 1165: 0.00039738942933284857
Position 265: 0.0003261470155623736
Position 3522: 0.0002945827665792709
Position 4354: 0.00016376598661963277
Position 2291: 4.7482701690817194e-07
