Gene = Eif3g
index = 369
Annotated 5SS: [  80  246  540  736  917 2508 2796 3535 3791 3991]
Annotated 3SS: [ 198  455  646  856 2402 2605 3426 3653 3883 4180]
SMsplice 5SS: [  80  246  540  736  917 3535 3791 3991]
SMsplice 3SS: [ 198  455  646  856 3426 3653 3883 4180]
top_k =  100
Partition function (log Z): 13.19280593354254

Sorted 5' Splice Sites (High to Low Probability):
Position 736: 0.9860893332604633
Position 917: 0.9844010983292462
Position 246: 0.953825274911337
Position 540: 0.8929312326468779
Position 3991: 0.8902134268392985
Position 2508: 0.7905252191940195
Position 3535: 0.7305607922480497
Position 3791: 0.7255496386605751
Position 80: 0.41343505439494765
Position 2796: 0.4077638944380918
Position 136: 0.30296629741456815
Position 3573: 0.22289386959922822
Position 3795: 0.20717678361566577
Position 4097: 0.046956461599992
Position 3543: 0.035619369923650744
Position 941: 0.015598901670751217
Position 2936: 0.007813651891004676
Position 3329: 0.006350551278460793
Position 119: 0.00511708124462704
Position 102: 0.004795351510728111
Position 349: 0.004069606563550094
Position 741: 0.003862643961304956
Position 2466: 0.0036825226602573134
Position 91: 0.0036349046578307916
Position 2837: 0.0035608626811896894
Position 788: 0.002998988973499477
Position 224: 0.0017022442269021866
Position 86: 0.001690460348712423
Position 4064: 0.001469371895535807
Position 3977: 0.0012381395481996982
Position 3982: 0.0006588415599716256
Position 46: 0.0002885852495671667
Position 547: 0.0002736340997377231
Position 747: 0.00011234254123899495
Position 694: 5.075836913913311e-05
Position 312: 4.6249670615020306e-05
Position 549: 4.57644585560642e-05
Position 526: 4.477338314426104e-05
Position 702: 4.149925305591108e-05
Position 340: 3.0356157212580538e-05
Position 774: 2.4109307544489176e-05
Position 782: 2.369219760325173e-05
Position 41: 8.669756505296515e-06
Position 17: 2.1462920055606047e-06
Position 146: 2.019868594802587e-07
Position 140: 1.4367035420684103e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 856: 0.9979814740841478
Position 3426: 0.9977793919095985
Position 646: 0.949150831031813
Position 3883: 0.9149248680524471
Position 4180: 0.7865916255964339
Position 3653: 0.75207478219351
Position 198: 0.7195512692909607
Position 455: 0.691836289223891
Position 2351: 0.30065186086543005
Position 2605: 0.2801945194006241
Position 2402: 0.21054848575736174
Position 4127: 0.15700410089668612
Position 3718: 0.1568386746624179
Position 2397: 0.15017218794250775
Position 405: 0.13771528505327685
Position 2276: 0.08717981394242917
Position 2716: 0.06787641019541502
Position 3900: 0.058602890074910916
Position 2243: 0.030181571356343945
Position 471: 0.027316603924255778
Position 2683: 0.021949557562138157
Position 666: 0.021882321002242845
Position 2626: 0.02139428031800441
Position 3938: 0.017260915890951228
Position 626: 0.017075275797752802
Position 2620: 0.014352022943766491
Position 2466: 0.014206477618758607
Position 2629: 0.01337161859033779
Position 3694: 0.01164011489075694
Position 3210: 0.008571159368860218
Position 475: 0.004065345372664472
Position 4228: 0.003140402621954904
Position 485: 0.0030299171433782524
Position 601: 0.0029766468894081737
Position 513: 0.0018029280335348193
Position 4106: 0.0014114770699432452
Position 3606: 0.001246882300486489
Position 589: 0.0011069524340621406
Position 4236: 0.0010207614090542497
Position 814: 0.0007588502802912892
Position 2500: 0.00066109969136987
Position 2248: 0.0006062446800756559
Position 4027: 0.000579199830614096
Position 205: 0.000531107081644557
Position 605: 0.0005284659855031205
Position 223: 0.0003060623308415704
Position 670: 0.0002194945518280759
Position 319: 0.00012046021423138014
Position 518: 6.188841426696049e-05
Position 210: 5.781459222970575e-05
Position 235: 2.2180590834626888e-05
Position 229: 8.858862826667235e-06
Position 232: 2.4109045306836528e-06
Position 241: 1.3371804454721315e-06
Position 239: 1.3302359565459947e-06
Position 113: 1.6677183608208118e-12
