Gene = Zdbf2
index = 1200
Annotated 5SS: [  208  1914  4719  7613 17518 21782]
Annotated 3SS: [ 1830  4665  7501 17411 21650 29374]
SMsplice 5SS: [  208  4719  7613 17518 21782]
SMsplice 3SS: [ 4665  7501 17381 21650 29374]
top_k =  100
Partition function (log Z): -16.394304506323053

Sorted 5' Splice Sites (High to Low Probability):
Position 7613: 0.9939277916140405
Position 208: 0.9418286436220835
Position 4719: 0.9205805375440745
Position 1914: 0.3516620607418153
Position 2035: 0.075145318347683
Position 5121: 0.059704401250159564
Position 5022: 0.05371494070479349
Position 378: 0.04800288628320121
Position 4965: 0.03397244493491774
Position 8251: 0.03149283826069523
Position 3279: 0.020820189069468243
Position 9541: 0.02078617458539921
Position 4756: 0.020144596810403273
Position 2714: 0.01832841773286624
Position 4508: 0.016894718824495378
Position 1808: 0.01583378166153361
Position 570: 0.010129389474574362
Position 2546: 0.00915831999585098
Position 7832: 0.008367857854231633
Position 4505: 0.008346023857053277
Position 955: 0.007979612359874988
Position 2186: 0.0022511953911545754
Position 2182: 0.0016843350459514867
Position 4747: 0.0012445283841236864
Position 741: 0.0003255039213534158
Position 7801: 0.0002474110281045677
Position 681: 4.619271999307049e-05
Position 710: 2.9553514078689e-05
Position 930: 2.489919097799001e-05
Position 1133: 2.3599221354922157e-05
Position 7570: 2.2686397791787987e-05
Position 1924: 2.2152552840548846e-05
Position 7620: 6.912067939552847e-06
Position 238: 4.133271223985435e-06
Position 630: 3.62017176300008e-06
Position 578: 1.1239070515712742e-07
Position 5061: 1.0251427880624879e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 7501: 0.9981894162011923
Position 4665: 0.9324684662115653
Position 1830: 0.33340382725252066
Position 9392: 0.26341755359914804
Position 4939: 0.1367935194969039
Position 15044: 0.1344319119597817
Position 10292: 0.10230427096947876
Position 1634: 0.09923968480646168
Position 7683: 0.09412751050334313
Position 15154: 0.08691275112941854
Position 12968: 0.05410550596478336
Position 9427: 0.045447648082897314
Position 13269: 0.04457778979217296
Position 4396: 0.03769295947977994
Position 8559: 0.034682658724397436
Position 13029: 0.02562684324919295
Position 12192: 0.02180037792153429
Position 2884: 0.020820189069468215
Position 8125: 0.01868621509251122
Position 11660: 0.018319054886188024
Position 7996: 0.01740810974324671
Position 10410: 0.017051749472719237
Position 10157: 0.01626533305476245
Position 10508: 0.015074793465594882
Position 7736: 0.013886444129484738
Position 2596: 0.011399547572399018
Position 8835: 0.010049231549241127
Position 4964: 0.009447215792128965
Position 2415: 0.009158319995850974
Position 818: 0.00792470721584639
Position 2576: 0.006928870160467207
Position 8165: 0.006759271882385574
Position 9146: 0.006063564804926813
Position 1793: 0.0055812477585958096
Position 2109: 0.003935530437106062
Position 9869: 0.00296493763386498
Position 9949: 0.0028942606339534146
Position 1665: 0.0026702383919403653
Position 9091: 0.0020046012059019703
Position 1510: 0.0016323565478705516
Position 616: 0.00018418676348694267
Position 669: 9.508425485648582e-05
Position 666: 8.872311976924748e-05
Position 1876: 5.3918916778300425e-05
Position 903: 4.26091162878022e-05
Position 703: 3.6978096083888286e-05
Position 1850: 3.481204806280206e-05
Position 1754: 2.2786927400691993e-05
Position 1674: 2.0588735606390444e-05
Position 1043: 7.2445618973655305e-06
Position 1014: 4.512609831952819e-06
Position 1695: 3.8519186350719346e-06
Position 972: 3.347762578707383e-06
Position 880: 3.2739986474808278e-06
Position 1056: 3.12499258852129e-06
Position 680: 2.529028708463008e-06
Position 539: 1.8246206091465617e-06
