Gene = 9130230L23Rik
index = 73
Annotated 5SS: [   76  3054  3402  4081 14000 14448]
Annotated 3SS: [ 2845  3307  3829 13860 14367 15751]
SMsplice 5SS: [   76  3054  3430 13339 14000 14448]
SMsplice 3SS: [ 2845  3307 13191 13860 14367 14520]
top_k =  100
Partition function (log Z): -10.56861757835802

Sorted 5' Splice Sites (High to Low Probability):
Position 3430: 0.9375364675017802
Position 76: 0.8686601919502948
Position 3054: 0.6695892961645602
Position 14448: 0.412568613385391
Position 2726: 0.22798944358524434
Position 3019: 0.22144928570653447
Position 2780: 0.08613841775755465
Position 136: 0.0471195959547283
Position 364: 0.041469573611642364
Position 316: 0.036116802355738144
Position 4081: 0.02002658689631899
Position 2908: 0.019070544740733827
Position 2977: 0.010029657801663625
Position 831: 0.009024468491909172
Position 419: 0.004966597837661671
Position 4547: 0.004217817660288142
Position 2993: 0.0017157597954094617
Position 298: 0.00164166369944711
Position 2256: 0.0012511670788863914
Position 2949: 0.001053464951865137
Position 2784: 0.0007433310614698447
Position 3506: 0.00016163414086724944
Position 3425: 7.057263402668128e-05
Position 22: 1.2539697096448213e-05
Position 330: 6.0116006002324705e-06
Position 431: 4.0377594056984555e-06
Position 36: 2.985533378710584e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 3307: 0.9839402499979922
Position 2845: 0.9049542557247562
Position 14367: 0.6607243205019987
Position 14520: 0.32119699410704733
Position 2522: 0.1124190821867112
Position 2673: 0.10219481470476616
Position 14562: 0.09137161927834424
Position 5513: 0.07312637439953773
Position 8439: 0.06135592420597951
Position 10006: 0.037065926965071244
Position 2687: 0.03354562716028341
Position 2627: 0.02491354885383671
Position 2648: 0.024739551454870792
Position 3743: 0.022716887347244804
Position 9009: 0.019528823973450987
Position 8046: 0.017240308828304508
Position 5590: 0.016575795694307238
Position 2851: 0.015143509400300398
Position 6400: 0.014529605764665414
Position 4472: 0.012028468891374957
Position 3583: 0.008461380959822745
Position 2537: 0.008210050112011903
Position 687: 0.008170380059874915
Position 2613: 0.008087477222960517
Position 3979: 0.0076630082394545385
Position 8465: 0.0069141469424443824
Position 3829: 0.004544148121900566
Position 2876: 0.003938702290408446
Position 4822: 0.003653509297294191
Position 3428: 0.002543252655288322
Position 3985: 0.0025125621490519673
Position 2997: 0.002372428865474013
Position 5774: 0.001590657744407408
Position 2694: 0.00146868159674522
Position 2123: 0.0012511670788863919
Position 683: 0.0008831156350234047
Position 2824: 0.0007742154011400147
Position 757: 0.0002859555414686424
