Gene = Amtn
index = 114
Annotated 5SS: [  76  250 2012 2813 4256 5529 6919 9051]
Annotated 3SS: [ 180 1924 2746 4168 5492 6891 8776 9508]
SMsplice 5SS: [  76  250 2012 4256]
SMsplice 3SS: [ 180 1924 4168 5976]
top_k =  100
Partition function (log Z): 0.843793434784561

Sorted 5' Splice Sites (High to Low Probability):
Position 76: 0.9893510366901553
Position 4256: 0.9875331970494412
Position 2012: 0.9569787264357645
Position 250: 0.9272093723373348
Position 5529: 0.23575345123285985
Position 2944: 0.14017199921150428
Position 2813: 0.10888773147845875
Position 5696: 0.070906284932922
Position 3970: 0.06998495242573026
Position 393: 0.05039078083172801
Position 1421: 0.02526892125575528
Position 919: 0.019505734884534928
Position 3482: 0.0188521485119064
Position 3428: 0.018230334630430466
Position 548: 0.017313041488141393
Position 6085: 0.016072636138952563
Position 9051: 0.015539059302690448
Position 3789: 0.0113721329578881
Position 5710: 0.011369608194753925
Position 1979: 0.008038498694777635
Position 65: 0.005642342215479933
Position 1974: 0.003083069576110459
Position 101: 0.0025454600559977805
Position 92: 0.00201188104936159
Position 21: 0.00032497587191778425
Position 274: 5.113419959496423e-05
Position 34: 3.766044465015401e-05
Position 139: 3.374591668539815e-05
Position 26: 3.366048792935834e-05
Position 5636: 3.265848615916686e-05
Position 4839: 1.8168537427352735e-05
Position 362: 9.274390823089428e-06
Position 254: 8.551571887049249e-06
Position 150: 5.941346982965206e-06
Position 158: 3.7168238756373987e-06
Position 256: 3.3066646078822433e-06
Position 122: 3.2434340992978497e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 4168: 0.9771649866416403
Position 180: 0.7232084575733265
Position 1924: 0.6013283941066826
Position 5976: 0.44493764677613834
Position 1862: 0.3190858460570007
Position 6891: 0.3041705767248263
Position 5492: 0.26682167828420056
Position 138: 0.20538468420845213
Position 2746: 0.14129712961780677
Position 6967: 0.125176868032667
Position 2860: 0.09737611043848646
Position 3717: 0.0821435469742413
Position 9508: 0.0627969191362557
Position 229: 0.04530683528447878
Position 3379: 0.03222791334158365
Position 8776: 0.0255257213090813
Position 5568: 0.024030992429815316
Position 838: 0.01933814762822667
Position 1927: 0.017676524560081137
Position 1973: 0.01623949634210516
Position 1334: 0.013357843963035725
Position 8851: 0.013293407958734196
Position 5280: 0.013284053202438424
Position 4110: 0.013157521050105507
Position 5466: 0.012397706262050133
Position 6985: 0.012297869653950409
Position 5364: 0.011581472336733465
Position 362: 0.011252278385190679
Position 8801: 0.010642933546478226
Position 2730: 0.009719961631688666
Position 1348: 0.008351718165824612
Position 1774: 0.007752959390845764
Position 1999: 0.005535232555462647
Position 3169: 0.004854569800753218
Position 8564: 0.004830213809959058
Position 490: 0.003448124133929665
Position 5149: 0.003304751992207802
Position 184: 0.003036038695268639
Position 7423: 0.00258713416713022
Position 392: 0.0024427202318206198
Position 4861: 0.0023369295060493207
Position 5605: 0.002296130147367211
Position 1285: 0.0018773044671592071
Position 5746: 0.0013231152761368783
Position 6182: 0.0009900938946460253
Position 4745: 0.000841185959375889
Position 306: 0.0008168049880885783
Position 1312: 0.000679255644439619
Position 854: 0.0006554170916547936
Position 4944: 0.0006486941865950452
Position 1379: 0.00051496917994958
Position 1750: 0.00036519307220813773
Position 2801: 0.0003555126745829734
Position 2782: 0.00021259383223212362
Position 1629: 0.00011664862226668172
Position 2763: 9.842249516588322e-05
Position 473: 8.141790995202991e-05
Position 201: 5.488270587575338e-07
Position 156: 5.164659982596816e-07
Position 150: 3.0981815594252764e-07
Position 284: 1.8231802846411828e-07
Position 235: 7.726544779782232e-08
Position 158: 6.534680950418123e-08
Position 332: 6.436924609503371e-08
