Gene = Brat1
index = 185
Annotated 5SS: [   65  1086  5282  6643  7867  8162  9374  9675  9936 10202 11784 12017
 12309]
Annotated 3SS: [  941  5126  6494  7493  8041  9281  9555  9748 10127 11680 11917 12132
 12890]
SMsplice 5SS: [   65  1086  5282  6643  7891  8162  9374  9675  9936 10202 11784 12017]
SMsplice 3SS: [  941  5126  6494  7522  8041  9281  9555  9775 10127 11680 11917 12132]
top_k =  100
Partition function (log Z): 14.164096845196308

Sorted 5' Splice Sites (High to Low Probability):
Position 8162: 0.9999999999999963
Position 1086: 0.9999994630522623
Position 11784: 0.9905131357693754
Position 12017: 0.9864768195062826
Position 9936: 0.9763949501195398
Position 5282: 0.973123292622341
Position 9374: 0.9250663370016139
Position 9675: 0.8397697444666852
Position 6643: 0.7288918721513785
Position 10202: 0.6771418930451306
Position 65: 0.5669989337572461
Position 218: 0.44362115249981265
Position 10408: 0.41752192022988655
Position 7596: 0.4031316800778828
Position 7891: 0.3977283263279267
Position 10609: 0.3589285665477496
Position 12309: 0.23235520008373994
Position 2070: 0.23185034064907048
Position 7867: 0.18771635143830634
Position 9685: 0.13059776424373443
Position 10207: 0.10897267524298498
Position 2448: 0.10202172218372205
Position 441: 0.09847040995267715
Position 12326: 0.08562213719963922
Position 2271: 0.057626751612045786
Position 7703: 0.05073400853100906
Position 5000: 0.045460159772855
Position 1903: 0.034878605076392594
Position 3928: 0.031093996211116182
Position 2377: 0.027917761414628324
Position 1898: 0.025458411077705377
Position 10151: 0.024092480410849184
Position 404: 0.021528656108071108
Position 5201: 0.019648621409568866
Position 776: 0.014647905555444877
Position 10011: 0.012697495979984617
Position 11965: 0.010602504223169662
Position 3945: 0.008659628784903914
Position 5660: 0.00836975703110171
Position 103: 0.005541072165740226
Position 501: 0.0034588607857572104
Position 449: 0.0034320736687596495
Position 1745: 0.0014101468114780088
Position 1611: 0.00032121239058035227
Position 637: 0.0003162677298529642
Position 456: 0.00030849089797990416
Position 1336: 0.00015621459235445678
Position 2077: 4.161976815660001e-05
Position 10077: 4.144743090394107e-05
Position 133: 2.6190618867687672e-05
Position 233: 2.5949005905759204e-05
Position 239: 1.743946062104944e-05
Position 95: 1.3032177673047475e-05
Position 75: 7.586589273420981e-06
Position 9881: 6.3959066702405945e-06
Position 53: 3.914691861386584e-06
Position 1434: 3.008468495244279e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5126: 0.9927719140319101
Position 8041: 0.9353079615701241
Position 11680: 0.9337977491812597
Position 9555: 0.930625394388273
Position 9775: 0.8609983044963212
Position 10127: 0.7591737458461767
Position 941: 0.7500152720412804
Position 11917: 0.7473946675170715
Position 9281: 0.7348078906232707
Position 7522: 0.7283443192603133
Position 10338: 0.7100717566341342
Position 12132: 0.5405166304150273
Position 6494: 0.4532712559526677
Position 12191: 0.27616293389123364
Position 6497: 0.27562061619871076
Position 7702: 0.25090213502040604
Position 1010: 0.24708721121554406
Position 11937: 0.19227034991139472
Position 9288: 0.19025844637834327
Position 2198: 0.18221024677099495
Position 13149: 0.17702610044002226
Position 1826: 0.17167514895466865
Position 9748: 0.11052198893744197
Position 330: 0.1050160990810265
Position 12890: 0.0990788194977782
Position 12137: 0.09687618101774911
Position 1880: 0.09026509218709954
Position 13040: 0.08401284495918404
Position 8064: 0.06469203842987102
Position 7493: 0.0600639120944049
Position 11665: 0.058165596418270515
Position 10047: 0.04677295010817421
Position 11866: 0.04618198705944066
Position 4852: 0.045460159772855
Position 10502: 0.04386979104537962
Position 3879: 0.03975362499602008
Position 1932: 0.02982971179940336
Position 136: 0.02723665216328969
Position 10010: 0.023306032089301234
Position 9463: 0.022720729417734786
Position 9827: 0.015745712105341952
Position 13199: 0.012565299653402535
Position 9614: 0.012056936755043789
Position 12749: 0.010782985609209927
Position 12933: 0.010782379299081341
Position 12168: 0.009196081741322498
Position 5537: 0.008369757031101713
Position 292: 0.006983989596408756
Position 604: 0.006625385621563652
Position 11919: 0.0055167199937642165
Position 2360: 0.00532296585898442
Position 9641: 0.004968265545817468
Position 11888: 0.004265389417626374
Position 10171: 0.003504707184338659
Position 182: 0.0026476072437927583
Position 636: 0.002430878575651248
Position 968: 0.002318642793870278
Position 170: 0.0018447568299527887
Position 9754: 0.0018290190706405167
Position 718: 0.0017397355756435804
Position 403: 0.0012277101849917254
Position 1502: 0.0011453138578215916
Position 496: 0.0010718524426390856
Position 12171: 0.0009770807593673706
Position 690: 0.0008767029441911704
Position 978: 0.0005782191023643785
Position 161: 0.00040840815017843693
Position 1652: 0.0003026694582263572
Position 1517: 0.0002392459174249135
Position 1841: 0.00021318706034910713
Position 1744: 0.00019114646404667557
Position 141: 0.0001729077284275171
Position 302: 0.00013497386144860744
Position 1247: 0.0001346735667464106
Position 1546: 9.882007434335568e-05
Position 2123: 3.302258041672569e-05
Position 1168: 1.614644532078687e-05
Position 1257: 5.554614919560523e-06
Position 1320: 1.40812217223239e-07
Position 192: 1.0409726044854888e-07
Position 294: 9.166058308885574e-08
Position 190: 8.211959363406102e-08
Position 388: 6.324081250873518e-08
Position 271: 3.469945591926701e-08
Position 433: 1.7747843223310073e-08
