Gene = Rabac1
index = 882
Annotated 5SS: [ 228  653  994 2668]
Annotated 3SS: [ 439  895 2565 2744]
SMsplice 5SS: [228 585]
SMsplice 3SS: [ 439 2744]
top_k =  100
Partition function (log Z): -5.0789744642213135

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.9285859010959756
Position 585: 0.818163777370763
Position 994: 0.4330770881142189
Position 2668: 0.3002154767359161
Position 653: 0.15475623596515853
Position 2574: 0.12275160728960723
Position 367: 0.027784197609357363
Position 812: 0.02330554905484158
Position 752: 0.022387621476429906
Position 288: 0.011800548792225609
Position 119: 0.011575192583360795
Position 1381: 0.009038453060231705
Position 105: 0.007872611315840612
Position 350: 0.005567759662103129
Position 1576: 0.001522488740260005
Position 561: 0.0014075362039865948
Position 620: 0.0012006933681441812
Position 93: 0.001161488898637398
Position 599: 0.00085555273053014
Position 241: 0.0008002870558154164
Position 305: 0.000592129724709742
Position 269: 0.000501867807182918
Position 149: 0.00037168645224062785
Position 243: 0.00022931384721326878
Position 343: 5.743460993563895e-05
Position 310: 3.776921167907611e-05
Position 594: 3.569801592442583e-05
Position 541: 3.1143381789069214e-05
Position 644: 3.930298833386158e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2744: 0.8094139133971449
Position 439: 0.718346922489401
Position 895: 0.3985502329222937
Position 2565: 0.32584556585497376
Position 474: 0.13443470964219242
Position 413: 0.1315130999951815
Position 2467: 0.12092554370259659
Position 745: 0.11069018390607421
Position 2788: 0.03141027404357305
Position 2765: 0.022831295603602798
Position 707: 0.014482849918491582
Position 2489: 0.012856404824189264
Position 974: 0.008323804961779644
Position 783: 0.008281048057976817
Position 1340: 0.007160856758298015
Position 1298: 0.006077995539966941
Position 1687: 0.0047928449748260975
Position 1129: 0.003917041350514794
Position 1362: 0.003020284797295542
Position 455: 0.002866825505779262
Position 683: 0.0024007344254669324
Position 1272: 0.0021445813375033356
Position 834: 0.0015918593255397238
Position 325: 0.001027314177580412
Position 340: 0.0008520850162047981
Position 1278: 0.0006035904194601427
Position 805: 0.0004993465872308523
Position 366: 0.00025453861508015815
Position 536: 0.00015614896464570316
Position 389: 0.00014796275983761074
Position 480: 9.64698556218943e-05
Position 687: 7.819730434859077e-05
Position 164: 6.231232002926778e-05
Position 169: 1.3173547495123105e-05
Position 253: 1.0816666123816384e-05
Position 349: 4.503313433728489e-06
Position 285: 2.038953131195012e-06
Position 195: 1.1749958481514147e-06
Position 186: 1.160199906496743e-06
Position 183: 8.204831352973831e-07
Position 192: 5.129591336667023e-07
