Gene = Nhlrc3
index = 747
Annotated 5SS: [ 273 1021 1701 4848 6907 9791]
Annotated 3SS: [  867  1552  4646  6814  9677 10682]
SMsplice 5SS: [ 273 1021 1701 3263 4848 6907 9791]
SMsplice 3SS: [  867  1552  2965  4646  6814  9677 12736]
top_k =  100
Partition function (log Z): -2.530003230272696

Sorted 5' Splice Sites (High to Low Probability):
Position 4848: 0.9918524638741586
Position 9791: 0.956636410268783
Position 6907: 0.9332932212246835
Position 1701: 0.8697379216810741
Position 3263: 0.7619937626875556
Position 1021: 0.7574676917092792
Position 273: 0.5782485177684491
Position 10194: 0.2632416288406961
Position 12547: 0.24083770892736053
Position 2270: 0.15124259087681008
Position 1002: 0.10109161324158086
Position 6199: 0.09405522240956678
Position 12565: 0.09390647447953515
Position 462: 0.06407104474174158
Position 6127: 0.0587988602771306
Position 12587: 0.058606166851938556
Position 6616: 0.05151110571665968
Position 6558: 0.05012340205277585
Position 119: 0.049647139878075786
Position 1641: 0.04534709428348926
Position 2511: 0.03877799003249177
Position 2045: 0.030567862359798522
Position 10857: 0.02387635984964038
Position 8801: 0.020225719980627187
Position 3872: 0.01994115444840209
Position 2296: 0.018586073705909485
Position 2843: 0.016617953146260928
Position 7051: 0.015186280634997405
Position 317: 0.013021682138970455
Position 8285: 0.011273831596922076
Position 3101: 0.01109987460086475
Position 2194: 0.006556526960063813
Position 111: 0.004523270590248044
Position 4865: 0.0044160709926850845
Position 106: 0.004188124727449233
Position 6948: 0.0036119648268016138
Position 294: 0.0035192883641861944
Position 416: 0.003196528138404304
Position 204: 0.0031594989576362244
Position 427: 0.0030121861198847853
Position 503: 0.0026258718621209936
Position 1343: 0.0022271382535371718
Position 6290: 0.0014564177507975973
Position 6230: 0.0010677813875668968
Position 298: 0.00025706999650509173
Position 10169: 0.00017368111740565705
Position 300: 1.3644265907866747e-05
Position 98: 6.0098963748655334e-06
Position 304: 5.167493049539325e-06
Position 88: 4.849701668058229e-06
Position 243: 4.556900616420961e-06
Position 262: 1.4040985888644302e-06
Position 32: 1.3079834208091176e-06
Position 238: 1.0549743778325791e-06
Position 127: 7.809870107176545e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4646: 0.9962685348668435
Position 9677: 0.9789450078663403
Position 6814: 0.9400750056104232
Position 1552: 0.9030929864208664
Position 12736: 0.8213860664207072
Position 2965: 0.4845267645124933
Position 867: 0.41928711986678985
Position 12472: 0.40832779508232336
Position 3023: 0.22502452042961937
Position 6039: 0.1553782818250619
Position 2160: 0.11579363755606231
Position 6434: 0.10967776390181233
Position 10095: 0.101088488210722
Position 10062: 0.09374928162434683
Position 10682: 0.08304309182534214
Position 1994: 0.0731039331142479
Position 798: 0.07138705395746996
Position 3167: 0.06354235234630759
Position 902: 0.05315695667810169
Position 12769: 0.05142532763715703
Position 2349: 0.03877799003249177
Position 10065: 0.027902845123882095
Position 9893: 0.025509039251012534
Position 10123: 0.022343784024245146
Position 8708: 0.020225719980627187
Position 3719: 0.019941154448402092
Position 875: 0.018566588501934937
Position 2773: 0.016617953146260928
Position 12006: 0.01575521701833746
Position 1625: 0.010913060316400037
Position 909: 0.009629943149905732
Position 985: 0.009330060080589056
Position 8184: 0.008687575882186308
Position 1965: 0.008279584668687829
Position 12130: 0.007802486250942396
Position 2193: 0.005335522989825155
Position 385: 0.005064556180872083
Position 7009: 0.003973204943683111
Position 8164: 0.0025862557147357697
Position 2226: 0.002130022803338856
Position 2095: 0.0020635559147917323
Position 1220: 0.0017163849761185853
Position 1573: 0.000993743377876461
Position 358: 0.000918983571913187
Position 740: 0.0006998293533446484
Position 1234: 0.0005107532774185881
Position 1780: 0.00012687925092667786
Position 1914: 0.00011991760470155186
Position 1496: 8.522584942083257e-05
Position 361: 2.721319462591321e-05
