Gene = Smr3a
index = 994
Annotated 5SS: [  66 2234 5553]
Annotated 3SS: [2166 5479 5721]
SMsplice 5SS: [66]
SMsplice 3SS: [5479]
top_k =  100
Partition function (log Z): -8.00618150242481

Sorted 5' Splice Sites (High to Low Probability):
Position 66: 0.99864567245169
Position 2234: 0.5519132253984625
Position 2677: 0.10932593714277751
Position 5005: 0.0444729670123329
Position 3664: 0.012708586538206158
Position 1017: 0.006145174004495974
Position 1838: 0.0057901160517945666
Position 1352: 0.00437015674813924
Position 574: 0.002246019446281024
Position 1833: 0.0008505852493133906
Position 181: 1.3290688331105291e-05
Position 252: 9.034565787004772e-06
Position 70: 5.223737129598974e-06
Position 568: 3.160119129340572e-06
Position 57: 2.183471236592562e-07
Position 215: 1.159388947995255e-07
Position 277: 1.120563500725113e-07
Position 100: 8.234544388341837e-08
Position 260: 3.4541247509759695e-08
Position 291: 3.25288141516218e-08
Position 55: 2.6492245867484798e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5479: 0.5679934227264418
Position 2166: 0.42757277791556364
Position 4809: 0.12483457063720176
Position 2133: 0.12282712642863879
Position 4867: 0.07527282910155607
Position 2579: 0.06525161571315792
Position 2568: 0.05591285068778556
Position 5308: 0.04180236690782792
Position 5630: 0.032101536748013484
Position 5669: 0.03059425030029734
Position 1721: 0.01868516278626076
Position 3518: 0.01843646299557029
Position 912: 0.01659233595456698
Position 1925: 0.014974669217706583
Position 5685: 0.011581337836978674
Position 5594: 0.009706403383673973
Position 5860: 0.009635033730326713
Position 2617: 0.009625203139045083
Position 4075: 0.008056712764801247
Position 1446: 0.007441135058884399
Position 4376: 0.005613564756035316
Position 2402: 0.005351591470909969
Position 5235: 0.0050007640626355924
Position 990: 0.003953009995259011
Position 2222: 0.0035952618096020484
Position 4628: 0.0033712253435905907
Position 2004: 0.0032469283731849825
Position 602: 0.00313558160499204
Position 1051: 0.003122218532833601
Position 325: 0.0029583630112258227
Position 3281: 0.0028509387343656116
Position 2204: 0.002635811344096652
Position 1422: 0.002371959226933234
Position 858: 0.002067892981741675
Position 1216: 0.0018824520980754785
Position 1320: 0.001624198278491632
Position 675: 0.0016020989430295244
Position 3729: 0.001555047989671562
Position 353: 0.00145481966053765
Position 1518: 0.0012466135933217202
Position 1755: 0.001033902065904194
Position 2662: 0.001020364934235428
Position 1258: 0.001012635720866862
Position 3252: 0.0010043958097337212
Position 2476: 0.0009774102316982022
Position 640: 0.0009669970660890126
Position 273: 0.000889935301899461
Position 2439: 0.0008011257299545092
Position 704: 0.00032774954518625807
Position 141: 0.00032192689585945416
Position 1127: 0.0002682247091862749
Position 2168: 0.00021690294468731006
Position 1196: 0.00011544196972041438
Position 1186: 4.61263413871683e-06
