Gene = Pclaf
index = 799
Annotated 5SS: [ 238  573 3298]
Annotated 3SS: [  494  3134 11320]
SMsplice 5SS: [ 238  573 3298]
SMsplice 3SS: [  494  3134 11320]
top_k =  100
Partition function (log Z): -6.693771165326826

Sorted 5' Splice Sites (High to Low Probability):
Position 573: 0.9920225670244276
Position 238: 0.9690336299212043
Position 3298: 0.9268522537369718
Position 8731: 0.06441451009754048
Position 1462: 0.042377981418206014
Position 974: 0.03556069226305598
Position 2584: 0.017425728172314373
Position 970: 0.015183383542693012
Position 1639: 0.010526021578181534
Position 195: 0.00956155231609081
Position 814: 0.007293021320823226
Position 165: 0.004557988022209956
Position 105: 0.004446294255200351
Position 2564: 0.004007607681375549
Position 377: 0.003946019334644661
Position 1780: 0.003308184197811271
Position 1047: 0.002518006334475509
Position 255: 0.0019763887441763867
Position 60: 0.0018603412749810338
Position 127: 0.0015772043905594678
Position 3641: 0.0015684434816064655
Position 159: 0.0011470520821516698
Position 4322: 0.00109185393531832
Position 781: 0.0003116072240138104
Position 600: 0.00019487484420201392
Position 521: 8.13846238526454e-05
Position 265: 7.559600224530464e-05
Position 171: 5.558950409948393e-05
Position 186: 4.716690744239842e-05
Position 423: 4.450958958018552e-05
Position 558: 3.3343626763400195e-05
Position 281: 2.5470707436067126e-05
Position 289: 2.173657401232351e-05
Position 1085: 1.792829221233308e-05
Position 662: 1.4554632670412334e-05
Position 960: 7.356005764826708e-06
Position 634: 4.127097236861254e-06
Position 3386: 2.5526791034620533e-06
Position 24: 1.7271964202163135e-09
Position 31: 1.6697256336754784e-09
Position 380: 1.0446047794003338e-09
Position 390: 8.727868469155565e-10
Position 153: 5.228458984894719e-10
Position 184: 4.737555078287239e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 494: 0.9736888101336006
Position 3134: 0.9311301066634706
Position 11320: 0.5012761204322587
Position 4077: 0.1074737454701056
Position 11281: 0.06569662290408822
Position 8639: 0.046317557781751305
Position 8591: 0.042565784343243394
Position 3557: 0.035903097882630804
Position 1208: 0.03585640233433353
Position 881: 0.0339129282369721
Position 5699: 0.032563195780295186
Position 2489: 0.02245427499343969
Position 5281: 0.021481099034416282
Position 5743: 0.021361310101606388
Position 6340: 0.02086401643619721
Position 7591: 0.02081058872627416
Position 922: 0.017939427651496514
Position 5528: 0.013981168738308423
Position 4447: 0.013632921947178842
Position 9005: 0.013363900207870398
Position 6203: 0.012868847782808139
Position 429: 0.012657364952073412
Position 6414: 0.010257120021539964
Position 9478: 0.009781470909440194
Position 9951: 0.008880616912679933
Position 7685: 0.008295453035046066
Position 1346: 0.007810402433879883
Position 9082: 0.007613467461947436
Position 747: 0.007560175386423279
Position 3216: 0.007456860776022611
Position 1497: 0.006976703803698918
Position 1638: 0.005620245511393092
Position 4505: 0.004607559059964534
Position 1410: 0.0043928043147363205
Position 6366: 0.0032384534419586065
Position 6025: 0.0028740407796666602
Position 4214: 0.0027716640336164465
Position 6481: 0.0023494389763099007
Position 3527: 0.0022927427498581118
Position 516: 0.0021897266314942466
Position 6395: 0.0020320299550791727
Position 558: 0.0019077703425044584
Position 4073: 0.0018826759111304151
Position 681: 0.0017417183300565476
Position 1127: 0.0016949166642466556
Position 3115: 0.00161892017597774
Position 4007: 0.001599883628262218
Position 322: 0.0013780337878465145
Position 5164: 0.001254196835856432
Position 898: 0.0012502687048506487
Position 4773: 0.0011606359392506177
Position 1550: 0.0010292187281867175
Position 3575: 0.000855211381327562
Position 3380: 0.0004964938256049004
Position 1675: 0.0003732072912419524
Position 509: 6.842213126160315e-05
Position 358: 3.210193961533408e-05
Position 520: 1.5070077213662384e-05
Position 364: 1.449566528553095e-05
Position 319: 1.3582555578168474e-05
Position 1370: 3.966898405624662e-06
Position 436: 1.5138881821200018e-06
Position 326: 1.189458955912662e-06
Position 371: 6.703845389668158e-07
Position 222: 5.0472636676871884e-08
Position 329: 4.600038170790941e-08
