Gene = Acp7
index = 98
Annotated 5SS: [  224  1609 14015 14587 15704 15995 16207 16388 16532 16675 16849 20082]
Annotated 3SS: [ 1356 13813 14403 15579 15931 16091 16279 16473 16606 16776 19943 23061]
SMsplice 5SS: [  224  6711 14015 14587 15995 16207 16388 16532 16675 16849 20082]
SMsplice 3SS: [ 6554 13813 14403 15931 16091 16279 16473 16606 16776 19943 23061]
top_k =  100
Partition function (log Z): 15.63726603321179

Sorted 5' Splice Sites (High to Low Probability):
Position 16388: 0.9915481080649453
Position 14015: 0.9855242698503173
Position 16675: 0.9824294070982312
Position 16532: 0.9638715010795009
Position 16207: 0.9515861161192248
Position 20082: 0.9339698058856161
Position 6711: 0.8866594140622878
Position 224: 0.812893351172031
Position 16849: 0.5482103102073362
Position 15704: 0.529422953583793
Position 15995: 0.3885551172069142
Position 14587: 0.3799787801813833
Position 14604: 0.3347425218405418
Position 16857: 0.3000560243720594
Position 1609: 0.2986339979675021
Position 7500: 0.2533896173718483
Position 594: 0.16237274066245264
Position 9236: 0.13746985098987757
Position 11200: 0.11952526226942797
Position 22663: 0.11770792009174504
Position 6726: 0.11334058593771598
Position 16877: 0.1063570455266255
Position 14583: 0.09356061424899796
Position 19480: 0.06921053244960662
Position 20067: 0.04154813583640404
Position 18624: 0.039336090281329734
Position 14333: 0.039107781983839185
Position 16217: 0.018945122815679658
Position 16702: 0.01648530491112142
Position 16977: 0.01224682990742725
Position 17808: 0.011565239263358272
Position 23316: 0.010971400277129366
Position 327: 0.008673878948448514
Position 14010: 0.008326104233998505
Position 16135: 0.008275992484917257
Position 19492: 0.007148799495111909
Position 691: 0.0033213541582517696
Position 567: 0.0032571242311169165
Position 704: 0.0030690440985035755
Position 881: 0.002384158339253851
Position 771: 0.0013245494200925857
Position 263: 0.0013223571589966903
Position 924: 0.0006993260297834403
Position 972: 0.0006821157810748203
Position 17035: 8.881932730647647e-05
Position 16415: 7.625503215450524e-05
Position 16536: 5.9127533238273786e-05
Position 16425: 2.1528981398294385e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 16606: 0.9949658120784226
Position 16279: 0.9943143706944683
Position 13813: 0.9938503740843174
Position 19943: 0.9746356937010366
Position 16776: 0.9666658024995806
Position 16473: 0.9569700612095574
Position 14403: 0.7714253529804184
Position 6554: 0.6595073974588622
Position 16091: 0.6257828194293301
Position 23061: 0.6164429812164817
Position 15579: 0.5294229535837932
Position 15931: 0.3942783049875289
Position 16037: 0.34053351516730646
Position 6624: 0.31789400949261626
Position 1356: 0.22753282140036826
Position 7392: 0.21528604154874922
Position 22481: 0.19840311810630806
Position 11014: 0.119525262269428
Position 19380: 0.07635933194471856
Position 9096: 0.07149875684925996
Position 21564: 0.07019812475593526
Position 9068: 0.0659710941406176
Position 21776: 0.05698296855609261
Position 20185: 0.053882627857434605
Position 18507: 0.03933609028132971
Position 14195: 0.039107781983839185
Position 7333: 0.03810357582309921
Position 14454: 0.0368565632905055
Position 1321: 0.029998603141366254
Position 19975: 0.025364306298963954
Position 6654: 0.022598593048525847
Position 22812: 0.022396065026051973
Position 23378: 0.021160591419362537
Position 22290: 0.019925953622679026
Position 1427: 0.018578063590853802
Position 22525: 0.018084411608583296
Position 20500: 0.011797058711623858
Position 17694: 0.008488222872571378
Position 1297: 0.007126458024968587
Position 15994: 0.006840196236044914
Position 20513: 0.005374411457816271
Position 20843: 0.0052333514732790486
Position 1548: 0.005073453178811785
Position 16283: 0.004621522476261306
Position 20753: 0.004315598279245856
Position 1368: 0.0038475856520584226
Position 1584: 0.0033171576007354165
Position 1553: 0.003159855378339726
Position 17714: 0.0030770163907868813
Position 16577: 0.0028518389306991586
Position 16483: 0.0006860299102034833
Position 16497: 0.0003023370486779535
