Gene = Pifo
index = 817
Annotated 5SS: [  219 13549 14275 15119 16375]
Annotated 3SS: [13402 14175 14987 16256 17446]
SMsplice 5SS: [  219 13549 16375]
SMsplice 3SS: [13402 16256 17446]
top_k =  100
Partition function (log Z): -14.156220850231499

Sorted 5' Splice Sites (High to Low Probability):
Position 219: 0.9303350109972598
Position 4987: 0.21516389820159135
Position 463: 0.060242236617853245
Position 2417: 0.05925678715673885
Position 137: 0.01731484692157167
Position 4777: 0.01671399507253701
Position 2386: 0.0060370292177420815
Position 1223: 0.005472956209750847
Position 3294: 0.0008759418479280836
Position 2529: 0.0008632461682952962
Position 275: 0.0006390947962627656
Position 474: 0.00015500434848507585
Position 97: 1.1975326708198192e-05
Position 81: 8.276933081958834e-06
Position 31: 4.662187023600682e-06
Position 65: 1.2096149697396567e-06
Position 241: 8.840499692983768e-07
Position 336: 6.955809034327585e-07
Position 313: 5.171023177388038e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4848: 0.4167542937933119
Position 13402: 0.2980393049552734
Position 2327: 0.15250357535705408
Position 5143: 0.11829771589650119
Position 10851: 0.04580759592658387
Position 4670: 0.03346915307090454
Position 3892: 0.029749666631833285
Position 1250: 0.02883371101387535
Position 2799: 0.02494644279840129
Position 613: 0.020142559434776094
Position 1034: 0.019545614294936824
Position 2416: 0.014602572755498823
Position 3732: 0.013374919930401989
Position 3386: 0.012948796372000361
Position 1794: 0.007904380479621196
Position 6756: 0.007377938873210138
Position 4128: 0.005325342874521787
Position 3463: 0.005205127227119689
Position 3680: 0.005194435800871018
Position 3212: 0.004952825705905881
Position 4296: 0.004848131482313028
Position 3044: 0.004264633202989827
Position 1698: 0.00410712034772371
Position 1013: 0.0037437149792085584
Position 278: 0.003371130573505181
Position 4893: 0.0033326341587980577
Position 3182: 0.0030290101093542843
Position 855: 0.002535147960552568
Position 300: 0.0024485411641143157
Position 1810: 0.002384527639314815
Position 3543: 0.0023820331533394813
Position 3358: 0.001777524392904662
Position 1741: 0.0013971556341975352
Position 1306: 0.0013684998313575497
Position 407: 0.0012463172853541447
Position 1964: 0.0011433997427966248
Position 2533: 0.0011189341271547269
Position 350: 0.0011041991682682372
Position 533: 0.0007609286049582405
Position 4907: 0.0006937310776745357
Position 323: 0.0003942070559260615
Position 368: 0.00013031425168635814
Position 305: 8.852984416026749e-05
Position 335: 6.698831616918971e-05
Position 364: 6.360488444017295e-05
Position 2331: 6.113286598092478e-05
Position 416: 5.473931571252913e-05
Position 328: 5.0212374245510605e-05
Position 377: 4.892833610002982e-05
Position 307: 4.4202445647519885e-05
Position 294: 1.4863049703745993e-05
Position 380: 1.2927758911028152e-05
Position 241: 1.2551958397943591e-05
Position 353: 7.53688755691608e-06
Position 296: 7.1115559443672016e-06
Position 391: 2.4662621920823473e-06
Position 325: 2.160464743118003e-06
Position 457: 1.3807210188755277e-06
Position 460: 1.1221739757594779e-06
