Gene = Bcs1l
index = 177
Annotated 5SS: [ 188 1579 1800 2160 2435 2830 3407]
Annotated 3SS: [1185 1659 1964 2370 2659 3288 3521]
SMsplice 5SS: [  94 1800 2160 2830 3407]
SMsplice 3SS: [1659 1964 2659 3288 3521]
top_k =  100
Partition function (log Z): -2.888380198353872

Sorted 5' Splice Sites (High to Low Probability):
Position 1800: 0.9578286329790225
Position 3407: 0.9381683500287511
Position 2830: 0.8339077760092062
Position 2160: 0.6980124453505507
Position 1579: 0.36435555757978333
Position 1325: 0.2934755041757273
Position 2564: 0.27223601145167375
Position 94: 0.2304499624507312
Position 188: 0.22377401628088142
Position 749: 0.13689558462309812
Position 259: 0.13238666000656424
Position 2435: 0.1264621081836712
Position 305: 0.059002054373894094
Position 551: 0.05369638425967464
Position 527: 0.04150870712978226
Position 827: 0.03670777826976904
Position 230: 0.024680014376963374
Position 1335: 0.01593881712774848
Position 687: 0.015841678564484395
Position 500: 0.005247597734136259
Position 1900: 0.004193677636185385
Position 2198: 0.0037369761047063
Position 3700: 0.0034258545917763795
Position 668: 0.003402426014181942
Position 3615: 0.0026136952509221286
Position 3768: 0.001868026233616935
Position 531: 0.0013831343624563011
Position 486: 0.00020254497921222268
Position 251: 1.945322558970037e-05
Position 16: 8.249849628171701e-06
Position 137: 4.034288616721202e-06
Position 3007: 2.344150835396825e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 3521: 0.9931865731692672
Position 1659: 0.959944015769091
Position 3288: 0.8956070836314454
Position 2659: 0.8131002709559634
Position 1964: 0.5437235420277868
Position 1185: 0.2808138649979539
Position 2370: 0.20732999370875027
Position 2273: 0.1836454567431256
Position 1217: 0.1308478146981773
Position 1470: 0.07575653116233973
Position 1258: 0.07539196805148243
Position 1984: 0.05048765434854887
Position 1452: 0.0454081644196156
Position 1990: 0.03424983430275252
Position 1987: 0.024376459842581508
Position 2078: 0.02327735743170848
Position 2605: 0.02155060363214856
Position 3108: 0.0204681710888702
Position 1863: 0.017121024090179328
Position 568: 0.016668955552113195
Position 3127: 0.011092504885729017
Position 4085: 0.01101249905831426
Position 2015: 0.009707357200633943
Position 1292: 0.009055908967788047
Position 2342: 0.008284553127053116
Position 3006: 0.00763951541437793
Position 3357: 0.005764596334573996
Position 339: 0.002426448075488339
Position 686: 0.0016299592367263202
Position 1899: 0.0008844870571823423
Position 393: 0.0005466856496326186
Position 414: 0.00043385886160510174
Position 2892: 2.344150835396825e-06
